Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
1236,1236,0,-5134,-218,5122,556,-5086,-920,5024,1198,-8,8,-12,10,8,8,22,-4,-346,5354,636,-5240,-962,5186,1268,-5142,-40,4,24,-6,-56,-14,-10,-22,0
1237,1237,0,-4970,-1560,4874,1774,-4754,-2086,4650,2372,24,24,6,-4,24,-8,38,-4,-1592,5038,1834,-4896,-2234,4768,2472,-4612,-72,4,24,12,-56,4,-26,-6,0
1238,1238,0,-4498,-2650,4340,2956,-4132,-3164,3964,3406,-8,24,-12,-8,24,-24,6,-4,-2776,4422,3064,-4226,-3320,4024,3568,-3776,-72,4,8,-22,-40,-24,-26,12,0
1239,1239,0,-3742,-3612,3528,3880,-3286,-4066,2984,4256,-8,-24,-28,10,24,8,-28,-4,-3784,3480,4022,-3296,-4190,3000,4356,-2714,8,20,8,-6,24,4,24,-6,0
1240,1240,0,-2750,-4366,2496,4546,-2222,-4708,1898,4784,8,-8,-12,-4,24,-8,-28,-8,-4588,2350,4698,-2110,-4828,1786,4938,-1548,24,-42,24,-22,8,4,-10,-22,0
1241,1241,0,-1610,-4920,1306,4982,-1018,-5062,674,5094,-8,8,-12,-24,24,-8,6,-4,-5028,1146,5126,-882,-5156,462,5206,-162,-8,20,-10,-6,-40,20,-10,-6,0
1242,1242,0,-352,-5094,44,5094,292,-5094,-630,5014,24,40,22,10,8,24,6,10,-5188,-200,5222,540,-5172,-872,5142,1156,-24,36,-26,-22,-40,36,-26,12,0
1243,1243,0,948,-4968,-1226,4846,1578,-4708,-1824,4624,-24,8,-12,-4,8,24,-28,-4,-5012,-1594,4954,1784,-4812,-2174,4698,2408,24,20,-10,-6,-40,-14,8,-38,0
1244,1244,0,2168,-4476,-2456,4302,2762,-4144,-3030,3984,24,-40,6,10,-8,-8,6,10,-4556,-2728,4372,2976,-4174,-3296,4070,3558,-24,-24,8,-6,-8,-14,-10,44,0
1245,1245,0,3278,-3724,-3484,3562,3702,-3242,-3922,3004,-8,8,22,-4,40,8,22,-4,-3816,-3746,3584,4006,-3352,-4260,3128,4426,-40,36,-10,-6,8,20,-10,-6,0
1246,1246,0,4148,-2760,-4358,2500,4506,-2196,-4662,1928,8,24,6,10,-8,-8,6,10,-2808,-4648,2526,4808,-2234,-4878,1968,5020,-40,20,-10,-6,-24,4,8,-6,0
1247,1247,0,4730,-1654,-4870,1326,4978,-1048,-5048,698,8,-8,6,10,-8,8,-12,26,-1640,-5170,1300,5168,-1010,-5336,684,5276,-8,-24,-44,12,8,4,-44,-6,0
1248,1248,0,5122,-392,-5112,74,5138,244,-5144,-556,24,8,-12,-4,8,-24,-28,10,-378,-5352,20,5340,314,-5336,-624,5292,-8,-58,-10,-6,8,-42,8,-22,0
1249,1249,0,5122,868,-5048,-1196,4978,1492,-4918,-1804,24,-24,22,10,8,8,22,-24,984,-5220,-1248,5136,1584,-5030,-1890,4922,8,20,-10,12,-40,-24,-10,12,0
1250,1250,0,4778,2088,-4630,-2402,4474,2636,-4358,-2914,8,-8,6,-8,24,8,6,10,2212,-4714,-2440,4590,2804,-4374,-3006,4246,-40,20,-10,-38,-24,20,-44,-38,0
1251,1251,0,4164,3128,-3922,-3414,3734,3648,-3516,-3832,-8,8,6,10,-24,24,6,10,3308,-4030,-3562,3776,3804,-3526,-4000,3296,-40,-24,-26,-22,24,20,24,-6,0
1252,1252,0,3278,4050,-2998,-4256,2730,4418,-2488,-4588,8,8,-12,10,40,8,6,-24,4234,-2996,-4340,2724,4608,-2422,-4712,2130,-88,70,8,-22,-40,-42,8,28,0
1253,1253,0,2168,4670,-1904,-4800,1626,4850,-1290,-4964,8,-8,-28,10,8,8,22,-24,4800,-1826,-4944,1450,5048,-1178,-5120,836,-8,4,-10,-6,40,36,24,-6,0
1254,1254,0,948,5060,-662,-5076,340,5044,12,-5076,24,40,22,-24,8,-8,6,26,5160,-540,-5184,158,5224,166,-5184,-508,8,-14,8,-22,8,20,-10,-6,0
1255,1255,0,-320,5092,642,-4996,-938,4882,1290,-4852,-8,-8,22,10,-8,-8,6,-4,5192,780,-5120,-1202,5016,1496,-4976,-1798,-56,4,-10,-38,40,4,-10,28,0
1256,1256,0,-1562,4740,1842,-4640,-2190,4480,2464,-4302,8,-8,-12,-4,-8,8,-12,10,4848,2132,-4696,-2430,4576,2702,-4436,-2992,-24,20,8,-6,-8,4,-26,-6,0
1257,1257,0,-2718,4144,3000,-3960,-3278,3712,3440,-3510,24,24,22,10,8,8,-12,-4,4256,3296,-4016,-3476,3850,3770,-3626,-4028,40,-14,-26,-22,-8,4,-26,-6,0
1258,1258,0,-3726,3274,3888,-2994,-4132,2730,4340,-2530,-8,8,-12,10,40,8,-28,-24,3356,4254,-3098,-4448,2836,4620,-2568,-4780,8,-42,-10,28,8,20,-10,-6,0
1259,1259,0,-4482,2218,4666,-1932,-4770,1628,4890,-1340,-8,8,6,10,24,8,-28,10,2276,4922,-1954,-5010,1616,5152,-1312,-5208,-24,20,-44,-6,-8,-14,24,-6,0
1260,1260,0,-4954,962,5034,-702,-5102,402,5122,-52,40,24,-12,10,-8,-8,6,10,968,5288,-696,-5346,314,5354,-26,-5346,-8,-58,-10,28,24,4,-26,12,0
1261,1261,0,-5150,-218,5122,570,-5118,-920,5024,1198,8,24,22,26,24,8,6,-24,-330,5370,652,-5256,-994,5256,1252,-5126,-24,4,-26,-38,-8,20,-10,12,0
1262,1262,0,-4970,-1496,4874,1832,-4754,-2086,4682,2356,8,-8,22,10,8,8,6,10,-1592,5038,1856,-4896,-2218,4784,2440,-4612,-8,4,-26,-6,8,-14,8,-22,0
1263,1263,0,-4498,-2634,4340,2940,-4194,-3180,4020,3436,-8,24,22,-4,-24,-8,-12,-4,-2776,4438,3096,-4242,-3336,4024,3552,-3832,-8,20,-26,12,-8,-24,-10,-6,0
1264,1264,0,-3742,-3628,3552,3880,-3254,-4066,3016,4286,24,8,-12,-4,56,8,22,-4,-3800,3514,4006,-3264,-4206,3000,4372,-2746,24,4,-26,-22,-24,-14,-26,-22,0
1265,1265,0,-2734,-4382,2464,4576,-2238,-4708,1882,4816,24,-24,-28,26,24,-8,-12,10,-4572,2416,4666,-2092,-4844,1770,4938,-1482,-8,4,-10,-6,8,20,-10,28,0
1266,1266,0,-1594,-4886,1322,4966,-1002,-5046,658,5078,40,8,-28,-4,-24,8,-12,-4,-5060,1130,5094,-834,-5140,494,5174,-212,24,4,-26,-6,-40,-14,-10,12,0
1267,1267,0,-352,-5078,44,5046,308,-5062,-614,5014,8,40,-12,10,-24,-8,6,-4,-5220,-152,5190,524,-5156,-882,5094,1156,8,20,-10,12,40,4,-26,-6,0
1268,1268,0,932,-4952,-1258,4862,1578,-4724,-1856,4656,8,8,-12,-24,24,40,22,40,-5012,-1496,4938,1766,-4796,-2126,4746,2424,8,-14,-10,12,-56,-24,-10,-6,0
1269,1269,0,2184,-4446,-2440,4334,2746,-4128,-3014,3970,-8,-8,-12,40,-8,8,6,-4,-4604,-2728,4388,3026,-4206,-3262,4022,3558,-24,4,8,12,-24,-24,8,-6,0
1270,1270,0,3278,-3754,-3484,3516,3766,-3306,-3922,3052,8,-8,6,-24,8,-8,-44,-8,-3848,-3778,3568,3974,-3368,-4194,3064,4410,8,4,24,-6,-56,4,8,-6,0
1271,1271,0,4132,-2744,-4326,2500,4474,-2228,-4630,1896,-24,24,-28,10,-8,-8,-28,-4,-2792,-4566,2526,4758,-2250,-4896,1920,5004,8,4,-26,-22,-40,4,8,12,0
1272,1272,0,4778,-1654,-4886,1278,4994,-1048,-5048,666,8,40,-12,10,8,8,6,10,-1608,-5154,1332,5210,-1010,-5286,716,5340,8,-14,8,12,-40,-24,-26,12,0
1273,1273,0,5090,-392,-5152,74,5122,228,-5144,-570,8,8,22,10,-8,-8,-12,-40,-362,-5368,-10,5340,314,-5270,-624,5292,-8,4,-10,-6,-8,4,8,28,0
1274,1274,0,5090,852,-5048,-1212,5010,1492,-4902,-1820,-24,8,-12,-4,8,-8,-44,26,952,-5220,-1232,5120,1568,-5014,-1922,4906,8,4,8,28,8,-24,-10,-6,0
1275,1275,0,4762,2072,-4630,-2386,4490,2582,-4374,-2882,24,8,-12,-24,-24,-8,-12,40,2196,-4714,-2488,4606,2820,-4424,-3038,4212,24,4,8,-6,-56,4,-26,-6,0
1276,1276,0,4148,3208,-3954,-3414,3718,3664,-3516,-3880,8,24,-44,-4,40,-24,22,-40,3340,-4014,-3562,3792,3772,-3564,-4000,3280,-8,-24,-10,28,-40,4,8,12,0
1277,1277,0,3262,4050,-3014,-4270,2730,4434,-2472,-4556,24,8,-12,40,-8,8,22,-20,4202,-2996,-4372,2740,4560,-2372,-4696,2146,24,4,-10,28,8,36,-10,28,0
1278,1278,0,2200,4708,-1888,-4822,1594,4850,-1274,-4980,-24,24,-12,-4,24,-8,6,-4,4816,-1776,-4944,1516,5064,-1178,-5136,820,-40,-74,-26,28,8,-14,-26,12,0
1279,1279,0,948,5028,-630,-5060,340,5092,28,-5092,-8,-40,6,-40,8,-8,6,26,5176,-524,-5200,176,5208,198,-5216,-474,-8,-14,8,28,-24,-24,-26,-22,0
1280,1280,0,-288,5044,610,-5044,-970,4934,1274,-4852,-8,8,-12,-4,24,24,6,26,5160,780,-5136,-1154,5032,1496,-4976,-1798,-24,4,-26,12,8,-24,-10,-6,0
1281,1281,0,-1578,4740,1858,-4572,-2190,4464,2464,-4302,-24,24,-12,10,8,8,-12,10,4832,2098,-4728,-2414,4576,2678,-4388,-2960,-8,20,-10,-6,-8,54,-26,-22,0
1282,1282,0,-2702,4176,2952,-3928,-3278,3744,3488,-3478,8,-8,-44,-4,8,-8,-12,10,4218,3246,-4000,-3494,3804,3744,-3594,-4028,-8,-14,24,-6,-40,-24,-44,12,0
1283,1283,0,-3694,3258,3948,-3026,-4132,2730,4340,-2530,24,8,22,10,8,8,-12,10,3356,4270,-3114,-4416,2852,4652,-2584,-4764,-24,-42,-10,-6,-8,-14,-26,12,0
1284,1284,0,-4514,2234,4650,-1916,-4794,1628,4890,-1308,24,-8,-12,10,-8,24,6,-4,2228,4906,-1970,-5044,1632,5136,-1280,-5224,40,-58,-26,-6,8,20,-26,-6,0
1285,1285,0,-4954,978,5018,-686,-5118,386,5074,-52,-24,8,-12,10,8,-8,22,-4,1000,5320,-696,-5364,314,5354,-42,-5346,24,-14,-26,28,8,-24,24,-6,0
1286,1286,0,-5166,-218,5106,570,-5102,-904,5024,1198,24,-24,-28,40,24,-8,-44,10,-330,5354,620,-5256,-930,5272,1284,-5142,8,20,-10,-6,24,-24,-10,28,0
1287,1287,0,-5002,-1480,4906,1832,-4738,-2070,4650,2372,-8,8,6,-4,24,8,-28,10,-1576,5054,1850,-4928,-2218,4768,2488,-4612,-56,4,-26,-6,-24,-14,8,28,0
1288,1288,0,-4482,-2586,4340,2956,-4132,-3148,3980,3436,-8,8,-12,10,-24,-8,22,-24,-2760,4456,3048,-4242,-3320,4006,3552,-3792,24,-14,-10,-38,-8,20,8,12,0
1289,1289,0,-3758,-3628,3512,3938,-3294,-4098,3000,4256,24,24,22,26,8,8,-12,-20,-3816,3514,4006,-3312,-4206,2982,4388,-2746,40,-14,-10,12,-56,-14,-10,-22,0
1290,1290,0,-2790,-4382,2496,4576,-2190,-4692,1898,4800,8,40,-12,10,-24,-8,-12,26,-4524,2398,4682,-2126,-4796,1802,4922,-1498,-8,4,-26,12,8,-42,24,12,0
1291,1291,0,-1594,-4902,1306,4998,-1002,-5046,642,5078,8,-40,-12,26,-8,-8,-12,-24,-5044,1146,5126,-818,-5172,494,5190,-180,8,-8,-26,-6,-24,-14,8,-6,0
1292,1292,0,-336,-5062,12,5078,324,-5030,-614,5014,8,8,-12,-8,-8,-8,-12,-4,-5236,-168,5238,474,-5172,-840,5142,1122,-8,4,-26,-6,8,4,-10,-22,0
1293,1293,0,916,-4968,-1258,4878,1578,-4724,-1888,4624,8,-8,-12,10,-8,8,6,26,-5028,-1496,4970,1734,-4844,-2158,4714,2442,-8,4,8,-22,40,-14,-44,-6,0
1294,1294,0,2184,-4476,-2424,4334,2730,-4160,-3014,3984,24,-24,-12,40,24,-24,6,-4,-4572,-2728,4436,2960,-4222,-3262,4054,3510,-72,-14,8,-6,-24,-42,8,-6,0
1295,1295,0,3278,-3740,-3500,3546,3750,-3290,-3938,3052,8,8,6,-4,24,-8,22,-24,-3800,-3746,3632,4006,-3320,-4210,3112,4394,8,-8,-26,-6,8,-42,-44,-6,0
1296,1296,0,4164,-2760,-4342,2484,4490,-2244,-4630,1944,8,-8,6,10,-8,8,22,10,-2792,-4600,2510,4742,-2234,-4896,1952,5020,-24,20,-10,28,8,20,8,12,0
1297,1297,0,4730,-1654,-4886,1342,4994,-1048,-5014,714,8,-8,22,10,8,-8,-12,-20,-1608,-5096,1300,5218,-1026,-5270,716,5308,24,20,-10,28,8,4,24,12,0
1298,1298,0,5106,-360,-5152,90,5138,212,-5128,-556,8,8,6,10,8,24,-12,10,-314,-5384,36,5324,266,-5352,-640,5276,-8,-42,-26,-6,-24,20,-10,12,0
1299,1299,0,5090,836,-5048,-1228,4946,1476,-4902,-1820,-8,24,-28,10,24,24,6,40,968,-5236,-1248,5102,1584,-4998,-1874,4890,-8,-24,8,-6,-56,-24,-26,-6,0
1300,1300,0,4778,2056,-4646,-2386,4474,2668,-4374,-2914,-8,-24,22,-4,-8,8,-12,26,2196,-4714,-2424,4624,2820,-4392,-3006,4230,8,-24,-26,12,-8,20,24,28,0
1301,1301,0,4132,3078,-3986,-3430,3734,3648,-3500,-3880,-8,-8,-12,10,-8,-24,-12,-24,3308,-4030,-3530,3792,3772,-3510,-4000,3296,24,-14,-10,-6,-56,-42,-26,12,0
1302,1302,0,3262,4066,-3046,-4198,2778,4418,-2504,-4556,8,22,-12,10,8,6,-28,10,4202,-2946,-4372,2758,4560,-2372,-4680,2162,-24,-14,-10,-6,8,-42,-10,12,0
1303,1303,0,2216,4670,-1904,-4790,1594,4882,-1290,-4948,24,-26,6,-4,8,-58,6,-4,4832,-1808,-4928,1516,5048,-1210,-5136,820,-72,4,-26,-6,-40,-42,-26,12,0
1304,1304,0,948,5028,-646,-5044,340,5060,-22,-5060,24,6,-12,10,24,6,-28,10,5176,-506,-5216,142,5208,166,-5200,-492,8,-24,8,28,-56,20,-26,-6,0
1305,1305,0,-304,5044,594,-4980,-970,4982,1274,-4836,24,-10,6,-4,8,38,6,-20,5160,796,-5136,-1170,5080,1446,-4960,-1814,-56,-58,-26,-6,-56,4,-10,12,0
1306,1306,0,-1578,4740,1842,-4572,-2222,4480,2448,-4302,-8,6,-12,-24,8,-10,-28,26,4832,2082,-4696,-2448,4576,2702,-4372,-2960,8,-24,-26,-6,8,-24,24,-22,0
1307,1307,0,-2718,4144,2952,-3928,-3278,3758,3472,-3462,24,6,6,10,24,22,-28,-20,4234,3312,-4032,-3494,3866,3804,-3594,-3962,40,20,-10,-6,-8,-42,8,-22,0
1308,1308,0,-3694,3258,3964,-3026,-4132,2778,4340,-2482,-8,22,22,-24,24,-10,-12,10,3356,4238,-3114,-4416,2852,4620,-2536,-4764,-8,-24,-10,-6,-40,-24,-10,-6,0
1309,1309,0,-4498,2234,4650,-1916,-4770,1676,4890,-1356,24,-10,-44,-4,-8,6,-12,-4,2244,4922,-1938,-5010,1632,5136,-1328,-5208,-24,-24,-26,-6,-8,-14,-26,-6,0
1310,1310,0,-4970,978,5018,-702,-5118,386,5106,-36,24,6,-12,-4,8,6,6,10,1016,5304,-728,-5364,362,5370,-42,-5306,-24,-24,-26,12,8,4,-26,12,0
1311,1311,0,-5150,-266,5122,618,-5134,-936,5024,1214,8,-26,6,10,-24,6,6,10,-330,5338,636,-5306,-946,5256,1204,-5158,-24,4,8,28,-24,4,24,-6,0
1312,1312,0,-4954,-1480,4874,1816,-4794,-2070,4682,2372,8,6,6,10,24,-26,-44,10,-1576,5038,1834,-4928,-2170,4752,2456,-4612,8,-24,42,12,-8,-58,-10,-6,0
1313,1313,0,-4482,-2618,4340,2956,-4132,-3180,3964,3420,-24,22,-12,10,-8,-26,-12,-24,-2744,4472,3064,-4226,-3336,4040,3536,-3776,24,-24,8,12,8,20,-10,-6,0
1314,1314,0,-3758,-3596,3512,3896,-3294,-4066,3032,4270,-8,-10,-12,26,-24,-10,6,10,-3784,3514,3968,-3264,-4174,3000,4356,-2746,-40,-14,-10,-6,-56,-42,-10,-22,0
1315,1315,0,-2750,-4398,2496,4576,-2190,-4692,1898,4816,8,6,6,10,8,6,-12,10,-4556,2416,4666,-2168,-4828,1786,4906,-1498,-8,-24,-26,-22,8,4,-10,-22,0
1316,1316,0,-1626,-4870,1274,4998,-1002,-5046,658,5062,24,-10,6,-4,-8,-10,-12,10,-5028,1162,5110,-866,-5156,462,5206,-228,-24,-14,8,-22,-24,4,-10,-22,0
1317,1317,0,-352,-5094,28,5062,308,-5046,-630,5030,24,6,6,10,24,-10,-28,-4,-5188,-184,5190,474,-5172,-802,5142,1156,24,-42,-10,12,40,-42,8,-22,0
1318,1318,0,932,-4918,-1258,4862,1578,-4708,-1888,4624,24,-26,-12,-24,8,6,-28,10,-5028,-1528,4938,1734,-4828,-2108,4698,2408,-8,4,8,28,-8,4,8,-22,0
1319,1319,0,2200,-4476,-2424,4318,2714,-4160,-3030,3970,-24,6,-12,40,-8,22,-12,10,-4588,-2694,4420,3026,-4222,-3262,4054,3510,-56,-42,58,-6,-56,4,-44,-6,0
1320,1320,0,3246,-3724,-3484,3516,3750,-3306,-3922,3036,-8,-10,-28,10,-8,-10,-12,10,-3816,-3762,3632,3990,-3352,-4194,3112,4410,-8,-14,-10,-6,-8,-14,-10,12,0
1321,1321,0,4132,-2796,-4342,2516,4474,-2212,-4614,1960,24,6,-12,-4,24,22,6,-4,-2840,-4550,2510,4742,-2250,-4878,1952,5020,24,36,-44,-22,56,4,-10,-6,0
1322,1322,0,4746,-1654,-4886,1310,4978,-1048,-5048,714,-8,-26,6,26,-8,-26,6,-4,-1624,-5170,1348,5226,-994,-5302,716,5308,-24,20,-26,-38,-40,4,-10,-6,0
1323,1323,0,5090,-360,-5152,90,5106,244,-5168,-570,8,6,-12,-24,8,22,6,10,-378,-5384,52,5324,298,-5336,-608,5292,8,4,-10,-6,24,-14,76,-22,0
1324,1324,0,5106,852,-5080,-1196,4962,1492,-4918,-1788,8,-10,-12,-4,24,-26,6,10,968,-5236,-1232,5120,1568,-5030,-1874,4938,8,-74,-10,-6,-24,-42,8,-22,0
1325,1325,0,4778,2040,-4646,-2386,4506,2636,-4358,-2914,-24,-26,6,-24,24,-10,-12,10,2196,-4714,-2472,4590,2820,-4440,-3006,4230,-40,-8,-10,12,24,-42,-44,12,0
1326,1326,0,4164,3144,-3938,-3430,3718,3632,-3516,-3864,8,-10,6,-8,24,-10,6,26,3324,-4030,-3546,3810,3804,-3548,-3984,3312,8,4,-44,-22,-72,-14,-26,28,0
1327,1327,0,3294,4050,-3014,-4240,2762,4402,-2504,-4526,24,-24,22,10,8,-8,-12,10,4186,-3044,-4388,2758,4544,-2438,-4712,2162,-8,20,-10,12,-40,4,-10,12,0
1328,1328,0,2232,4654,-1872,-4784,1626,4882,-1274,-4980,8,8,-12,10,-8,-8,-12,10,4816,-1842,-4960,1500,5048,-1178,-5104,820,-56,-42,-10,12,-40,20,8,-6,0
1329,1329,0,964,5044,-646,-5028,324,5060,-6,-5076,8,-8,22,10,8,8,22,10,5128,-490,-5200,176,5224,96,-5184,-474,-40,-42,-26,-6,-40,20,-26,-6,0
1330,1330,0,-320,5076,610,-4964,-970,4966,1258,-4836,8,-8,-12,26,8,-8,-12,-24,5208,846,-5136,-1186,5048,1446,-4976,-1798,-24,20,-10,-6,-72,-24,-44,-6,0
1331,1331,0,-1594,4756,1842,-4588,-2206,4464,2432,-4286,8,-8,6,26,24,-24,6,10,4832,2098,-4696,-2382,4560,2702,-4420,-2944,-24,36,-10,12,-8,4,8,-6,0
1332,1332,0,-2702,4176,2968,-3928,-3262,3728,3480,-3526,-24,-40,-28,10,-8,-56,-12,-4,4218,3246,-4016,-3510,3836,3744,-3578,-4012,-40,4,-10,-6,-120,-24,-26,-6,0
1333,1333,0,-3710,3274,3932,-3042,-4148,2746,4372,-2482,-24,-24,-12,-4,24,8,-12,10,3340,4270,-3066,-4416,2820,4652,-2536,-4764,-8,4,-10,-6,-24,-42,-10,-22,0
1334,1334,0,-4482,2218,4634,-1916,-4738,1644,4906,-1340,-8,8,-44,-20,8,8,-28,10,2260,4954,-1954,-5044,1600,5136,-1312,-5224,-24,-42,8,-6,-8,20,-26,12,0
1335,1335,0,-4954,1010,5024,-702,-5118,386,5090,-52,24,-8,6,-4,8,-8,6,-24,984,5288,-696,-5290,298,5354,-26,-5364,-8,-42,-10,-6,24,-24,-44,28,0
1336,1336,0,-5150,-186,5138,586,-5102,-890,5040,1182,24,8,-44,-4,8,-8,-12,-4,-314,5370,620,-5306,-946,5186,1252,-5126,-24,20,-26,-6,40,20,-10,-6,0
1337,1337,0,-4954,-1512,4890,1816,-4770,-2038,4666,2388,8,8,22,-40,-8,8,-12,-4,-1560,5054,1850,-4912,-2218,4768,2440,-4596,-24,20,-10,-6,8,4,24,28,0
1338,1338,0,-4530,-2634,4356,2940,-4148,-3116,3964,3436,24,8,6,-4,-8,8,6,-4,-2728,4438,3064,-4242,-3352,4040,3552,-3832,-72,36,24,-22,-8,4,24,12,0
1339,1339,0,-3742,-3596,3576,3864,-3310,-3996,3016,4256,8,-8,-12,10,24,-24,22,40,-3768,3496,3968,-3264,-4222,3032,4356,-2730,-40,4,-10,-6,8,-42,-44,28,0
1340,1340,0,-2758,-4398,2464,4560,-2206,-4692,1914,4800,24,-24,6,-4,24,8,38,-20,-4556,2398,4682,-2126,-4828,1802,4954,-1530,-24,4,-10,-6,-40,-24,24,12,0
1341,1341,0,-1610,-4902,1322,4998,-1002,-5062,626,5062,8,8,22,10,24,-8,-28,40,-5060,1162,5110,-882,-5140,462,5206,-180,8,-24,-10,-38,-40,4,-26,-6,0
1342,1342,0,-384,-5110,28,5078,324,-5030,-598,5014,8,-8,6,-4,-24,8,-28,-4,-5188,-200,5206,492,-5172,-802,5094,1156,-8,4,-10,-22,24,-14,-26,-6,0
1343,1343,0,948,-4968,-1242,4846,1562,-4740,-1856,4640,24,-24,-12,10,-8,-8,6,-4,-5060,-1512,4954,1766,-4812,-2108,4714,2408,-56,4,-26,-6,-8,4,-10,12,0
1344,1344,0,2148,-4492,-2456,4334,2714,-4160,-2998,3954,-8,8,22,-4,24,8,22,26,-4588,-2728,4436,3010,-4206,-3278,4054,3542,-40,4,-26,-6,40,20,8,12,0
1345,1345,0,3262,-3724,-3500,3516,3718,-3290,-3922,3036,8,-8,22,10,24,-8,-12,10,-3816,-3778,3616,3956,-3368,-4194,3112,4410,8,4,-10,-22,-56,-24,-44,-22,0
1346,1346,0,4148,-2744,-4326,2484,4522,-2260,-4630,1960,8,-24,22,-4,8,-8,-28,10,-2808,-4600,2558,4710,-2218,-4912,1952,5004,-24,-24,8,-6,-24,4,-10,-6,0
1347,1347,0,4730,-1670,-4886,1326,4978,-1048,-5048,714,-8,8,6,-8,24,8,22,10,-1624,-5080,1332,5184,-1026,-5286,716,5308,40,4,24,-6,8,-24,-10,-6,0
1348,1348,0,5122,-360,-5128,74,5122,228,-5128,-556,40,24,-12,-4,24,-8,-28,-4,-394,-5368,20,5340,298,-5336,-608,5292,-8,4,-26,-6,24,4,-10,12,0
1349,1349,0,5090,852,-5080,-1228,4978,1476,-4902,-1820,-8,8,6,10,8,8,-12,-8,920,-5220,-1216,5120,1536,-4966,-1890,4938,-8,20,-26,12,-8,-24,8,28,0
1350,1350,0,4762,2056,-4646,-2386,4506,2598,-4358,-2898,8,8,-28,10,-8,-8,-12,10,2212,-4714,-2472,4574,2804,-4374,-3050,4278,-24,4,-10,-22,-8,4,-26,-6,0
1351,1351,0,4132,3160,-3938,-3400,3734,3632,-3516,-3832,-8,8,6,-4,-8,-8,22,10,3324,-3976,-3546,3760,3772,-3582,-3984,3280,-72,20,-26,-6,-72,-24,-10,-6,0
1352,1352,0,3294,4034,-3078,-4240,2778,4402,-2488,-4556,8,8,-12,10,24,-8,22,-4,4186,-2978,-4324,2724,4544,-2454,-4728,2162,-24,4,8,12,-24,-24,-10,-6,0
1353,1353,0,2212,4670,-1936,-4774,1610,4866,-1306,-4932,8,40,6,10,8,-24,-12,-20,4816,-1792,-5008,1500,5032,-1210,-5088,836,8,20,-26,-6,-88,-14,8,-6,0
1354,1354,0,948,5044,-678,-5060,356,5060,-22,-5060,-8,8,6,-4,8,24,6,10,5176,-506,-5184,176,5192,182,-5184,-528,-8,4,24,-6,-24,-14,-26,12,0
1355,1355,0,-320,5044,610,-4996,-954,4966,1306,-4806,8,8,6,-4,-8,-8,-12,-4,5128,748,-5136,-1154,5064,1464,-4976,-1814,-8,-24,8,-22,-56,4,8,12,0
1356,1356,0,-1594,4724,1882,-4624,-2190,4480,2432,-4302,40,-24,22,40,-8,24,-44,10,4872,2098,-4744,-2398,4560,2702,-4404,-2976,8,-14,-44,-6,-88,-24,8,-6,0
1357,1357,0,-2718,4112,2968,-3944,-3278,3774,3456,-3510,24,-24,22,10,8,8,-12,-24,4234,3262,-4016,-3510,3804,3728,-3610,-4012,-40,-24,8,12,-40,4,8,-6,0
1358,1358,0,-3710,3274,3916,-3026,-4116,2762,4340,-2498,-24,-8,-12,10,-24,24,-12,-4,3388,4254,-3098,-4400,2820,4620,-2520,-4744,-40,-58,-10,-22,40,4,-10,-6,0
1359,1359,0,-4514,2218,4666,-1916,-4754,1644,4874,-1340,-8,-8,-12,10,8,24,-12,-4,2260,4938,-1938,-5028,1648,5120,-1280,-5192,8,4,-10,28,-24,20,24,-22,0
1360,1360,0,-4970,994,5024,-686,-5070,402,5138,-20,24,-8,6,-4,8,-24,-12,-4,984,5320,-712,-5306,362,5338,-58,-5364,-40,-24,-10,12,24,-24,8,12,0
1361,1361,0,-5166,-218,5106,540,-5134,-920,5058,1198,-8,-8,6,10,24,8,6,10,-330,5320,620,-5256,-914,5186,1236,-5158,-24,20,-26,-38,-40,-24,-26,-22,0
