Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/adc_en_vio_3
3553,3553,0,-13398,-6186,1200,8578,15026,20232,23380,24554,18,-10,-24,-4,-14,-10,26,-20,1
3554,3554,0,23298,19864,14494,7294,-742,-8992,-15926,-21278,-46,8,10,-20,34,8,26,-4,1
3555,3555,0,-24310,-24892,-23116,-19114,-13414,-6218,1232,8578,-14,24,-8,14,-30,8,-24,-4,1
3556,3556,0,15106,20300,23396,24506,23346,19880,14494,7278,18,8,26,-4,2,-42,-8,-36,1
3557,3557,0,-758,-9008,-15910,-21262,-24262,-24908,-23164,-19114,-14,8,-8,30,34,-10,10,-4,1
3558,3558,0,-13430,-6250,1216,8578,15106,20280,23380,24458,-30,-26,10,-36,-14,-26,-24,-20,1
3559,3559,0,23378,19880,14510,7294,-726,-9008,-15938,-21166,18,-10,10,14,-30,24,26,-20,1
3560,3560,0,-24246,-24908,-23116,-19162,-13430,-6218,1200,8594,2,8,10,-4,2,24,26,14,1
3561,3561,0,15042,20216,23428,24474,23378,19880,14510,7294,18,32,-8,-20,34,-10,26,30,1
3562,3562,0,-758,-8992,-15894,-21246,-24326,-24876,-23180,-19130,-14,-26,10,30,2,8,10,14,1
3563,3563,0,-13430,-6218,1216,8562,15042,20248,23380,24522,-14,8,10,-4,-14,-10,10,-4,1
3564,3564,0,23362,19832,14542,7342,-726,-9040,-15878,-21246,18,-10,26,-4,-30,-10,-24,14,1
3565,3565,0,-24326,-24924,-23148,-19114,-13446,-6186,1200,8594,2,-10,-24,-4,2,-26,-8,14,1
3566,3566,0,15090,20264,23412,24474,23266,19848,14510,7326,18,8,10,14,-14,24,-24,30,1
3567,3567,0,-742,-9040,-15894,-21246,-24310,-24924,-23148,-19178,2,8,26,30,-14,-10,-24,-20,1
3568,3568,0,-13446,-6266,1248,8546,15058,20216,23412,24522,2,-26,10,14,18,-10,10,-4,1
3569,3569,0,23330,19774,14510,7358,-758,-9008,-15910,-21262,2,-10,10,-20,34,-42,10,-4,1
3570,3570,0,-24310,-24908,-23180,-19114,-13430,-6218,1216,8578,-30,48,10,-4,-14,-42,10,-4,1
3571,3571,0,15042,20248,23412,24506,23346,19864,14430,7326,18,-10,10,-36,-14,-10,10,-4,1
3572,3572,0,-742,-9056,-15938,-21230,-24358,-24892,-23116,-19114,18,-10,42,-4,-14,8,10,14,1
3573,3573,0,-13430,-6266,1216,8562,15042,20248,23380,24506,-30,8,10,30,2,-10,-24,-20,1
3574,3574,0,23394,19832,14446,7326,-774,-9040,-15910,-21278,-30,-26,26,-4,2,24,-24,30,1
3575,3575,0,-24326,-24924,-23100,-19194,-13398,-6234,1216,8578,-14,24,26,-4,2,-10,-8,-20,1
3576,3576,0,15026,20248,23444,24554,23298,19816,14478,7326,-14,24,-24,14,18,8,26,-20,1
3577,3577,0,-774,-9024,-15910,-21246,-24342,-24892,-23148,-19114,-14,-10,10,-4,-14,-26,10,14,1
3578,3578,0,-13414,-6234,1248,8594,15058,20232,23364,24538,-46,24,10,-4,34,8,26,-4,1
3579,3579,0,23410,19848,14478,7278,-742,-8976,-15910,-21246,2,-10,26,-4,-46,8,26,30,1
3580,3580,0,-24326,-24892,-23180,-19082,-13398,-6186,1232,8610,2,-10,10,-4,-30,-10,-24,-20,1
3581,3581,0,15058,20248,23412,24458,23330,19880,14542,7342,-14,-10,-8,-4,18,8,10,30,1
3582,3582,0,-758,-8976,-15894,-21262,-24342,-24956,-23180,-19066,-14,8,26,14,-14,8,-24,-4,1
3583,3583,0,-13398,-6138,1200,8610,15090,20216,23412,24506,2,8,26,30,2,8,-24,30,1
3584,3584,0,23362,19880,14462,7262,-726,-9040,-15926,-21310,2,8,-8,-4,2,-10,-24,14,1
3585,3585,0,-24326,-24860,-23148,-19146,-13382,-6202,1168,8578,2,-10,-24,-4,18,-10,26,-4,1
3586,3586,0,15074,20280,23396,24490,23362,19832,14510,7294,2,8,-24,-4,2,8,-24,30,1
3587,3587,0,-742,-8976,-15818,-21278,-24294,-24892,-23164,-19146,-14,-10,10,-20,2,-26,-8,-20,1
3588,3588,0,-13414,-6218,1280,8594,15090,20248,23444,24570,-30,-10,26,-4,18,8,-8,-4,1
3589,3589,0,23362,19880,14494,7310,-774,-9088,-15910,-21246,2,24,-8,14,-30,24,-8,-20,1
3590,3590,0,-24246,-24892,-23132,-19146,-13382,-6186,1248,8594,-30,8,-24,-4,18,8,-24,14,1
3591,3591,0,15074,20232,23396,24474,23330,19832,14510,7326,-46,-10,10,-4,18,8,10,-4,1
3592,3592,0,-710,-9040,-15926,-21230,-24294,-24876,-23132,-19194,34,-10,10,-4,-14,8,-24,-20,1
3593,3593,0,-13366,-6218,1248,8578,15122,20248,23396,24506,-14,8,-8,-4,2,32,-24,30,1
3594,3594,0,23394,19848,14510,7326,-774,-9024,-15894,-21246,-14,-10,26,-20,18,-26,10,-4,1
3595,3595,0,-24326,-24860,-23116,-19098,-13414,-6186,1200,8626,2,-10,26,-20,2,8,26,-4,1
3596,3596,0,15090,20232,23396,24554,23346,19880,14510,7294,34,-26,-8,30,34,-10,10,-4,1
3597,3597,0,-726,-9008,-15878,-21246,-24310,-24844,-23068,-19178,2,-10,-24,14,2,8,10,14,1
3598,3598,0,-13446,-6202,1248,8626,15106,20264,23412,24538,2,-26,10,-20,18,8,-24,14,1
3599,3599,0,23330,19848,14494,7342,-742,-8960,-15862,-21198,2,8,10,-36,18,-10,-8,-20,1
3600,3600,0,-24342,-24924,-23116,-19162,-13398,-6170,1280,8578,2,-26,10,-4,-14,24,-8,-4,1
3601,3601,0,15058,20284,23412,24506,23394,19774,14462,7246,18,8,-24,14,2,8,-8,-4,1
3602,3602,0,-710,-8928,-15878,-21214,-24342,-24844,-23100,-19146,2,-26,10,14,2,8,-8,-4,1
3603,3603,0,-13446,-6202,1248,8594,15058,20248,23380,24474,18,-10,-8,30,34,-10,26,14,1
3604,3604,0,23346,19880,14446,7294,-758,-8992,-15926,-21214,34,48,-8,-4,2,8,-24,-20,1
3605,3605,0,-24342,-24892,-23148,-19098,-13430,-6202,1232,8626,2,8,-8,-20,2,8,10,-20,1
3606,3606,0,15090,20264,23380,24554,23314,19832,14422,7262,-30,8,-8,-20,2,-10,-8,14,1
3607,3607,0,-758,-8992,-15954,-21230,-24342,-24876,-23164,-19146,2,-10,26,30,2,8,-24,-20,1
3608,3608,0,-13414,-6218,1216,8578,15042,20280,23380,24506,-30,24,42,-20,-30,-10,-24,-4,1
3609,3609,0,23314,19832,14422,7294,-758,-8992,-15894,-21246,2,-10,10,-4,-14,-26,-40,-4,1
3610,3610,0,-24278,-24908,-23132,-19146,-13446,-6202,1200,8626,18,-10,-24,-4,2,-10,10,46,1
3611,3611,0,15090,20232,23476,24554,23330,19880,14510,7294,18,-26,10,-4,18,-10,10,-4,1
3612,3612,0,-726,-9024,-15926,-21230,-24342,-24908,-23164,-19146,34,-42,10,46,18,-26,-40,-4,1
3613,3613,0,-13398,-6186,1232,8626,15122,20232,23428,24474,2,-10,10,-4,2,-26,-8,-4,1
3614,3614,0,23378,19816,14478,7262,-774,-9040,-15910,-21278,2,8,-24,-4,2,-10,10,-4,1
3615,3615,0,-24294,-24908,-23116,-19098,-13414,-6138,1248,8610,-14,8,10,30,2,8,42,-20,1
3616,3616,0,15090,20232,23396,24538,23346,19758,14446,7342,-14,-10,42,-20,-30,-10,-8,-20,1
3617,3617,0,-710,-8976,-15910,-21230,-24310,-24892,-23132,-19146,-30,-10,-24,14,18,8,-8,-4,1
3618,3618,0,-13382,-6186,1248,8578,15074,20264,23364,24522,34,24,-24,14,18,24,26,-4,1
3619,3619,0,23346,19832,14462,7310,-758,-9008,-15878,-21198,2,8,-8,-4,2,8,-24,-4,1
3620,3620,0,-24310,-24876,-23100,-19162,-13414,-6218,1264,8594,-46,24,10,-4,2,-10,26,-36,1
3621,3621,0,15058,20200,23380,24538,23330,19816,14462,7262,18,8,-24,-20,-14,8,10,-4,1
3622,3622,0,-742,-9056,-15894,-21230,-24310,-24892,-23084,-19178,18,-26,26,14,18,8,-8,-4,1
3623,3623,0,-13430,-6170,1216,8642,15074,20264,23364,24522,18,8,26,14,18,-26,-24,-36,1
3624,3624,0,23314,19848,14478,7326,-806,-9072,-15894,-21294,-30,-26,10,-4,18,-26,10,-4,1
3625,3625,0,-24294,-24892,-23148,-19146,-13398,-6218,1216,8626,34,-10,10,-4,-30,8,10,30,1
3626,3626,0,15106,20300,23380,24490,23362,19832,14494,7326,-14,-26,-40,14,18,32,-8,-20,1
3627,3627,0,-774,-8992,-15922,-21246,-24310,-24876,-23116,-19146,-14,32,-8,14,-14,-10,26,-20,1
3628,3628,0,-13414,-6138,1264,8658,15058,20264,23412,24538,18,32,10,-20,2,-10,42,-4,1
3629,3629,0,23394,19832,14430,7262,-710,-9008,-15958,-21246,-14,-10,-24,-4,-14,-10,10,-20,1
3630,3630,0,-24310,-24892,-23132,-19162,-13366,-6202,1248,8578,2,-10,-40,14,2,8,10,-4,1
3631,3631,0,15074,20316,23396,24458,23330,19848,14494,7262,18,8,10,-4,-30,8,-8,30,1
3632,3632,0,-694,-9024,-15954,-21262,-24342,-24844,-23148,-19098,2,-10,-24,-4,-46,8,-8,-4,1
3633,3633,0,-13382,-6170,1248,8578,15042,20232,23444,24538,34,24,-8,14,2,8,-24,30,1
3634,3634,0,23362,19832,14446,7262,-758,-9024,-15862,-21230,18,-26,-8,30,2,24,-8,-4,1
3635,3635,0,-24326,-24924,-23148,-19114,-13366,-6154,1248,8658,2,48,-24,-4,2,8,10,14,1
3636,3636,0,15138,20296,23396,24522,23346,19816,14462,7294,2,-10,10,-4,18,-10,-8,-4,1
3637,3637,0,-742,-8960,-15878,-21310,-24326,-24908,-23116,-19212,-30,8,10,-20,-30,-10,10,-36,1
3638,3638,0,-13398,-6186,1232,8610,15106,20264,23428,24522,18,-26,10,-20,2,8,10,14,1
3639,3639,0,23330,19832,14494,7262,-774,-9024,-15910,-21278,2,8,42,-4,2,-10,-8,-4,1
3640,3640,0,-24326,-24876,-23100,-19130,-13430,-6202,1264,8626,-46,-10,-8,-20,2,8,-24,14,1
3641,3641,0,15122,20284,23396,24506,23346,19800,14446,7294,2,-10,26,30,-14,-26,26,-20,1
3642,3642,0,-742,-9008,-15894,-21246,-24310,-24940,-23116,-19114,18,-10,10,-20,2,-26,10,-4,1
3643,3643,0,-13414,-6202,1216,8594,15042,20332,23412,24538,-30,8,10,14,18,-26,10,14,1
3644,3644,0,23346,19816,14414,7262,-790,-9040,-15972,-21278,2,8,10,-4,-14,64,10,14,1
3645,3645,0,-24310,-24924,-23164,-19162,-13414,-6186,1264,8594,2,-10,26,14,-30,8,26,-4,1
3646,3646,0,15074,20248,23412,24506,23282,19816,14430,7246,2,-10,10,-4,2,24,-8,14,1
3647,3647,0,-758,-9056,-15922,-21246,-24310,-24876,-23180,-19114,2,8,10,30,2,24,-24,14,1
3648,3648,0,-13430,-6170,1216,8626,15026,20232,23412,24522,2,8,10,14,2,-10,26,-4,1
3649,3649,0,23362,19864,14478,7246,-758,-9040,-15938,-21262,-46,-10,10,-4,18,-10,10,-36,1
3650,3650,0,-24358,-24924,-23100,-19146,-13414,-6202,1248,8594,2,24,26,30,2,-10,26,14,1
3651,3651,0,15090,20280,23428,24490,23298,19864,14462,7262,2,-10,26,-20,2,-10,26,-4,1
3652,3652,0,-774,-9040,-15972,-21262,-24326,-24812,-23148,-19178,34,-26,-8,-20,2,8,-8,-4,1
3653,3653,0,-13382,-6170,1232,8626,15090,20300,23348,24522,-30,-10,10,30,-14,8,26,14,1
3654,3654,0,23346,19880,14494,7294,-774,-9040,-15926,-21246,2,-10,-24,-36,-14,8,10,-4,1
3655,3655,0,-24310,-24860,-23180,-19162,-13398,-6202,1232,8642,2,40,-24,30,-30,-10,10,14,1
3656,3656,0,15106,20280,23380,24538,23330,19896,14462,7294,-30,8,-24,30,-14,-26,-8,-20,1
3657,3657,0,-774,-9024,-15926,-21294,-24310,-24908,-23132,-19130,-14,8,10,-4,-14,8,26,30,1
3658,3658,0,-13414,-6170,1232,8658,15106,20232,23332,24522,-30,-10,10,30,-46,-26,-8,-4,1
3659,3659,0,23378,19864,14390,7262,-806,-9040,-15938,-21294,-30,24,-24,30,18,48,42,-4,1
3660,3660,0,-24310,-24940,-23180,-19162,-13414,-6154,1264,8610,2,32,26,14,-46,48,10,-4,1
3661,3661,0,15058,20248,23380,24506,23314,19816,14462,7278,2,-10,-24,-4,2,24,-24,-20,1
3662,3662,0,-774,-9040,-15938,-21262,-24374,-24892,-23116,-19146,-14,8,10,-20,-46,-10,10,-20,1
3663,3663,0,-13430,-6202,1200,8642,15042,20248,23364,24506,2,8,-24,-4,18,-26,-24,30,1
3664,3664,0,23314,19864,14406,7278,-758,-9040,-15972,-21246,2,-10,10,-4,-14,24,-24,14,1
3665,3665,0,-24326,-24924,-23116,-19146,-13414,-6186,1152,8610,2,32,-24,-4,-30,-10,42,-4,1
3666,3666,0,15106,20232,23364,24490,23298,19832,14478,7278,2,-10,10,-4,18,8,-8,-36,1
3667,3667,0,-790,-9072,-15926,-21278,-24278,-24860,-23116,-19150,18,24,-8,-4,2,-10,10,-4,1
3668,3668,0,-13414,-6170,1264,8658,14978,20200,23412,24522,-30,8,10,-4,34,8,-8,-4,1
3669,3669,0,23298,19816,14406,7230,-822,-9056,-15954,-21198,-14,24,42,-20,-30,48,10,-4,1
3670,3670,0,-24342,-24908,-23116,-19130,-13414,-6154,1232,8610,-14,8,10,14,-30,8,10,14,1
3671,3671,0,15026,20280,23380,24522,23330,19832,14462,7278,2,8,-8,30,-46,-10,-8,14,1
3672,3672,0,-790,-9040,-15910,-21246,-24358,-24876,-23164,-19114,2,-26,-56,-36,2,48,42,30,1
3673,3673,0,-13366,-6138,1200,8610,15106,20248,23380,24538,2,-42,-24,-20,18,-10,10,14,1
3674,3674,0,23346,19832,14446,7278,-758,-9008,-15910,-21278,-30,-58,10,30,18,24,10,-4,1
3675,3675,0,-24374,-24876,-23116,-19146,-13446,-6186,1216,8610,-46,-10,-8,-36,2,8,26,-20,1
3676,3676,0,15138,20316,23412,24506,23298,19864,14446,7262,34,-26,10,-20,-14,-26,10,-4,1
3677,3677,0,-774,-9056,-15938,-21198,-24294,-24828,-23100,-19146,2,-26,-8,-4,2,-26,-40,-4,1
3678,3678,0,-13430,-6170,1264,8610,15074,20232,23396,24522,2,-42,26,30,2,-26,-8,30,1
3679,3679,0,23330,19816,14462,7262,-790,-9104,-15938,-21278,-14,-10,-8,-20,18,-26,10,14,1
3680,3680,0,-24358,-24876,-23116,-19178,-13462,-6154,1232,8610,-14,-26,10,-4,2,8,-8,-4,1
3681,3681,0,15090,20280,23364,24458,23346,19864,14446,7278,-30,8,-8,46,18,8,26,-20,1
3682,3682,0,-790,-9056,-15938,-21294,-24390,-24924,-23100,-19146,-30,-26,10,-4,18,8,-24,14,1
3683,3683,0,-13414,-6186,1232,8610,15058,20152,23380,24490,-30,-10,-24,14,2,24,42,-20,1
3684,3684,0,23282,19774,14446,7278,-774,-9040,-15942,-21278,2,8,26,-4,2,8,42,14,1
3685,3685,0,-24374,-24908,-23148,-19114,-13334,-6186,1200,8642,-14,24,10,30,-14,8,26,-4,1
3686,3686,0,15090,20280,23412,24458,23298,19774,14374,7246,2,8,10,-20,18,-10,10,14,1
3687,3687,0,-774,-9008,-15922,-21310,-24342,-24940,-23132,-19146,2,-10,-8,-4,-30,-10,42,-4,1
3688,3688,0,-13382,-6218,1248,8642,15106,20232,23396,24442,18,24,26,-36,2,-10,-8,30,1
3689,3689,0,23314,19848,14462,7246,-790,-9072,-15878,-21278,18,48,-24,-4,2,-10,-8,30,1
3690,3690,0,-24358,-24924,-23116,-19162,-13382,-6202,1264,8610,2,-10,-8,14,34,8,-8,-4,1
3691,3691,0,15074,20232,23396,24474,23362,19774,14446,7278,2,-10,-8,-4,2,8,10,-4,1
3692,3692,0,-774,-9008,-15926,-21310,-24278,-24908,-23164,-19162,2,8,-24,-20,2,24,10,-20,1
3693,3693,0,-13382,-6170,1216,8642,15026,20264,23412,24522,-30,-26,10,-20,2,24,26,14,1
3694,3694,0,23346,19816,14406,7262,-822,-9072,-15988,-21262,-14,48,10,-4,-30,8,-8,14,1
3695,3695,0,-24294,-24892,-23116,-19082,-13350,-6106,1296,8658,-30,-10,10,14,2,-10,-24,-4,1
3696,3696,0,15138,20248,23428,24474,23298,19816,14438,7246,2,8,-8,-36,2,24,-40,-4,1
3697,3697,0,-742,-9008,-15938,-21246,-24342,-24892,-23132,-19162,2,-10,-8,14,2,-26,-8,-4,1
3698,3698,0,-13414,-6186,1280,8610,15090,20300,23476,24538,18,-10,-24,-20,2,-10,-8,-4,1
3699,3699,0,23330,19816,14438,7262,-774,-9040,-15954,-21246,2,8,10,-4,2,8,10,14,1
3700,3700,0,-24310,-24908,-23116,-19034,-13382,-6138,1280,8626,34,-26,-8,-4,34,8,-8,-4,1
3701,3701,0,15138,20316,23396,24490,23362,19832,14510,7262,2,8,-24,30,18,-26,10,-4,1
3702,3702,0,-806,-9024,-15938,-21230,-24310,-24924,-23148,-19066,18,-26,-8,-20,18,-10,10,-20,1
3703,3703,0,-13382,-6186,1248,8594,15074,20316,23396,24506,18,-10,-8,-4,50,8,10,-20,1
3704,3704,0,23362,19800,14462,7246,-774,-9072,-15894,-21262,-14,24,-8,30,18,-26,10,-4,1
3705,3705,0,-24374,-24876,-23116,-19114,-13382,-6154,1248,8642,-14,-26,10,-4,18,-26,-24,14,1
3706,3706,0,15154,20316,23444,24490,23346,19832,14462,7294,18,8,26,-4,18,-10,10,-4,1
3707,3707,0,-742,-9040,-15954,-21246,-24310,-24892,-23084,-19098,2,-26,-24,-4,-14,8,10,-4,1
3708,3708,0,-13382,-6186,1280,8626,15138,20280,23428,24554,-14,-10,10,-20,18,8,26,-4,1
3709,3709,0,23346,19790,14430,7262,-774,-9024,-15938,-21230,-30,-10,-8,-20,2,8,-8,14,1
3710,3710,0,-24342,-24892,-23116,-19114,-13350,-6122,1232,8610,-14,-26,26,-4,18,-26,-24,-4,1
3711,3711,0,15058,20300,23428,24506,23346,19848,14430,7246,2,-10,10,-4,2,-10,-8,14,1
3712,3712,0,-774,-9088,-15954,-21246,-24278,-24972,-23116,-19066,2,-10,26,-4,2,-26,10,-4,1
3713,3713,0,-13382,-6154,1296,8626,15042,20264,23396,24458,-14,-10,26,14,2,8,10,14,1
3714,3714,0,23330,19774,14422,7278,-774,-9072,-15972,-21246,-30,-10,26,14,-14,-42,10,30,1
3715,3715,0,-24342,-24908,-23148,-19130,-13398,-6138,1280,8658,-14,8,10,14,18,-42,26,30,1
3716,3716,0,15058,20280,23396,24522,23378,19774,14430,7230,-46,-26,10,-20,18,24,10,-4,1
3717,3717,0,-822,-9040,-15972,-21262,-24326,-24940,-23116,-19162,18,-10,10,14,18,24,42,-4,1
3718,3718,0,-13414,-6138,1296,8610,15090,20300,23412,24442,2,8,26,30,18,8,10,30,1
3719,3719,0,23298,19848,14462,7246,-854,-9056,-15926,-21262,2,-10,-8,-4,2,8,26,-4,1
3720,3720,0,-24310,-24892,-23084,-19146,-13334,-6186,1296,8658,18,8,10,-4,2,-10,10,14,1
3721,3721,0,15122,20296,23396,24506,23330,19774,14454,7214,2,8,10,14,18,-10,-8,14,1
3722,3722,0,-838,-9040,-15954,-21246,-24310,-24924,-23148,-19066,2,48,26,-20,-14,-10,10,30,1
3723,3723,0,-13398,-6186,1280,8610,15122,20332,23412,24538,2,24,10,30,18,8,26,-4,1
3724,3724,0,23362,19784,14406,7262,-838,-9088,-15938,-21294,-14,8,66,14,18,8,-8,-20,1
3725,3725,0,-24262,-24908,-23148,-19098,-13398,-6154,1264,8578,2,-10,-24,-20,2,-26,-8,14,1
3726,3726,0,15106,20232,23396,24522,23282,19832,14478,7262,2,8,26,14,-14,8,10,30,1
3727,3727,0,-758,-9072,-15910,-21198,-24358,-24908,-23132,-19066,34,-10,42,-4,18,8,10,-36,1
3728,3728,0,-13398,-6122,1216,8642,15090,20332,23412,24506,2,32,42,14,18,24,-8,-4,1
3729,3729,0,23282,19832,14422,7262,-822,-9088,-15926,-21310,-14,8,26,14,-30,8,-8,30,1
3730,3730,0,-24326,-24876,-23100,-19066,-13414,-6186,1232,8642,2,-10,26,30,-30,24,-8,-4,1
3731,3731,0,15074,20248,23380,24472,23346,19790,14430,7182,-14,8,-24,14,18,8,-8,-20,1
3732,3732,0,-838,-9040,-15910,-21276,-24310,-24892,-23116,-19130,-30,-26,26,-36,-30,-10,-24,-4,1
3733,3733,0,-13350,-6202,1248,8642,15090,20264,23412,24488,2,-10,-8,14,2,8,-8,14,1
3734,3734,0,23266,19832,14414,7230,-774,-9056,-15988,-21260,2,8,10,14,18,32,26,14,1
3735,3735,0,-24358,-24876,-23116,-19066,-13350,-6170,1264,8642,18,8,-8,-4,2,24,10,-4,1
3736,3736,0,15106,20280,23364,24504,23362,19816,14374,7214,2,8,-8,-36,18,8,-8,-4,1
3737,3737,0,-806,-9072,-16004,-21260,-24326,-24908,-23132,-19066,18,-10,10,14,-14,-26,-8,-4,1
3738,3738,0,-13430,-6218,1312,8674,15074,20280,23380,24472,-30,-10,-40,14,2,-10,10,-4,1
3739,3739,0,23346,19774,14446,7262,-790,-9088,-15954,-21244,2,-10,10,-4,2,-10,-24,14,1
3740,3740,0,-24326,-24844,-23100,-19098,-13382,-6138,1280,8658,-46,8,-8,-20,-14,-10,-24,-4,1
3741,3741,0,15090,20232,23364,24504,23346,19800,14438,7246,2,8,-24,-4,-30,8,-24,14,1
3742,3742,0,-790,-9056,-15942,-21244,-24358,-24940,-23148,-19114,2,-10,-24,-20,2,-26,10,-4,1
3743,3743,0,-13334,-6170,1280,8642,15090,20332,23396,24488,-14,-42,26,46,-14,-10,10,-4,1
3744,3744,0,23378,19832,14390,7246,-790,-9072,-15954,-21308,2,-10,-8,-4,-14,8,-24,14,1
3745,3745,0,-24342,-24860,-23100,-19146,-13382,-6122,1296,8626,-14,-10,-24,-20,2,8,-8,14,1
3746,3746,0,15106,20280,23412,24520,23314,19774,14382,7214,18,8,10,14,-14,24,-8,14,1
3747,3747,0,-790,-9120,-15988,-21244,-24390,-24956,-23116,-19146,2,-26,26,14,2,-26,10,-20,1
3748,3748,0,-13366,-6186,1216,8658,15090,20348,23380,24504,-14,-26,10,14,-14,8,-24,-4,1
3749,3749,0,23298,19816,14390,7230,-838,-9072,-15954,-21276,50,24,-24,46,2,8,10,-4,1
3750,3750,0,-24326,-24908,-23116,-19098,-13382,-6138,1296,8674,2,24,26,30,18,24,10,-20,1
3751,3751,0,15090,20332,23380,24488,23346,19832,14462,7230,18,8,10,30,2,24,-8,-4,1
3752,3752,0,-790,-9088,-16004,-21308,-24294,-24892,-23116,-19130,-14,-10,-8,-20,2,-26,10,14,1
3753,3753,0,-13414,-6154,1264,8642,15106,20300,23428,24552,-30,24,-8,30,18,-26,-8,-20,1
3754,3754,0,23346,19816,14422,7246,-758,-9056,-15926,-21342,18,8,-8,-4,-14,8,-8,14,1
3755,3755,0,-24342,-24892,-23116,-19098,-13430,-6122,1264,8674,2,-10,-8,14,2,8,-8,-4,1
3756,3756,0,15138,20300,23396,24520,23330,19832,14390,7262,-14,-10,26,14,2,8,10,-36,1
3757,3757,0,-774,-9120,-16004,-21292,-24278,-24908,-23148,-19082,-14,8,26,14,2,8,26,14,1
3758,3758,0,-13366,-6154,1296,8642,15122,20300,23396,24520,18,8,-8,14,-14,8,-24,-4,1
3759,3759,0,23282,19800,14430,7262,-838,-9040,-16004,-21292,2,8,-8,14,2,8,26,14,1
3760,3760,0,-24342,-24892,-23116,-19146,-13350,-6090,1200,8642,18,8,-24,-4,-14,-26,10,-4,1
3761,3761,0,15074,20280,23396,24552,23362,19800,14406,7262,34,-10,10,14,-14,48,-8,-20,1
3762,3762,0,-758,-9024,-15954,-21260,-24326,-24908,-23116,-19082,2,-10,-8,30,-30,-10,10,14,1
3763,3763,0,-13350,-6138,1248,8658,15090,20332,23444,24552,-14,24,26,-20,34,-10,-24,-20,1
3764,3764,0,23298,19790,14422,7262,-806,-9056,-15958,-21292,2,-26,10,-4,2,8,-8,-4,1
3765,3765,0,-24310,-24892,-23116,-19146,-13366,-6170,1232,8642,-14,8,-8,-4,34,-10,-24,30,1
3766,3766,0,15090,20332,23364,24520,23298,19790,14390,7262,-30,8,-24,14,-14,-26,-24,-20,1
3767,3767,0,-854,-9072,-15942,-21260,-24294,-24892,-23132,-19066,-14,24,-8,-4,2,-10,10,30,1
3768,3768,0,-13350,-6106,1296,8674,15170,20332,23396,24536,2,-42,10,-20,-14,8,-8,-20,1
3769,3769,0,23330,19758,14430,7246,-758,-9040,-15988,-21260,2,8,26,-4,-30,24,10,-4,1
3770,3770,0,-24342,-24876,-23148,-19114,-13334,-6122,1248,8642,18,8,-24,-4,2,8,10,46,1
3771,3771,0,15122,20284,23412,24488,23298,19816,14446,7198,2,-10,-24,14,2,32,42,-4,1
3772,3772,0,-838,-9072,-15988,-21308,-24326,-24956,-23148,-19146,-30,-26,26,-20,-30,-26,42,-4,1
3773,3773,0,-13398,-6138,1264,8658,15090,20300,23364,24536,34,-10,-8,-4,18,-10,10,-4,1
3774,3774,0,23346,19774,14422,7198,-838,-9072,-15938,-21342,-14,8,10,14,-14,8,26,-36,1
3775,3775,0,-24358,-24908,-23100,-19082,-13350,-6074,1248,8610,-14,-10,-8,46,2,-10,10,-4,1
3776,3776,0,15074,20264,23428,24488,23346,19816,14422,7246,2,-10,-24,14,-14,-10,10,14,1
3777,3777,0,-870,-9056,-15942,-21276,-24342,-24924,-23100,-19066,2,-26,-8,-20,2,-42,26,-4,1
3778,3778,0,-13398,-6122,1248,8674,15138,20280,23396,24504,34,8,-24,-36,-14,-10,10,14,1
3779,3779,0,23314,19800,14446,7182,-790,-9120,-16004,-21308,18,-10,10,30,-14,-10,-8,-4,1
3780,3780,0,-24326,-24892,-23116,-19130,-13366,-6122,1248,8642,2,-10,10,-4,2,8,-8,-20,1
3781,3781,0,15074,20248,23412,24488,23314,19832,14430,7214,2,-10,-8,30,2,8,26,14,1
3782,3782,0,-806,-9088,-15942,-21276,-24358,-24876,-23148,-19050,-14,24,10,-20,2,-10,26,-20,1
3783,3783,0,-13382,-6186,1296,8642,15042,20264,23396,24488,50,-10,-8,-36,-14,-26,-8,14,1
3784,3784,0,23346,19774,14390,7230,-806,-9120,-15988,-21244,2,-26,-8,30,-30,-10,-8,-4,1
3785,3785,0,-24310,-24924,-23068,-19130,-13334,-6170,1248,8610,2,24,10,30,-30,-10,10,-4,1
3786,3786,0,15074,20248,23380,24552,23362,19742,14374,7182,-14,8,-8,-20,2,-10,10,-4,1
3787,3787,0,-854,-9088,-16004,-21308,-24358,-24908,-23116,-19066,18,-26,10,-4,2,-26,-24,14,1
3788,3788,0,-13350,-6138,1232,8658,15074,20264,23412,24472,18,-26,10,-20,18,-10,10,-4,1
