Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/adc_en_vio_2
1224,1224,0,22044,17886,11630,4238,-4002,-11630,-18128,-22526,-8,38,14,4,8,38,14,-30,0
1225,1225,0,-24632,-24240,-21628,-16984,-10580,-3378,4258,11106,-8,22,-20,4,8,-28,-20,4,0
1226,1226,0,17198,21468,23852,24118,22108,17854,11598,4206,-8,22,30,4,-8,6,14,-30,0
1227,1227,0,-3986,-11598,-18080,-22526,-24616,-24208,-21580,-16968,8,6,-4,-30,8,-12,-4,4,0
1228,1228,0,-10596,-3362,4290,11170,17150,21500,23868,24118,24,22,-4,4,40,22,-4,-14,0
1229,1229,0,22060,17886,11630,4238,-3970,-11544,-18144,-22542,8,-12,-4,-30,-52,6,-20,-14,0
1230,1230,0,-24584,-24256,-21628,-17000,-10580,-3346,4242,11090,24,-12,-4,20,8,-12,30,-14,0
1231,1231,0,17118,21468,23836,24002,22092,17854,11598,4238,8,-12,-4,20,-52,6,-4,4,0
1232,1232,0,-4018,-11646,-18160,-22558,-24600,-24224,-21596,-16932,24,-28,-20,4,8,6,14,36,0
1233,1233,0,-10596,-3346,4242,11122,17134,21468,23836,24054,-52,22,-4,4,-8,22,-20,-30,0
1234,1234,0,22076,17774,11630,4270,-3954,-11614,-18128,-22622,-8,6,14,36,24,-12,-20,-14,0
1235,1235,0,-24648,-24224,-21628,-16968,-10580,-3378,4242,11154,8,6,-20,4,8,22,-4,20,0
1236,1236,0,17134,21468,23868,24102,22060,17822,11566,4222,-8,38,14,4,24,-12,-20,36,0
1237,1237,0,-4018,-11646,-18176,-22510,-24616,-24256,-21612,-16952,-8,6,-4,-30,8,22,14,20,0
1238,1238,0,-10628,-3330,4258,11090,17134,21484,23868,24102,8,22,30,36,24,22,-4,-30,0
1239,1239,0,22044,17838,11630,4318,-3986,-11630,-18160,-22526,-8,-28,14,20,-8,-12,14,36,0
1240,1240,0,-24632,-24272,-21612,-16932,-10564,-3330,4258,11090,-8,-12,-20,4,24,22,-4,20,0
1241,1241,0,17182,21420,23852,24150,22108,17838,11646,4270,-8,-12,-20,20,-8,6,-4,4,0
1242,1242,0,-4002,-11598,-18160,-22606,-24616,-24256,-21612,-16948,8,6,-20,4,-8,22,30,-14,0
1243,1243,0,-10612,-3378,4306,11106,17118,21564,23868,24118,-52,22,-20,4,-8,22,14,-14,0
1244,1244,0,22060,17838,11662,4270,-4018,-11630,-18128,-22590,40,6,30,20,24,-28,-4,-14,0
1245,1245,0,-24584,-24224,-21596,-16916,-10596,-3330,4274,11090,-8,6,-4,-14,-8,-12,-4,4,0
1246,1246,0,17166,21484,23900,24038,22044,17886,11662,4190,24,22,-4,20,-36,-12,14,-30,0
1247,1247,0,-4002,-11662,-18128,-22510,-24616,-24240,-21596,-16916,24,22,-4,-30,24,22,30,-14,0
1248,1248,0,-10580,-3298,4274,11122,17198,21484,23868,24086,24,6,-20,4,24,6,30,20,0
1249,1249,0,22060,17854,11582,4222,-3986,-11630,-18176,-22542,-8,-28,-4,-30,8,-12,-4,20,0
1250,1250,0,-24632,-24224,-21628,-16948,-10596,-3314,4242,11138,24,6,-4,-30,8,6,14,-30,0
1251,1251,0,17166,21500,23852,24150,22028,17870,11646,4238,24,-44,-4,-14,8,-12,-20,20,0
1252,1252,0,-3906,-11598,-18080,-22510,-24616,-24256,-21564,-16948,24,-12,14,20,8,6,-4,-30,0
1253,1253,0,-10596,-3362,4290,11090,17150,21500,23852,24038,24,6,-20,4,24,6,-20,4,0
1254,1254,0,22028,17854,11646,4270,-4002,-11630,-18160,-22558,-8,6,-4,20,-8,-12,-20,4,0
1255,1255,0,-24584,-24240,-21564,-16932,-10596,-3378,4274,11154,-8,-12,-20,-14,8,6,-20,20,0
1256,1256,0,17198,21516,23852,24038,22044,17854,11582,4238,8,-12,-20,20,8,6,-4,4,0
1257,1257,0,-3986,-11630,-18112,-22542,-24600,-24224,-21580,-16948,-8,-12,-4,20,24,6,-4,20,0
1258,1258,0,-10580,-3362,4274,11122,17150,21468,23884,24054,-8,22,14,4,8,22,-4,-14,0
1259,1259,0,22076,17870,11614,4222,-4002,-11614,-18128,-22542,-24,22,-4,-30,40,-12,14,4,0
1260,1260,0,-24632,-24224,-21628,-16964,-10596,-3378,4258,11090,24,-12,14,4,-8,38,14,4,0
1261,1261,0,17166,21500,23852,24054,22060,17854,11582,4222,-8,-12,-20,20,8,-12,-20,-14,0
1262,1262,0,-3986,-11646,-18112,-22526,-24600,-24224,-21596,-16932,8,-12,14,-30,8,6,-4,20,0
1263,1263,0,-10548,-3362,4242,11138,17166,21548,23852,24034,8,6,-20,36,40,22,-20,4,0
1264,1264,0,22012,17854,11582,4286,-4050,-11614,-18112,-22542,-20,-28,-4,4,-36,-12,30,20,0
1265,1265,0,-24568,-24224,-21596,-16916,-10612,-3346,4242,11074,8,22,30,20,24,-44,-20,4,0
1266,1266,0,17150,21436,23804,24086,22076,17838,11614,4222,8,-12,14,4,24,-12,-20,-30,0
1267,1267,0,-3986,-11646,-18176,-22510,-24694,-24208,-21596,-16916,8,6,-4,-30,8,-28,-4,-14,0
1268,1268,0,-10580,-3378,4258,11106,17150,21516,23884,24086,8,-12,14,4,40,22,-4,4,0
1269,1269,0,22060,17822,11630,4270,-3986,-11598,-18128,-22542,24,-28,-4,-14,8,6,-20,4,0
1270,1270,0,-24632,-24208,-21596,-16916,-10596,-3362,4258,11122,-8,6,14,-30,8,-28,14,4,0
1271,1271,0,17150,21468,23884,24102,22060,17854,11614,4222,-8,38,14,20,-8,-12,-4,4,0
1272,1272,0,-3986,-11614,-18160,-22492,-24584,-24224,-21634,-16932,8,6,46,-14,-8,22,-20,4,0
1273,1273,0,-10580,-3314,4274,11090,17118,21436,23868,24134,8,6,-4,4,-8,-12,-36,20,0
1274,1274,0,22028,17854,11630,4254,-4002,-11662,-18144,-22574,-8,-28,30,4,-8,-12,-4,20,0
1275,1275,0,-24584,-24192,-21628,-16900,-10564,-3346,4242,11106,24,-12,30,4,-8,6,-20,-30,0
1276,1276,0,17118,21468,23852,24038,22044,17854,11614,4222,-8,-12,14,-14,24,-28,14,-14,0
1277,1277,0,-4018,-11598,-18112,-22542,-24584,-24208,-21634,-16932,40,-12,30,4,24,-12,14,-30,0
1278,1278,0,-10580,-3346,4306,11034,17150,21468,23852,24070,8,22,-4,4,24,6,14,4,0
1279,1279,0,22076,17838,11646,4238,-4034,-11630,-18112,-22492,-8,-28,14,-14,24,6,14,-14,0
1280,1280,0,-24632,-24208,-21580,-16948,-10580,-3346,4274,11122,40,22,30,4,-52,22,14,-30,0
