Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync,adc2_sync,adc3_sync,adc4_sync
26,26,0,8,fc002800,dcffecff,0,eefa6efb,0,0,fad8f9a8,1,1,1,1
27,27,0,0,e8fff8ff,ecfffcff,2,3efa8efa,0,0,fa68fa08,1,1,1,1
28,28,0,2,e8fffcff,ecffdcff,0,bef90efa,0,0,fb48fbd8,1,1,1,1
29,29,0,0,08001800,fcffdcff,0,cef9aef9,0,0,fd98fcc8,1,1,1,1
30,30,0,2,0800fc00,fcffccff,8,2efaeef9,0,0,fe22fe38,1,1,1,1
31,31,0,2,1800fc00,ecffdcff,0,fefa8efa,0,0,00b0ffc2,1,1,1,1
32,32,0,8,fcfff8ff,ecffccff,0,eefb7efb,0,0,01400180,1,1,1,1
33,33,0,0,f8ff0800,fcfffcff,8,5efd9efc,0,0,03ce02fe,1,1,1,1
34,34,0,0,18002800,fcffdcff,8,e8fe18fe,0,0,0424045e,1,1,1,1
35,35,0,2,0800fc00,fcfffcff,8,6600b6ff,0,0,052c0594,1,1,1,1
36,36,0,0,f8ffe8ff,0c002c00,0,fc012c01,0,0,06fc059c,1,1,1,1
37,37,0,2,0800fcff,fcffdcff,0,6c03ac02,0,0,063c060c,1,1,1,1
38,38,0,0,0800e8ff,fcffdcff,0,7a04fc03,0,1,064c06fc,1,1,1,1
39,39,0,0,08001800,fcffecff,8,72053205,0,0,05ec051c,1,1,1,1
40,40,0,0,2800f8ff,fcffdcff,8,f205e205,0,0,043c058c,1,1,1,1
41,41,0,8,fc000800,ccfffcff,0,52062206,0,0,031404a4,1,1,1,1
42,42,0,0,0800e8ff,dcfffcff,2,32064206,0,0,01ce024e,1,1,1,1
43,43,0,8,fc001800,dcfffcff,2,8205e205,0,0,002001fe,1,1,1,1
44,44,0,0,e8ffd8ff,fcffbcff,0,aa040a05,0,0,fea0ff70,1,1,1,1
45,45,0,0,d8fff8ff,dcff0c00,0,4c03cc03,0,0,fd12fed2,1,1,1,1
46,46,0,2,d8fffcff,fcffecff,8,fc01ac02,0,0,fb78fc18,1,1,1,1
47,47,0,8,fc000800,dcffccff,0,86002c01,0,0,fa48fbe8,1,1,1,1
48,48,0,0,f8ff1800,0c00bcff,0,c8fea6ff,0,0,fa68fad8,1,1,1,1
49,49,0,2,e8fffcff,2c00fcff,0,3efd18fe,0,0,f9b8f908,1,1,1,1
50,50,0,8,fcfff8ff,0c00ecff,0,0efc9efc,0,4,f9fcf998,1,1,1,1
51,51,0,8,fcfff8ff,0c00fcff,0,defa5efb,0,4,fafcf9c8,1,1,1,1
52,52,0,0,18000800,ccffecff,0,2efa8efa,0,0,fa78fa18,1,1,1,1
53,53,0,8,fcfff8ff,dcffecff,0,bef9def9,0,0,fb48fbe8,1,1,1,1
54,54,0,0,0800f8ff,ecff0c00,0,bef9cef9,0,0,fd88fce8,1,1,1,1
55,55,0,0,e8fff8ff,fcff1c00,0,2efaeef9,0,0,fe12fe38,1,1,1,1
56,56,0,0,08001800,dcff0c00,0,0efb9efa,0,0,00b0ffa2,1,1,1,1
57,57,0,0,08002800,acfffcff,0,eefb7efb,0,0,01300160,1,1,1,1
58,58,0,0,0800f8ff,dcff0c00,0,4efd8efc,0,0,03ae02fe,1,1,1,1
59,59,0,8,fcfff8ff,0c001c00,0,c8fe18fe,0,0,0414046e,1,1,1,1
60,60,0,8,fcfff8ff,3c001c00,0,7600a6ff,0,0,052c0594,1,1,1,1
61,61,0,0,28001800,1c00dcff,0,ec012c01,0,0,06dc05ac,1,1,1,1
62,62,0,0,e8fff8ff,1c00fcff,0,5c03cc02,0,0,065c062c,1,1,1,1
63,63,0,8,fc001800,fcff7c00,2,9a04dc03,0,0,063c066c,1,1,1,1
64,64,0,0,f8ffe8ff,0c00ecff,0,92051a05,0,0,05ec052c,1,1,1,1
65,65,0,8,fc001800,dcff1c00,0,f205d205,0,0,042c059c,1,1,1,1
66,66,0,8,fcfff8ff,ecffccff,0,fc064206,8,0,031404a4,1,1,1,1
67,67,0,0,e8fff8ff,acfffcff,2,f2053206,0,0,01be024e,1,1,1,1
68,68,0,2,f8fffcff,fcffecff,8,8205b205,0,0,001001fe,1,1,1,1
69,69,0,0,e8ff0800,dcfffcff,0,9a042205,0,0,fe90ff70,1,1,1,1
70,70,0,2,1800fcff,dcfffcff,0,5c03fc03,0,0,fdf2fdb2,1,1,1,1
71,71,0,0,e8ff0800,fcffbcff,0,0c02cc02,0,0,fb88fc28,1,1,1,1
72,72,0,0,18000800,0c00dcff,0,76002c01,0,0,fa48fbb8,1,1,1,1
73,73,0,8,fcfff8ff,ecfffcff,0,b8feb6ff,0,0,fa58fac8,1,1,1,1
74,74,0,0,0800e8ff,ccfffcff,0,3efdf8fd,0,0,f9c8f928,1,1,1,1
75,75,0,2,f8fffc00,dcfffcff,0,cefb9efc,0,4,f9fcf9a8,1,1,1,1
76,76,0,0,f8ff1800,ecff0c00,0,cefa4efb,0,0,fab8f9a8,1,1,1,1
77,77,0,2,0800fcff,ecfffcff,2,1efa9efa,0,0,fa58fa18,1,1,1,1
78,78,0,8,fcfff8ff,fc000c00,8,def9fef9,0,0,fb48fbc8,1,1,1,1
79,79,0,0,f8ff1800,1c00dcff,0,cef9fcf9,2,0,fd88fce8,1,1,1,1
80,80,0,0,18000800,0c00fcff,0,2efafef9,0,0,fe22fe48,1,1,1,1
81,81,0,8,fc000800,fcffdcff,8,eefa9efa,0,0,00c0ffb2,1,1,1,1
82,82,0,8,fcffe8ff,dcffecff,0,eefb7efb,0,0,01200160,1,1,1,1
83,83,0,0,f8ff0800,dcff1c00,0,5efd7efc,0,0,03ae02fe,1,1,1,1
84,84,0,0,f8ffe8ff,fcff0c00,0,d8fe08fe,0,0,04140494,1,1,1,1
85,85,0,0,d8ff0800,0c00fcff,2,6600a6ff,0,0,052c0594,1,1,1,1
86,86,0,8,fc000800,fcfffc00,2,ec017c01,0,0,06cc059c,1,1,1,1
87,87,0,8,fc001800,fcff3c00,0,5c03ac02,0,0,065c062c,1,1,1,1
88,88,0,0,e8fff8ff,bcffdcff,0,6c04ec03,0,0,065c064c,1,1,1,1
89,89,0,0,e8ffd8ff,ecff1c00,0,82052205,0,0,05dc052c,1,1,1,1
90,90,0,0,f8ff1800,fcffccff,0,0206d205,0,0,040c058c,1,1,1,1
91,91,0,2,e8fffcff,bcffdcff,0,32065206,0,0,030404c4,1,1,1,1
92,92,0,8,fcfff8ff,0c00dcff,0,12064206,0,0,01ae0274,1,1,1,1
93,93,0,2,f8ff7cff,fcffdcff,8,7205f205,0,0,000001fe,1,1,1,1
94,94,0,0,08001800,ccfffcff,0,7c043205,0,0,fea0ff60,1,1,1,1
95,95,0,0,e8fff8ff,ccffdcff,0,5c03ec03,0,0,fd12fec2,1,1,1,1
96,96,0,8,fcfff8ff,ecfffcff,2,dc01ac02,0,0,fb68fc28,1,1,1,1
97,97,0,0,08001800,bcfffcff,0,56002c01,0,0,fa38fbc8,1,1,1,1
98,98,0,0,d8ffe8ff,ecfffcff,2,d8fea6ff,0,0,fa48fad8,1,1,1,1
99,99,0,0,e8fff8ff,ecffdcff,0,4efd08fe,0,0,f9d8f908,1,1,1,1
100,100,1,2,1800fcff,dcff0c00,0,defb8efc,0,0,f998f9a8,1,1,1,1
101,101,0,0,f8ff0800,bcff1c00,0,defa4efb,0,1,f9e8f9fc,1,1,1,1
102,102,0,0,f8ff1800,ecffccff,0,1efa9efa,0,0,fa68faf8,1,1,1,1
103,103,0,8,fc000800,fcffbcff,0,aef9cef9,0,0,fb58fbe8,1,1,1,1
104,104,0,0,18000800,dcffacff,0,fcf9cef9,8,0,fd88fce8,1,1,1,1
105,105,0,8,fc000800,dcfffcff,2,fcf9fef9,8,0,fef2fd82,1,1,1,1
106,106,0,0,08001800,fcffecff,0,eefa8efa,0,0,00b0ffa2,1,1,1,1
107,107,0,0,f8ff1800,fcffbcff,8,eefb7efb,0,0,02400150,1,1,1,1
108,108,0,2,18007cff,ccff7cff,2,4efd8efc,0,0,039e020e,1,1,1,1
109,109,0,8,fcfff8ff,fcffdcff,0,d8fe28fe,0,0,04040494,1,1,1,1
110,110,0,0,0800f8ff,0c00fcff,2,5600b6ff,0,0,053c05a4,1,1,1,1
111,111,0,0,f8ff1800,fcffecff,8,ec013c01,0,0,06ec05bc,1,1,1,1
112,112,0,2,0800fcff,dcffecff,0,5c03cc02,0,0,063c061c,1,1,1,1
113,113,0,0,08001800,dcffecff,0,aa04dc03,0,0,064c066c,1,1,1,1
114,114,0,2,0800fc00,dcffecff,0,82054205,0,0,05dc053c,1,1,1,1
115,115,0,2,f8fffc00,fcffecff,0,1206c205,0,0,041c058c,1,1,1,1
116,116,0,2,e8fffcff,dcffecff,0,52063206,0,0,03e40394,1,1,1,1
117,117,0,0,08001800,ccfffcff,0,12062206,0,0,02ae025e,1,1,1,1
118,118,0,8,fcfff8ff,2c00dcff,0,8205e205,0,0,0030010e,1,1,1,1
119,119,0,0,0800e8ff,fcffccff,8,8a04fa04,0,0,fea0ff70,1,1,1,1
120,120,0,8,fcfff8ff,fcffecff,8,4c030c04,0,0,fdf2fdd2,1,1,1,1
121,121,0,0,e8ff0800,fcffccff,8,ec019c02,0,0,fb78fc48,1,1,1,1
122,122,0,8,fcfff8ff,dcffecff,0,56002c01,0,0,fa58fbf8,1,1,1,1
123,123,0,0,08002800,0c007cff,2,c8fea6ff,0,0,fa68fad8,1,1,1,1
124,124,0,0,0800f8ff,fcfffc00,2,3efd18fe,0,0,f9b8f928,1,1,1,1
125,125,0,2,0800fc00,ecff3c00,0,eefb9efc,0,4,f9fcf9a8,1,1,1,1
126,126,0,2,f8fffc00,ecff1c00,0,fefa3efb,0,0,fad8f9a8,1,1,1,1
127,127,0,2,1800fcff,fcfffcff,2,2efa7efa,0,0,fa58fa08,1,1,1,1
128,128,0,2,1800fc00,0c00fcff,2,bef90efa,0,0,fb58fbc8,1,1,1,1
129,129,0,0,0800c8ff,dcfffc00,2,aef9fcf9,2,0,fd88fce8,1,1,1,1
130,130,0,2,1800fc00,ecff1c00,0,3efaeef9,0,0,fe02fe18,1,1,1,1
131,131,0,2,1800fc00,bcff0c00,0,defa7efa,0,0,00a0ffc2,1,1,1,1
132,132,0,8,fc000800,fcfffcff,2,eefb5efb,0,0,01300150,1,1,1,1
133,133,0,0,18000800,ecffbcff,0,3efd9efc,0,0,03be02ee,1,1,1,1
134,134,0,8,fcfff8ff,bcff1c00,0,c8fe18fe,0,0,04140484,1,1,1,1
135,135,0,0,f8ffd8ff,ecfffcff,0,6600a6ff,0,0,051c05a4,1,1,1,1
136,136,0,8,fc000800,0c00fcff,0,0c024c01,0,0,06cc058c,1,1,1,1
137,137,0,0,0800f8ff,ccff2c00,0,4c03bc02,0,0,062c061c,1,1,1,1
138,138,0,2,08007c00,dcfffcff,0,9a042c04,0,0,063c064c,1,1,1,1
139,139,0,0,0800d8ff,fcff0c00,0,72052205,0,0,05cc051c,1,1,1,1
140,140,0,0,f8ffe8ff,1c00dcff,0,f205c205,0,0,041c058c,1,1,1,1
141,141,0,8,fc001800,0c00fcff,0,52064206,0,0,030404a4,1,1,1,1
142,142,0,8,fc000800,ccff1c00,0,fc063206,8,0,019e025e,1,1,1,1
143,143,0,0,f8ff0800,1c00fcff,0,b205d205,0,0,003e01ee,1,1,1,1
144,144,0,0,08001800,0c00fc00,2,aa040a05,0,0,fe90ff50,1,1,1,1
145,145,0,0,f8ffe8ff,fcffbcff,0,4c030c04,0,0,fdf2fde2,1,1,1,1
146,146,0,0,18000800,fcffdcff,8,dc01ac02,0,0,fb88fc38,1,1,1,1
147,147,0,0,0800f8ff,2c000c00,0,56002c01,0,0,fa38fbe8,1,1,1,1
148,148,0,0,1800f8ff,1c00fcff,0,c8feb6ff,0,0,fa58fad8,1,1,1,1
149,149,0,2,f8fffc00,2c00fc00,2,2efd08fe,0,0,f9d8f918,1,1,1,1
150,150,0,0,18000800,fc000c00,8,eefbbefc,0,0,f998f9a8,1,1,1,1
151,151,0,8,fc000800,fc002c00,8,cefa6efb,0,0,f9d8f9a8,1,1,1,1
152,152,0,8,fc000800,4c00dcff,0,1efa8efa,0,0,fa58faf8,1,1,1,1
153,153,0,0,d8ff2800,2c00ecff,0,cef9eef9,0,0,fb58fbc8,1,1,1,1
154,154,0,8,fcffe8ff,ecff0c00,0,cef9bef9,0,0,fd78fce8,1,1,1,1
155,155,0,8,fcfff8ff,fc000c00,8,1efa0efa,0,0,fef2fd62,1,1,1,1
156,156,0,0,18000800,fc000c00,8,0efb7efa,0,0,00a0ffc2,1,1,1,1
157,157,0,0,0800f8ff,1c00ccff,0,defb3efb,0,0,023e0170,1,1,1,1
158,158,0,0,28001800,fcffdcff,8,4efd6efc,0,0,03be020e,1,1,1,1
159,159,0,0,0800f8ff,ecff0c00,0,e8fe08fe,0,0,0434045e,1,1,1,1
160,160,0,2,0800fc00,1c000c00,0,9600b6ff,0,0,051c05b4,1,1,1,1
161,161,0,0,e8fff8ff,1c002c00,0,ec014c01,0,0,06ec059c,1,1,1,1
162,162,0,8,fc000800,0c00fc00,2,6c03ac02,0,0,065c062c,1,1,1,1
163,163,0,8,fc000800,fcffecff,8,8a04ec03,0,1,063c06fc,1,1,1,1
164,164,0,0,f8ff2800,dcfffcff,0,82053205,0,1,05dc05fc,1,1,1,1
165,165,0,2,f8fffcff,fcfffcff,8,2206e205,0,0,042c059c,1,1,1,1
166,166,0,8,fc000800,fcffecff,0,52064206,0,0,032404b4,1,1,1,1
167,167,0,0,e8ff2800,ecffccff,0,12062206,0,0,01be025e,1,1,1,1
168,168,0,0,08001800,fcffdcff,0,6205d205,0,0,003001fe,1,1,1,1
169,169,0,0,1800f8ff,fcffdcff,8,7c04fa04,0,0,fe90ff40,1,1,1,1
170,170,0,0,1800f8ff,1c00fcff,0,5c03ec03,0,0,fd02fec2,1,1,1,1
171,171,0,8,fcfff8ff,fcfffcff,8,dc01ac02,0,0,fb78fc28,1,1,1,1
172,172,0,0,08001800,1c00dcff,0,76001c01,0,0,fa68fbd8,1,1,1,1
173,173,0,0,0800d8ff,dcffccff,0,c8fea6ff,0,0,f958fac8,1,1,1,1
174,174,0,2,0800fc00,0c00fcff,2,4efd08fe,0,0,f9c8f9f8,1,1,1,1
175,175,0,2,e8fffc00,1c00fcff,0,0efc6efc,0,1,f9b8f9fc,1,1,1,1
176,176,0,0,e8ff0800,0c00ecff,0,defa6efb,0,0,fad8f998,1,1,1,1
177,177,0,0,f8ff0800,fcffdcff,0,3efa7efa,0,0,fa58fa08,1,1,1,1
178,178,0,0,d8ff1800,dcffecff,0,def9eef9,0,0,fb38fbd8,1,1,1,1
179,179,0,8,fc000800,ccfffcff,2,fcf9cef9,8,0,fd98fce8,1,1,1,1
180,180,0,0,18000800,1c00ecff,0,2efadef9,0,0,fe12fe58,1,1,1,1
181,181,0,0,18000800,ecfffcff,0,eefa6efa,0,0,00b0ffd2,1,1,1,1
182,182,0,2,f8fffc00,0c00fcff,2,defb7efb,0,0,014e0160,1,1,1,1
183,183,0,2,f8ff7cff,0c00ccff,0,5efd8efc,0,0,03ae02ee,1,1,1,1
184,184,0,0,f8ff0800,1c00fcff,0,e8fe18fe,0,0,0414044e,1,1,1,1
185,185,0,2,1800fcff,fcffdcff,0,6600a6ff,0,0,051c05b4,1,1,1,1
186,186,0,0,f8ffe8ff,dcfffcff,2,fc013c01,0,0,06dc059c,1,1,1,1
187,187,0,0,f8ffe8ff,dcff0c00,0,6c03ac02,0,0,066c063c,1,1,1,1
188,188,0,0,f8ff0800,dcfffcff,2,9a04dc03,0,0,064c065c,1,1,1,1
189,189,0,8,fc000800,0c00ccff,0,92053205,0,0,05ec051c,1,1,1,1
190,190,0,0,0800f8ff,fcffdcff,8,2206d205,0,0,042c057c,1,1,1,1
191,191,0,2,1800fc00,fcffecff,8,4206fc06,2,0,03140494,1,1,1,1
192,192,0,0,18002800,dcff1c00,0,3206fc06,2,0,01ae0274,1,1,1,1
193,193,0,0,1800f8ff,dcff0c00,0,8205f205,0,0,002001fe,1,1,1,1
194,194,0,0,f8ff0800,0c00ccff,0,5c042205,0,0,fea0ff70,1,1,1,1
195,195,0,2,f8fffcff,dcfffcff,0,3c03ec03,0,0,fdf2fde2,1,1,1,1
196,196,0,2,f8fffcff,fc000c00,8,ec018c02,0,0,fb98fc28,1,1,1,1
197,197,0,0,0800c8ff,fcffdcff,8,46002c01,0,0,fa48fbe8,1,1,1,1
198,198,0,0,08002800,ecff3c00,0,c8feb6ff,0,0,fa78fac8,1,1,1,1
199,199,0,0,f8ff1800,ecfffcff,0,2efdf8fd,0,0,f9d8f918,1,1,1,1
200,200,0,0,1800e8ff,3c00fcff,2,eefb8efc,0,0,f988f9b8,1,1,1,1
201,201,0,0,28000800,dcfffcff,0,eefa6efb,0,0,fac8f998,1,1,1,1
202,202,0,8,fc001800,dcffecff,0,5efa7efa,0,0,fa78fa08,1,1,1,1
203,203,0,0,f8ff1800,1c00fcff,0,def9fef9,0,0,fb48fbd8,1,1,1,1
204,204,0,0,0800e8ff,dcffccff,0,def9bef9,0,0,fd68fce8,1,1,1,1
205,205,0,2,f8fffc00,1c00fcff,2,2efafef9,0,0,fe12fe38,1,1,1,1
206,206,0,0,f8ff0800,fcff2c00,0,eefa8efa,0,0,00a0ffc2,1,1,1,1
207,207,0,0,f8ffe8ff,0c00dcff,0,eefb6efb,0,0,014e0180,1,1,1,1
208,208,0,2,d8fffcff,0c00fcff,0,6efd9efc,0,0,03ce02fe,1,1,1,1
209,209,0,0,1800e8ff,fcfffc00,2,f8fe38fe,0,0,0424044e,1,1,1,1
210,210,0,0,18000800,0c00dcff,0,7600a6ff,0,0,051c05a4,1,1,1,1
211,211,0,0,0800f8ff,ecfffcff,0,dc012c01,0,0,06dc059c,1,1,1,1
212,212,0,2,f8fffc00,fcfffcff,8,7c039c02,0,0,062c063c,1,1,1,1
213,213,0,2,f8ff7cff,fcff1c00,0,aa04ec03,0,0,065c066c,1,1,1,1
214,214,0,0,08002800,ecff1c00,0,82053205,0,0,050c061c,1,1,1,1
215,215,0,0,1800e8ff,fcfffcff,8,3206f205,0,0,043c058c,1,1,1,1
216,216,0,2,e8fffc00,1c00ccff,0,4206fc06,2,0,03340494,1,1,1,1
217,217,0,0,08001800,fcfffcff,8,12063206,0,0,02de0274,1,1,1,1
218,218,0,0,2800e8ff,ccfffcff,0,8205d205,0,0,0010010e,1,1,1,1
219,219,0,0,1800f8ff,fcff0c00,0,aa04ea04,0,0,fea0ff70,1,1,1,1
220,220,0,2,f8fffc00,fcfffcff,2,5c030c04,0,0,fd02fec2,1,1,1,1
221,221,0,0,18002800,fcff0c00,0,fc018c02,0,0,fb88fc28,1,1,1,1
222,222,0,0,0800f8ff,fc001c00,8,56000601,0,0,fa48fbf8,1,1,1,1
223,223,0,0,0800f8ff,fc001c00,8,b8fea6ff,0,0,fa78fae8,1,1,1,1
224,224,0,0,f8ff1800,fcffecff,8,4efdf8fd,0,0,f9b8f918,1,1,1,1
225,225,0,2,0800fcff,2c00ecff,0,1efc7efc,0,0,f988f998,1,1,1,1
226,226,0,0,2800e8ff,0c00dcff,0,eefa6efb,0,0,fad8f998,1,1,1,1
227,227,0,0,1800f8ff,ecff2c00,0,2efa7efa,0,0,fa68fa18,1,1,1,1
228,228,0,8,fc000800,fcff0c00,0,cef9eef9,0,0,fb38fbd8,1,1,1,1
229,229,0,0,e8ff0800,fc002c00,8,7cf9fcf9,a,0,fd78fcd8,1,1,1,1
230,230,0,0,28000800,dcfffcff,0,2efaeef9,0,0,fe02fe18,1,1,1,1
231,231,0,0,f8ff1800,1c00ecff,0,fefa7efa,0,0,00a0ffd2,1,1,1,1
232,232,0,8,fc000800,ccfffcff,0,defb7efb,0,0,02300160,1,1,1,1
233,233,0,8,fcfff8ff,fcfffcff,8,5efd8efc,0,0,03ae020e,1,1,1,1
234,234,0,0,18003800,0c00bcff,0,f8fe08fe,0,0,0404045e,1,1,1,1
235,235,0,0,e8ff0800,ecfffc00,2,7600b6ff,0,0,051c0574,1,1,1,1
236,236,0,0,f8ff0800,1c000c00,0,ec013c01,0,0,06dc058c,1,1,1,1
237,237,0,8,fc000800,0c002c00,0,7c03cc02,0,0,064c061c,1,1,1,1
238,238,0,0,f8ffe8ff,ecfffcff,0,9a04fc03,0,4,06fc065c,1,1,1,1
239,239,0,0,f8ff1800,0c00fcff,2,82053205,0,0,05ec053c,1,1,1,1
240,240,0,0,08001800,0c00fcff,0,2206e205,0,0,042c05ac,1,1,1,1
241,241,0,8,fcfff8ff,ecffbcff,0,fc065206,8,0,032404a4,1,1,1,1
242,242,0,0,1800f8ff,ecffccff,0,02065206,0,0,02be025e,1,1,1,1
243,243,0,2,38007c00,ecfffcff,0,7205d205,0,0,0020012e,1,1,1,1
244,244,0,0,08001800,1c000c00,0,8a043205,0,0,fe90ff70,1,1,1,1
245,245,0,8,fc001800,fc000c00,8,3c03fc03,0,0,fd12fec2,1,1,1,1
246,246,0,0,e8ff0800,ecff2c00,0,0c02bc02,0,0,fb78fc38,1,1,1,1
247,247,0,8,fcfff8ff,bcffdcff,0,76002c01,0,0,fa68fbd8,1,1,1,1
248,248,0,0,f8ff0800,bcffecff,0,b8fe96ff,0,0,fa68fac8,1,1,1,1
249,249,0,2,2800fcff,dcfffcff,0,3efd08fe,0,0,f9c8f908,1,1,1,1
250,250,0,0,f8ff1800,ccfffcff,0,cefb8efc,0,1,f988f9fc,1,1,1,1
251,251,0,0,e8ff0800,dcff1c00,0,defa5efb,0,4,fafcf9b8,1,1,1,1
252,252,0,8,fc001800,fcffecff,8,1efa7efa,0,0,fa58fa08,1,1,1,1
253,253,0,0,f8ff0800,fcffecff,0,fcf9def9,8,0,fb38fbc8,1,1,1,1
254,254,0,8,fc000800,ecfffcff,2,fcf9cef9,8,0,fd78fce8,1,1,1,1
255,255,0,0,08002800,dcffccff,0,3efafef9,0,0,fe22fe48,1,1,1,1
256,256,0,0,e8ff1800,ecff1c00,0,defa8efa,0,0,00b0ffe2,1,1,1,1
257,257,0,0,1800f8ff,0c00fcff,2,eefb6efb,0,0,02300170,1,1,1,1
258,258,0,2,f8ff7c00,0c00fcff,0,6efd9efc,0,0,03ae020e,1,1,1,1
259,259,0,2,0800fcff,dcfffcff,0,d8fe08fe,0,0,04040484,1,1,1,1
260,260,0,2,0800fc00,1c00fcff,0,7600a6ff,0,0,051c05a4,1,1,1,1
261,261,0,0,f8ffe8ff,fcfffcff,8,ec013c01,0,0,06dc05ac,1,1,1,1
262,262,0,2,d8fffcff,fcff1c00,0,6c03bc02,0,0,065c063c,1,1,1,1
263,263,0,0,1800f8ff,ecff0c00,0,aa04ec03,0,1,063c06fc,1,1,1,1
264,264,0,8,fc000800,dcff0c00,0,72050a05,0,0,05ec051c,1,1,1,1
265,265,0,8,fcfff8ff,1c00bcff,0,3206e205,0,0,041c05ac,1,1,1,1
266,266,0,0,1800f8ff,0c00fc00,2,42065206,0,0,030404a4,1,1,1,1
267,267,0,2,1800fc00,1c002c00,0,12065206,0,0,01be025e,1,1,1,1
268,268,0,0,2800f8ff,fc000c00,8,9205f205,0,0,004e01ee,1,1,1,1
269,269,0,8,fcfff8ff,1c00fcff,0,4c042205,0,0,fea0ff70,1,1,1,1
270,270,0,8,fcfff8ff,0c00dcff,0,4c03ec03,0,0,fdf2fdc2,1,1,1,1
271,271,0,0,1800f8ff,0c002c00,0,fc01bc02,0,0,fb88fc48,1,1,1,1
272,272,0,2,0800fc00,fcffecff,8,66003c01,0,0,fa38fbd8,1,1,1,1
273,273,0,2,e8ff7c00,fcff2c00,0,d8fea6ff,0,0,fa68fad8,1,1,1,1
274,274,0,0,f8ff1800,1c000c00,0,2efd28fe,0,0,f908fa18,1,1,1,1
275,275,0,0,d8ff1800,1c000c00,0,0efc9efc,0,0,f9b8f998,1,1,1,1
