Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
2581,2581,0,-6288,-9050,11912,1618,-12760,6360,8672,-11874,-5858,-10216,12248,2610,-13890,6016,10102,-12394,12,-8,-42,-22,-68,24,24,-6,0,0,0,0,0,0,0,0,0
2582,2582,0,-1258,12862,-6654,-8606,11962,1210,-12582,6770,-2360,13858,-6282,-9922,12434,2130,-13806,6430,-36,8,8,-6,-52,-24,-26,-6,0,0,0,0,0,0,0,0,0
2583,2583,0,8484,-12066,-978,12716,-6950,-8446,12190,742,9800,-12518,-1976,13830,-6616,-9668,12636,1702,-4,-40,-26,-6,-4,-8,-10,12,0,0,0,0,0,0,0,0,0
2584,2584,0,-12546,7020,8188,-12162,-588,12654,-7340,-8052,-13746,6772,9448,-12782,-1570,13682,-7064,-9324,-36,-24,-10,-6,-4,-40,24,12,0,0,0,0,0,0,0,0,0
2585,2585,0,12298,352,-12424,7404,7874,-12322,-206,12540,12890,1272,-13710,7220,9106,-12912,-1036,13564,-4,-24,-26,-6,-36,-56,-26,-22,0,0,0,0,0,0,0,0,0
2586,2586,0,-7660,-7792,12460,-54,-12386,7728,7640,-12460,-7326,-8994,12988,860,-13522,7574,8832,-13130,-36,8,-10,-6,60,-8,-10,28,0,0,0,0,0,0,0,0,0
2587,2587,0,170,12424,-7952,-7392,12522,-384,-12164,8040,-664,13454,-7760,-8576,13130,426,-13374,7886,-52,-24,8,-6,-20,8,-10,-6,0,0,0,0,0,0,0,0,0
2588,2588,0,7182,-12572,538,12258,-8270,-7092,12736,-866,8388,-13220,-174,13404,-8108,-8280,13324,-50,-20,-8,8,-6,28,-24,8,12,0,0,0,0,0,0,0,0,0
2589,2589,0,-12130,8394,6832,-12658,1138,12110,-8514,-6724,-13242,8274,8090,-13354,188,13246,-8540,-7948,-36,-24,8,12,28,8,-10,12,0,0,0,0,0,0,0,0,0
2590,2590,0,12778,-1250,-11924,8710,6630,-12782,1464,11938,13410,-412,-13134,8578,7726,-13460,712,13148,28,8,-42,-56,-20,8,-26,-6,0,0,0,0,0,0,0,0,0
2591,2591,0,-8900,-6416,12816,-1696,-11794,8958,6172,-12958,-8880,-7516,13532,-928,-12970,8988,7356,-13630,28,8,8,12,28,40,-10,-22,0,0,0,0,0,0,0,0,0
2592,2592,0,1880,11806,-9158,-5994,12866,-2038,-11584,9270,1122,12928,-9172,-7168,13586,-1362,-12806,9328,-20,-24,-26,12,28,-24,8,-6,0,0,0,0,0,0,0,0,0
2593,2593,0,5838,-12862,2154,11576,-9490,-5682,12974,-2442,6984,-13666,1560,12734,-9514,-6852,13748,-1798,12,-8,-10,-38,12,8,8,12,0,0,0,0,0,0,0,0,0
2594,2594,0,-11426,9564,5482,-13038,2702,11316,-9856,-5222,-12636,9636,6550,-13726,1968,12592,-9802,-6358,-20,40,-10,12,-20,8,-26,28,0,0,0,0,0,0,0,0,0
2595,2595,0,12994,-2918,-11234,9858,4958,-13010,3262,11168,13778,-2284,-12432,9898,6230,-13874,2386,12350,-4,-24,8,-6,-4,-24,8,28,0,0,0,0,0,0,0,0,0
2596,2596,0,-10034,-4850,13054,-3254,-11000,10136,4634,-13086,-10138,-6074,13924,-2634,-12230,10254,5858,-13990,12,-24,24,12,12,40,24,-6,0,0,0,0,0,0,0,0,0
2597,2597,0,3544,10860,-10270,-4420,13058,-3648,-10704,10348,2902,12142,-10446,-5562,13952,-3050,-12012,10558,12,-8,24,12,44,24,24,-22,0,0,0,0,0,0,0,0,0
2598,2598,0,4302,-13042,3938,10604,-10594,-4068,13070,-4084,5394,-13970,3234,11914,-10750,-5246,13956,-3480,-52,-24,-10,12,-4,-56,8,-6,0,0,0,0,0,0,0,0,0
2599,2599,0,-10546,10636,3938,-13118,4318,10392,-10658,-3722,-11758,10860,5028,-14054,3692,11668,-11004,-4694,-4,8,-26,44,-36,40,-10,12,0,0,0,0,0,0,0,0,0
2600,2600,0,12994,-4398,-10206,10832,3544,-13026,4650,10146,13968,-3998,-11444,11130,4634,-13954,4162,11370,-4,8,8,-6,12,-8,8,12,0,0,0,0,0,0,0,0,0
2601,2601,0,-10984,-3280,13022,-4894,-10098,11052,3198,-13070,-11286,-4384,14026,-4340,-11286,11392,4194,-14022,12,8,8,-6,28,-24,-10,-38,0,0,0,0,0,0,0,0,0
2602,2602,0,5006,9916,-11250,-2878,13042,-5298,-9840,11296,4498,11168,-11444,-3936,13984,-4810,-11004,11652,28,8,8,-6,-36,-8,8,12,0,0,0,0,0,0,0,0,0
2603,2603,0,2718,-12962,5546,9618,-11474,-2480,12944,-5606,3772,-13970,5012,10870,-11766,-3546,13908,-5136,-4,40,-26,-6,-20,-8,-10,12,0,0,0,0,0,0,0,0,0
2604,2604,0,-9490,11578,2154,-13038,5822,9352,-11648,-2074,-10704,11860,3350,-14006,5394,10604,-11996,-3044,-20,-24,-10,12,28,-24,8,28,0,0,0,0,0,0,0,0,0
2605,2605,0,12930,-6022,-9112,11778,1848,-12846,6188,9030,13920,-5660,-10398,12088,2886,-13890,5842,10238,-20,-8,8,44,12,-40,8,-22,0,0,0,0,0,0,0,0,0
2606,2606,0,-11842,-1730,12800,-6340,-8964,11918,1496,-12790,-12246,-2712,13892,-5922,-10154,12384,2386,-13878,-20,-40,-10,-56,12,-24,56,12,0,0,0,0,0,0,0,0,0
2607,2607,0,6566,8718,-11940,-1308,12730,-6688,-8530,12098,6166,9902,-12416,-2214,13824,-6426,-9850,12510,-20,24,8,12,-20,-24,24,-6,0,0,0,0,0,0,0,0,0
2608,2608,0,1028,-12686,6848,8386,-12162,-924,12672,-7136,2054,-13762,6534,9706,-12636,-1868,13732,-6694,12,-24,8,28,-52,-24,24,-6,0,0,0,0,0,0,0,0,0
2609,2609,0,-8334,12312,538,-12588,7276,8106,-12196,-454,-9546,12752,1560,-13678,6902,9380,-12806,-1390,-20,40,8,-6,-52,24,24,-6,0,0,0,0,0,0,0,0,0
2610,2610,0,12522,-7406,-7936,12380,252,-12460,7610,7784,13666,-7164,-9172,12902,1154,-13586,7324,9024,-36,24,24,44,28,24,-10,12,0,0,0,0,0,0,0,0,0
2611,2611,0,-12418,-54,12492,-7764,-7612,12504,-254,-12348,-12986,-890,13516,-7556,-8832,13086,712,-13482,-4,-8,24,44,28,8,-10,28,0,0,0,0,0,0,0,0,0
2612,2612,0,7858,7482,-12456,322,12314,-8020,-7356,12636,7742,8646,-13086,-470,13426,-7890,-8540,13228,-4,-24,24,-22,12,-40,24,78,0,0,0,0,0,0,0,0,0
2613,2613,0,-572,-12178,8172,7084,-12562,752,12252,-8366,220,-13348,8106,8322,-13242,-108,13308,-8268,-20,-24,8,44,-36,8,40,12,0,0,0,0,0,0,0,0,0
2614,2614,0,-6982,12718,-946,-12050,8532,6764,-12614,1110,-8156,13358,-126,-13242,8420,7936,-13374,384,-4,-24,102,12,12,-8,-10,-6,0,0,0,0,0,0,0,0,0
2615,2615,0,12042,-8638,-6622,12832,-1338,-11970,8688,6366,13146,-8690,-7744,13452,-616,-13024,8784,7598,-36,-8,72,12,-4,-8,24,-6,0,0,0,0,0,0,0,0,0
2616,2616,0,-12760,1518,11928,-9018,-6336,12894,-2008,-11694,-13538,768,13012,-8956,-7516,13602,-1036,-12926,-20,-40,24,12,-4,-8,24,-6,0,0,0,0,0,0,0,0,0
2617,2617,0,9116,6056,-12726,1986,11604,-9344,-5948,12944,9074,7186,-13606,1260,12874,-9286,-7048,13734,-4,24,24,28,12,-56,40,28,0,0,0,0,0,0,0,0,0
2618,2618,0,-2266,-11518,9398,5668,-12952,2444,11522,-9556,-1506,-12736,9464,6790,-13714,1730,12620,-9626,-4,-8,8,12,-4,24,8,12,0,0,0,0,0,0,0,0,0
2619,2619,0,-5482,13006,-2714,-11342,9722,5354,-12942,2768,-6616,13778,-1944,-12590,9784,6452,-13790,2170,-4,8,8,28,-4,8,-10,-6,0,0,0,0,0,0,0,0,0
2620,2620,0,11190,-9808,-5258,13056,-3022,-11204,9914,4920,12498,-9924,-6282,13878,-2328,-12390,10038,6046,-4,24,-26,28,12,-24,8,-22,0,0,0,0,0,0,0,0,0
2621,2621,0,-12952,3206,11204,-10072,-4780,13176,-3582,-10934,-13874,2592,12232,-10178,-5890,13874,-2820,-12202,-36,-8,8,-6,28,8,-26,12,0,0,0,0,0,0,0,0,0
2622,2622,0,10302,4574,-12926,3596,10822,-10310,-4470,13072,10366,5670,-13934,3014,12060,-10520,-5510,13942,-4,8,24,-22,28,24,-26,-38,0,0,0,0,0,0,0,0,0
2623,2623,0,-3850,-10704,10302,4196,-12984,3956,10414,-10578,-3198,-11892,10586,5296,-13954,3432,11778,-10758,12,8,-42,-38,28,-8,-10,-22,0,0,0,0,0,0,0,0,0
2624,2624,0,-3962,13160,-4358,-10466,10718,3770,-12894,4404,-5034,13996,-3652,-11762,10926,4882,-14014,3838,-20,-8,-26,-6,-52,-24,-26,-38,0,0,0,0,0,0,0,0,0
2625,2625,0,10350,-10800,-3764,13104,-4684,-10214,10986,3320,11550,-11094,-4654,13958,-4118,-11430,11226,4516,-20,-24,-10,28,28,-8,8,28,0,0,0,0,0,0,0,0,0
2626,2626,0,-12968,4766,10048,-11086,-3242,13070,-5146,-9912,-14018,4244,11306,-11312,-4236,14012,-4558,-11120,-4,-8,24,-6,28,56,-26,-22,0,0,0,0,0,0,0,0,0
2627,2627,0,11174,2910,-12790,5112,9722,-11294,-2866,13056,11534,4002,-13966,4732,11070,-11588,-3876,14006,-4,-8,-26,12,-36,-24,-26,-6,0,0,0,0,0,0,0,0,0
2628,2628,0,-5258,-9680,11442,2576,-12952,5566,9518,-11438,-4906,-10930,11666,3614,-13954,5106,10818,-11898,-20,24,-10,-6,-20,-24,-10,-6,0,0,0,0,0,0,0,0,0
2629,2629,0,-2298,12990,-5820,-9380,11572,2184,-12774,5892,-3374,13996,-5342,-10598,11900,3204,-13950,5514,-36,8,8,-22,-36,-24,-10,-38,0,0,0,0,0,0,0,0,0
2630,2630,0,9274,-11646,-2136,12928,-6144,-9130,11802,1746,10462,-11988,-3028,13942,-5730,-10360,12200,2754,12,24,-10,-6,12,24,8,-6,0,0,0,0,0,0,0,0,0
2631,2631,0,-12824,6264,8846,-11826,-1474,12878,-6494,-8734,-13874,5920,10150,-12298,-2582,13874,-6124,-10066,12,-8,-10,-6,12,-24,-10,-6,0,0,0,0,0,0,0,0,0
2632,2632,0,11898,1454,-12646,6626,8644,-12018,-1190,12732,12402,2384,-13838,6286,9880,-12438,-2102,13798,-4,-24,24,12,-20,-40,8,28,0,0,0,0,0,0,0,0,0
2633,2633,0,-6822,-8510,12174,918,-12626,6924,8236,-12114,-6504,-9748,12524,1882,-13762,6628,9552,-12686,-20,24,8,12,-4,8,8,-22,0,0,0,0,0,0,0,0,0
2634,2634,0,-700,12686,-7292,-8116,12266,560,-12504,7260,-1714,13746,-6936,-9418,12772,1448,-13622,7124,28,-8,8,44,44,-8,-26,-6,0,0,0,0,0,0,0,0,0
2635,2635,0,7986,-12322,-334,12572,-7476,-7924,12348,130,9290,-12880,-1220,13580,-7278,-9094,12916,1004,-20,-8,-26,-22,28,8,-10,12,0,0,0,0,0,0,0,0,0
2636,2636,0,-12402,7600,7736,-12412,90,12440,-7888,-7504,-13538,7414,8928,-13048,-808,13554,-7648,-8720,28,-8,8,12,12,-8,8,-6,0,0,0,0,0,0,0,0,0
2637,2637,0,12442,-272,-12210,7976,7372,-12540,410,12290,13098,522,-13422,7822,8564,-13140,-372,13420,-36,-8,40,-22,-20,8,40,-22,0,0,0,0,0,0,0,0,0
2638,2638,0,-8174,-7278,12640,-754,-12178,8250,7092,-12636,-7932,-8456,13260,96,-13290,8144,8200,-13322,28,8,-10,12,12,-8,24,12,0,0,0,0,0,0,0,0,0
2639,2639,0,932,12184,-8466,-6872,12714,-1122,-12020,8594,44,13278,-8358,-8028,13378,-284,-13214,8530,-4,-8,-10,-6,-20,40,-26,44,0,0,0,0,0,0,0,0,0
2640,2640,0,6598,-12750,1112,12034,-8804,-6544,12816,-1532,7854,-13444,552,13180,-8674,-7714,13484,-768,-68,24,-10,28,-20,24,-10,12,0,0,0,0,0,0,0,0,0
2641,2641,0,-11890,8862,6300,-12926,1688,11918,-9016,-6090,-13066,8844,7524,-13566,970,12944,-9044,-7248,-36,-24,8,-22,28,-8,-10,44,0,0,0,0,0,0,0,0,0
2642,2642,0,12794,-1894,-11648,9158,5966,-12878,2026,11624,13618,-1178,-12870,9184,7152,-13682,1368,12798,12,-24,8,-6,-4,24,8,12,0,0,0,0,0,0,0,0,0
2643,2643,0,-9330,-5778,12974,-2346,-11522,9516,5658,-13070,-9450,-6916,13700,-1654,-12652,9492,6756,-13710,-36,-24,24,-6,-4,-8,-10,-6,0,0,0,0,0,0,0,0,0
2644,2644,0,2518,11380,-9658,-5366,12994,-2674,-11250,9762,1792,12624,-9754,-6550,13794,-2044,-12528,9802,28,8,24,-6,-20,-24,-26,-6,0,0,0,0,0,0,0,0,0
2645,2645,0,5224,-13026,2948,11216,-9954,-5068,13038,-3142,6326,-13842,2226,12446,-9978,-6170,13828,-2474,-20,8,-10,-6,-4,-24,8,-22,0,0,0,0,0,0,0,0,0
2646,2646,0,-11170,9980,4842,-13102,3432,10908,-10142,-4702,-12326,10094,6002,-13894,2710,12270,-10350,-5746,-4,-40,-10,28,12,-24,24,28,0,0,0,0,0,0,0,0,0
2647,2647,0,13010,-3504,-10752,10284,4478,-13042,3812,10720,13904,-3004,-12092,10494,5522,-13890,3106,11924,28,-8,-10,44,-20,8,-26,-6,0,0,0,0,0,0,0,0,0
2648,2648,0,-10418,-4254,13054,-3914,-10626,10556,4104,-13102,-10560,-5390,13940,-3352,-11854,10732,5140,-14022,12,-24,24,28,12,-24,8,-6,0,0,0,0,0,0,0,0,0
2649,2649,0,4174,10508,-10610,-3818,13026,-4302,-10354,10752,3518,11764,-10852,-4960,13984,-3850,-11588,10966,44,-8,-10,-6,-52,8,8,-6,0,0,0,0,0,0,0,0,0
2650,2650,0,3726,-13026,4556,10204,-10936,-3488,13006,-4734,4778,-13986,4004,11482,-11150,-4496,13940,-4176,12,24,-10,12,-4,-8,8,-56,0,0,0,0,0,0,0,0,0
2651,2651,0,-10066,10956,3476,-13118,4894,10070,-11138,-3062,-11398,11328,4328,-14054,4370,11264,-11356,-4096,28,-8,-26,12,-4,40,8,28,0,0,0,0,0,0,0,0,0
2652,2652,0,12978,-4994,-9856,11248,2862,-13010,5316,9746,13968,-4618,-11084,11482,3916,-13986,4860,10966,-36,40,-10,44,-4,8,8,12,0,0,0,0,0,0,0,0,0
2653,2653,0,-11346,-2610,13022,-5494,-9570,11428,2582,-13022,-11654,-3674,13940,-5024,-10830,11812,3502,-14022,12,24,-26,-22,12,24,-10,44,0,0,0,0,0,0,0,0,0
2654,2654,0,5576,9480,-11472,-2234,12946,-5842,-9340,11608,5234,10770,-11980,-3204,13968,-5406,-10526,11956,-4,8,8,-22,-20,8,8,12,0,0,0,0,0,0,0,0,0
2655,2655,0,1944,-12878,6046,9078,-11714,-1894,12928,-6212,3086,-13906,5644,10350,-12150,-2824,13876,-5890,-4,-8,-26,-6,28,24,-10,12,0,0,0,0,0,0,0,0,0
2656,2656,0,-8964,11870,1606,-12910,6438,8878,-11828,-1420,-10202,12286,2602,-13926,6016,10094,-12352,-2362,-4,-24,-10,12,-68,8,8,12,0,0,0,0,0,0,0,0,0
2657,2657,0,12714,-6544,-8626,12034,1202,-12702,6640,8498,13888,-6266,-9978,12462,2198,-13842,6406,9786,-52,8,-10,12,28,24,40,12,0,0,0,0,0,0,0,0,0
2658,2658,0,-12098,-1106,12736,-6968,-8414,12248,746,-12604,-12556,-2012,13780,-6566,-9594,12672,1758,-13830,-36,-24,8,44,-68,-40,-26,12,0,0,0,0,0,0,0,0,0
2659,2659,0,7038,8202,-12148,-598,12602,-7262,-8062,12306,6774,9444,-12726,-1502,13714,-7048,-9284,12814,12,-8,8,-38,12,8,8,12,0,0,0,0,0,0,0,0,0
2660,2660,0,460,-12508,7394,7928,-12338,-240,12524,-7584,1314,-13634,7228,9136,-12906,-1082,13564,-7444,-4,-24,-42,12,-36,-8,-10,12,0,0,0,0,0,0,0,0,0
2661,2661,0,-7772,12472,22,-12380,7724,7632,-12392,178,-8974,13054,896,-13566,7554,8774,-13102,-646,-4,-40,8,12,-36,-24,-10,12,0,0,0,0,0,0,0,0,0
2662,2662,0,12410,-7872,-7564,12572,-390,-12274,8092,7244,13524,-7762,-8652,13212,446,-13396,7946,8434,12,-24,-10,-6,12,24,8,12,0,0,0,0,0,0,0,0,0
2663,2663,0,-12562,592,12252,-8254,-7188,12718,-802,-12114,-13256,-188,13324,-8108,-8336,13294,-14,-13322,-4,-8,-42,44,-36,-40,24,12,0,0,0,0,0,0,0,0,0
2664,2664,0,8436,6908,-12552,966,12074,-8526,-6942,12816,8230,8144,-13342,208,13244,-8472,-7954,13436,-20,-40,-10,44,-4,-8,8,28,0,0,0,0,0,0,0,0,0
2665,2665,0,-1178,-11970,8704,6510,-12808,1438,11960,-8850,-408,-13124,8672,7726,-13472,618,13076,-8786,28,24,-42,12,-4,24,40,-6,0,0,0,0,0,0,0,0,0
2666,2666,0,-6384,12862,-1690,-11810,9020,6216,-12694,1810,-7610,13554,-876,-13016,8980,7398,-13574,1084,-20,8,-10,44,-20,-8,-10,28,0,0,0,0,0,0,0,0,0
2667,2667,0,11684,-9178,-6076,12944,-2106,-11662,9118,5844,12956,-9174,-7192,13644,-1360,-12784,9336,7028,-36,8,-10,28,28,-8,8,44,0,0,0,0,0,0,0,0,0
2668,2668,0,-12856,2152,11658,-9476,-5666,13022,-2556,-11406,-13696,1480,12636,-9530,-6820,13746,-1746,-12686,12,-56,8,12,-4,-24,-10,-22,0,0,0,0,0,0,0,0,0
2669,2669,0,9610,5502,-12774,2624,11270,-9728,-5400,13040,9596,6612,-13790,1994,12532,-9780,-6458,13798,-20,40,-10,12,-20,-24,-26,-6,0,0,0,0,0,0,0,0,0
2670,2670,0,-2832,-11310,9804,5080,-12968,2910,11300,-9928,-2198,-12454,9958,6206,-13840,2416,12294,-10130,28,-8,8,-38,-4,-24,8,12,0,0,0,0,0,0,0,0,0
2671,2671,0,-4924,13070,-3408,-11030,10112,4750,-12926,3400,-6016,13874,-2620,-12266,10256,5824,-13934,2822,-4,24,-42,12,12,40,-26,78,0,0,0,0,0,0,0,0,0
2672,2672,0,10918,-10214,-4580,13104,-3642,-10800,10288,4324,12142,-10408,-5718,13926,-2996,-12004,10522,5482,-4,8,8,28,12,24,-10,-6,0,0,0,0,0,0,0,0,0
2673,2673,0,-12984,3892,10548,-10482,-4122,13144,-4146,-10530,-13968,3314,11858,-10694,-5232,13980,-3556,-11826,-20,-8,8,12,-36,-8,-10,-6,0,0,0,0,0,0,0,0,0
2674,2674,0,10670,3988,-12910,4292,10478,-10688,-3906,13072,10864,5042,-13966,3680,11648,-10962,-4870,13990,-20,-8,-10,-6,-36,8,-26,-6,0,0,0,0,0,0,0,0,0
2675,2675,0,-4470,-10294,10722,3416,-13000,4590,10144,-10950,-3924,-11494,11098,4612,-13968,4066,11434,-11152,-4,56,-26,12,-36,-56,-10,12,0,0,0,0,0,0,0,0,0
2676,2676,0,-3370,13070,-4772,-10024,11078,3222,-12926,5016,-4442,13980,-4296,-11232,11408,4244,-14014,4516,12,-8,-10,-6,12,-24,8,-6,0,0,0,0,0,0,0,0,0
2677,2677,0,9936,-11140,-2994,13072,-5274,-9840,11428,2656,11152,-11494,-4026,14006,-4728,-11078,11618,3774,28,24,-10,12,-4,-8,8,-38,0,0,0,0,0,0,0,0,0
2678,2678,0,-12968,5402,9644,-11374,-2528,13022,-5656,-9492,-13968,4914,10882,-11794,-3500,13996,-5158,-10694,-4,40,-42,-6,-4,8,-42,12,0,0,0,0,0,0,0,0,0
2679,2679,0,11492,2296,-12758,5748,9354,-11614,-2300,12944,11854,3368,-13966,5360,10608,-11908,-3220,13942,12,8,-10,-22,-52,8,-10,-6,0,0,0,0,0,0,0,0,0
2680,2680,0,-5986,-9264,11818,1906,-12920,6104,8958,-11726,-5568,-10456,12072,2950,-13904,5744,10260,-12266,-36,-8,8,-6,-20,24,8,28,0,0,0,0,0,0,0,0,0
2681,2681,0,-1730,12862,-6352,-8954,11780,1534,-12646,6510,-2692,13874,-5958,-10162,12340,2512,-13902,6142,28,-8,8,-6,-4,8,-10,-38,0,0,0,0,0,0,0,0,0
2682,2682,0,8812,-11970,-1302,12832,-6742,-8622,12056,1014,9994,-12390,-2262,13846,-6342,-9892,12476,2042,12,24,-26,28,12,24,24,-22,0,0,0,0,0,0,0,0,0
2683,2683,0,-12642,6860,8348,-12082,-956,12750,-7166,-8286,-13792,6564,9712,-12638,-1888,13778,-6752,-9562,-4,-24,-26,-6,-20,24,8,-6,0,0,0,0,0,0,0,0,0
2684,2684,0,12148,688,-12504,7148,8082,-12210,-396,12588,12678,1666,-13774,6880,9372,-12784,-1412,13718,-20,-8,-58,-6,-4,-72,-10,-22,0,0,0,0,0,0,0,0,0
2685,2685,0,-7380,-8052,12412,210,-12482,7534,7832,-12412,-7076,-9174,12852,1132,-13664,7282,9064,-12958,-36,-8,8,-22,-20,24,-26,-6,0,0,0,0,0,0,0,0,0
2686,2686,0,-166,12488,-7808,-7648,12458,-86,-12180,7816,-934,13602,-7488,-8908,13052,688,-13510,7678,12,-56,-10,-38,60,24,-10,28,0,0,0,0,0,0,0,0,0
2687,2687,0,7532,-12556,262,12348,-8078,-7390,12640,-550,8694,-13140,-532,13452,-7882,-8504,13212,224,28,-24,-10,12,-36,-8,-10,-6,0,0,0,0,0,0,0,0,0
2688,2688,0,-12242,8170,7236,-12604,756,12248,-8356,-7056,-13320,7984,8324,-13274,-88,13342,-8230,-8204,-4,-8,-10,-6,12,-24,-10,12,0,0,0,0,0,0,0,0,0
2689,2689,0,12650,-1004,-12020,8482,6862,-12654,1016,12066,13364,-220,-13262,8370,7968,-13380,392,13228,-4,8,-26,12,-20,24,-10,-6,0,0,0,0,0,0,0,0,0
2690,2690,0,-8708,-6656,12784,-1340,-11922,8734,6428,-12894,-8560,-7858,13436,-582,-13144,8694,7652,-13534,12,8,-42,-6,-68,24,8,-6,0,0,0,0,0,0,0,0,0
2691,2691,0,1506,11902,-8872,-6228,12882,-1782,-11680,9062,812,13054,-8980,-7460,13572,-1034,-12918,9152,-20,-8,-26,-38,12,-8,-26,12,0,0,0,0,0,0,0,0,0
2692,2692,0,6046,-12846,1846,11762,-9314,-5926,12928,-2202,7282,-13602,1216,12902,-9182,-7164,13684,-1502,12,-8,8,12,-20,8,24,28,0,0,0,0,0,0,0,0,0
2693,2693,0,-11570,9448,5784,-13038,2342,11476,-9578,-5526,-12762,9460,6884,-13742,1650,12736,-9548,-6678,-20,-24,-42,28,12,-24,-26,28,0,0,0,0,0,0,0,0,0
2694,2694,0,12930,-2530,-11330,9650,5352,-12962,2836,11280,13764,-1916,-12544,9722,6488,-13794,2108,12526,-4,-24,-10,28,-20,-40,-26,-6,0,0,0,0,0,0,0,0,0
2695,2695,0,-9850,-5186,13006,-3014,-11218,9916,4922,-13054,-9880,-6298,13828,-2314,-12394,10046,6114,-13958,-52,-40,8,-56,-68,-24,8,-56,0,0,0,0,0,0,0,0,0
2696,2696,0,3240,11052,-10046,-4798,12978,-3312,-10768,10130,2568,12384,-10254,-5890,13906,-2774,-12210,10286,-36,-8,8,12,-52,8,8,12,0,0,0,0,0,0,0,0,0
2697,2697,0,4638,-13010,3684,10784,-10338,-4382,13070,-3738,5730,-13922,2978,12058,-10478,-5532,13892,-3172,-4,-24,-26,12,-68,8,-26,-56,0,0,0,0,0,0,0,0,0
2698,2698,0,-10776,10424,4246,-13102,3998,10652,-10466,-3962,-12020,10620,5300,-14022,3408,11844,-10756,-5024,12,40,8,-6,28,-24,8,12,0,0,0,0,0,0,0,0,0
2699,2699,0,13026,-4132,-10434,10656,3790,-13026,4326,10332,14002,-3642,-11772,10886,4908,-13954,3860,11588,12,-24,8,-6,-4,-24,-10,44,0,0,0,0,0,0,0,0,0
2700,2700,0,-10824,-3584,13086,-4500,-10194,10844,3524,-13102,-11036,-4714,13924,-4064,-11476,11146,4472,-14054,12,-24,-26,-22,-68,-8,-10,78,0,0,0,0,0,0,0,0,0
2701,2701,0,4750,10070,-10952,-3238,13010,-4882,-9950,11248,4260,11344,-11260,-4224,13954,-4480,-11196,11418,28,-40,-26,28,12,-8,-26,-6,0,0,0,0,0,0,0,0,0
2702,2702,0,2958,-12978,5300,9810,-11250,-2790,13038,-5318,4062,-13970,4700,11066,-11524,-3914,13924,-4880,-20,-24,-42,12,12,-8,-42,-6,0,0,0,0,0,0,0,0,0
2703,2703,0,-9690,11364,2662,-13006,5560,9612,-11346,-2378,-10940,11748,3646,-13990,5068,10882,-11868,-3448,-4,8,-10,28,-20,-24,8,-22,0,0,0,0,0,0,0,0,0
2704,2704,0,12978,-5682,-9372,11544,2150,-12878,5864,9190,13954,-5246,-10660,11892,3168,-13938,5516,10494,-68,8,8,-6,12,-8,-26,-6,0,0,0,0,0,0,0,0,0
2705,2705,0,-11746,-2022,12974,-6058,-9124,11806,1702,-12942,-12052,-3020,13876,-5698,-10398,12158,2730,-13942,28,8,-26,-22,-4,-8,24,-22,0,0,0,0,0,0,0,0,0
2706,2706,0,6286,8926,-11828,-1616,12794,-6432,-8722,11970,5874,10206,-12304,-2538,13780,-6138,-10096,12382,12,8,8,12,12,-8,40,12,0,0,0,0,0,0,0,0,0
2707,2707,0,1298,-12750,6544,8578,-11986,-1218,12704,-6808,2328,-13826,6272,9866,-12474,-2124,13796,-6454,-52,-8,8,-6,-68,8,-26,-22,0,0,0,0,0,0,0,0,0
2708,2708,0,-8478,12094,840,-12620,7022,8394,-12084,-802,-9752,12608,1886,-13814,6632,9556,-12678,-1718,-36,8,8,-22,-4,-24,24,-56,0,0,0,0,0,0,0,0,0
2709,2709,0,12586,-7262,-8190,12274,556,-12556,7330,8024,13700,-6916,-9404,12766,1476,-13650,7068,9248,-20,-24,8,12,-4,24,8,-56,0,0,0,0,0,0,0,0,0
