Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/time_8s_1
1398,1398,0,24520,24708,24904,25086,25166,25294,25376,25516,-32,4,-14,10,12,4,4,-24,0
1399,1399,0,25438,25502,25488,25476,25358,25310,25216,25102,28,-14,20,-24,-4,4,-30,-24,0
1400,1400,0,24942,24724,24568,24354,24058,23798,23514,23222,28,-14,20,10,-48,20,-30,-40,0
1401,1401,0,22848,22500,22096,21726,21236,20796,20314,19834,28,4,-14,10,-48,-30,20,26,0
1402,1402,0,19272,18724,18192,17658,17006,16388,15814,15186,-48,20,20,10,12,-46,4,-8,0
1403,1403,0,14474,13848,13132,12424,11704,10864,10232,9452,-4,4,4,-8,-4,-14,36,-24,0
1404,1404,0,8702,7914,7176,6352,5564,4792,3952,3146,-4,20,4,-8,-20,-30,4,-24,0
1405,1405,0,2320,1524,716,-90,-968,-1708,-2538,-3410,-4,-14,4,-24,28,4,4,10,0
1406,1406,0,-4208,-5026,-5746,-6606,-7346,-8152,-8878,-9712,-48,36,4,-24,12,20,20,10,0
1407,1407,0,-10404,-11110,-11864,-12592,-13300,-13960,-14676,-15370,12,-14,-14,10,28,20,36,42,0
1408,1408,0,-15922,-16538,-17166,-17792,-18310,-18926,-19474,-19992,-20,-14,4,10,-4,4,-14,-24,0
1409,1409,0,-20426,-20974,-21518,-21924,-22216,-22638,-23060,-23486,-64,-30,-14,10,28,-14,20,10,0
1410,1410,0,-23682,-23990,-24334,-24606,-24742,-24906,-25184,-25424,-4,-30,-30,-24,-4,4,-14,10,0
1411,1411,0,-25424,-25536,-25694,-25796,-25696,-25760,-25796,-25740,-4,-14,4,26,-4,-14,4,26,0
1412,1412,0,-25632,-25568,-25440,-25376,-25104,-24890,-24758,-24558,-20,36,20,10,-4,-14,-14,10,0
1413,1413,0,-24178,-23958,-23686,-23372,-22892,-22590,-22164,-21708,-48,4,20,26,28,-14,4,-24,0
1414,1414,0,-21232,-20772,-20254,-19794,-19228,-18740,-18122,-17566,-32,20,-14,10,-4,-14,20,-8,0
1415,1415,0,-16912,-16280,-15670,-15016,-14286,-13618,-12932,-12198,-48,20,-14,-8,-4,4,-14,10,0
1416,1416,0,-11476,-10674,-9978,-9218,-8454,-7668,-6892,-6130,-32,4,4,10,28,-14,-14,26,0
1417,1417,0,-5340,-4514,-3654,-2872,-2094,-1254,-452,376,-32,4,20,10,-4,20,4,10,0
1418,1418,0,1142,1982,2798,3664,4412,5228,6016,6790,-20,36,20,42,-4,20,20,26,0
1419,1419,0,7536,8266,9086,9826,10568,11216,12000,12766,-4,-14,4,-8,12,-30,20,10,0
1420,1420,0,13332,14114,14752,15382,15962,16616,17182,17818,-48,4,4,-8,-4,20,4,26,0
1421,1421,0,18338,18820,19384,19932,20312,20844,21262,21742,-4,-46,4,26,-4,-14,-14,26,0
1422,1422,0,22092,22484,22874,23190,23456,23798,24038,24370,12,20,20,42,-48,4,20,10,0
1423,1423,0,24536,24708,24920,25086,25198,25278,25360,25492,12,4,-14,-24,-4,-14,20,10,0
1424,1424,0,25454,25502,25488,25532,25342,25294,25216,25086,-4,-30,4,26,-32,-14,-14,26,0
1425,1425,0,24910,24708,24552,24320,24042,23782,23482,23222,28,4,4,-24,-4,-30,-14,26,0
1426,1426,0,22794,22452,22080,21710,21236,20780,20264,19868,12,20,4,-24,-4,52,-14,58,0
1427,1427,0,19272,18724,18208,17642,16990,16436,15782,15170,-4,20,-14,-24,28,4,-14,26,0
1428,1428,0,14458,13816,13148,12440,11656,10912,10232,9470,-4,-14,-30,-8,-20,-30,4,26,0
1429,1429,0,8686,7946,7160,6320,5564,4770,3952,3130,-4,-14,-14,-8,-4,4,4,-8,0
1430,1430,0,2352,1556,700,-122,-968,-1708,-2530,-3394,-4,-14,-14,26,-48,-30,4,26,0
1431,1431,0,-4192,-5058,-5834,-6606,-7346,-8120,-8894,-9696,-32,36,20,10,28,20,4,10,0
1432,1432,0,-10404,-11062,-11848,-12592,-13300,-13960,-14708,-15338,12,4,20,10,-4,-14,4,-24,0
1433,1433,0,-15922,-16554,-17166,-17824,-18326,-18942,-19490,-20008,-4,20,4,10,28,4,4,10,0
1434,1434,0,-20394,-20974,-21486,-21956,-22216,-22638,-23092,-23486,-4,-14,20,-40,-64,-14,4,10,0
1435,1435,0,-23682,-24006,-24334,-24638,-24758,-24922,-25184,-25392,12,4,-14,-8,12,20,-14,-24,0
1436,1436,0,-25424,-25520,-25732,-25812,-25712,-25728,-25796,-25796,-4,-14,4,10,-4,20,4,-8,0
1437,1437,0,-25616,-25536,-25424,-25392,-25120,-24890,-24758,-24542,-4,4,4,26,-48,-14,-14,-24,0
1438,1438,0,-24194,-23942,-23702,-23372,-22908,-22542,-22212,-21812,-4,-14,20,-8,28,20,-14,-8,0
1439,1439,0,-21200,-20820,-20404,-19778,-19228,-18740,-18138,-17582,28,-14,4,26,-4,-14,-14,-8,0
1440,1440,0,-16896,-16280,-15670,-15048,-14302,-13650,-12964,-12198,12,20,4,-8,12,4,-14,-8,0
1441,1441,0,-11476,-10706,-9962,-9234,-8406,-7668,-6926,-6098,-48,4,-14,-8,28,36,4,26,0
1442,1442,0,-5340,-4466,-3670,-2904,-2078,-1270,-436,392,-4,4,4,-8,-48,-14,4,10,0
1443,1443,0,1142,1998,2782,3616,4428,5228,6016,6790,12,4,20,26,-4,-14,20,10,0
1444,1444,0,7520,8298,9054,9842,10552,11248,12016,12750,28,20,20,10,-4,-14,4,10,0
1445,1445,0,13364,14066,14752,15414,15962,16584,17198,17754,-48,4,-14,10,-4,36,4,-24,0
1446,1446,0,18276,18804,19384,19996,20360,20860,21278,21742,28,-46,4,26,-48,4,20,26,0
1447,1447,0,22092,22484,22842,23222,23440,23766,24054,24354,28,4,4,10,12,-46,-14,10,0
1448,1448,0,24520,24692,24888,25134,25166,25310,25376,25532,-4,20,20,-8,28,-14,-14,10,0
1449,1449,0,25454,25486,25472,25532,25374,25294,25200,25102,-4,-30,20,10,-20,-14,52,26,0
1450,1450,0,24894,24724,24552,24354,24042,23818,23498,23206,-32,4,4,-8,28,-14,4,10,0
1451,1451,0,22778,22468,22080,21726,21236,20812,20282,19852,-4,4,4,10,12,4,4,-8,0
1452,1452,0,19256,18756,18208,17658,16990,16420,15814,15138,12,4,-30,10,-4,36,4,26,0
1453,1453,0,14458,13816,13164,12472,11688,10912,10216,9502,12,4,20,10,-4,-14,4,26,0
1454,1454,0,8686,7946,7160,6352,5580,4776,3968,3164,-32,20,4,10,28,-14,20,26,0
1455,1455,0,2352,1540,700,-106,-952,-1724,-2554,-3378,-4,-14,4,10,12,-14,4,26,0
1456,1456,0,-4176,-5010,-5762,-6606,-7362,-8120,-8894,-9696,-4,20,4,42,12,20,-14,42,0
1457,1457,0,-10388,-11094,-11864,-12592,-13284,-13976,-14660,-15338,-4,-14,4,10,-4,4,4,10,0
1458,1458,0,-15938,-16554,-17166,-17808,-18342,-18942,-19458,-19976,-4,4,-14,-8,-32,-14,4,10,0
1459,1459,0,-20410,-20958,-21486,-21940,-22216,-22654,-23060,-23470,28,-30,4,-24,-48,4,36,42,0
1460,1460,0,-23698,-23990,-24318,-24606,-24726,-24922,-25200,-25392,12,-46,4,10,28,4,-14,-24,0
1461,1461,0,-25424,-25552,-25700,-25812,-25696,-25728,-25796,-25780,-4,20,4,10,-4,20,20,26,0
1462,1462,0,-25600,-25536,-25440,-25360,-25136,-24890,-24742,-24574,-4,36,4,10,-4,4,20,-24,0
1463,1463,0,-24210,-23942,-23702,-23372,-22908,-22574,-22164,-21740,-4,4,20,10,12,4,4,10,0
1464,1464,0,-21216,-20804,-20404,-19794,-19228,-18724,-18154,-17600,-4,20,4,-8,-48,-30,-14,10,0
1465,1465,0,-16912,-16280,-15670,-15016,-14302,-13634,-12948,-12182,44,20,20,-24,-4,-14,-14,-8,0
1466,1466,0,-11476,-10706,-9994,-9234,-8438,-7684,-6926,-6098,-4,-14,-14,-8,-48,-14,-14,10,0
1467,1467,0,-5372,-4466,-3654,-2888,-2110,-1270,-452,376,12,4,4,42,12,4,20,10,0
1468,1468,0,1156,1966,2814,3664,4406,5196,6016,6806,12,4,4,10,-4,-14,4,26,0
1469,1469,0,7504,8298,9070,9810,10568,11232,12032,12734,-48,4,20,-40,-4,4,-14,10,0
1470,1470,0,13364,14082,14752,15398,15978,16584,17214,17786,-20,-14,20,10,-64,20,4,26,0
1471,1471,0,18276,18836,19384,19964,20344,20860,21278,21774,28,4,-30,10,-4,20,-14,26,0
1472,1472,0,22092,22500,22842,23238,23456,23818,24078,24354,-48,4,4,10,-32,20,4,-8,0
1473,1473,0,24536,24724,24904,25118,25166,25294,25360,25516,-32,4,20,-8,-48,-14,4,26,0
1474,1474,0,25454,25486,25440,25548,25374,25310,25184,25118,12,4,-14,-8,28,4,36,-24,0
1475,1475,0,24878,24708,24536,24336,24058,23798,23466,23206,-4,4,20,10,-48,4,20,10,0
1476,1476,0,22816,22484,22096,21662,21180,20796,20314,19852,-4,-30,4,-24,-64,4,4,-8,0
1477,1477,0,19272,18724,18208,17626,17022,16436,15846,15154,28,-14,20,10,-48,-14,20,-24,0
1478,1478,0,14458,13848,13132,12424,11688,10928,10232,9452,-4,-14,-14,10,-64,-14,-30,26,0
1479,1479,0,8686,7930,7144,6336,5548,4808,3952,3130,28,36,20,10,12,4,4,10,0
1480,1480,0,2310,1508,700,-122,-968,-1724,-2562,-3378,-48,4,-30,-24,12,-30,-14,10,0
1481,1481,0,-4192,-5026,-5794,-6622,-7362,-8136,-8894,-9660,-32,-30,4,-8,28,-14,-14,-8,0
1482,1482,0,-10420,-11094,-11848,-12608,-13300,-13944,-14644,-15320,12,-14,20,-24,-4,-14,20,10,0
1483,1483,0,-15938,-16554,-17198,-17824,-18342,-18942,-19458,-20008,-4,20,-14,-8,-4,-14,-14,26,0
1484,1484,0,-20442,-21006,-21486,-21956,-22232,-22670,-23044,-23436,-4,4,20,10,12,36,20,-8,0
1485,1485,0,-23698,-23974,-24366,-24606,-24758,-24906,-25216,-25392,-4,-14,20,10,-4,36,4,26,0
1486,1486,0,-25456,-25568,-25732,-25796,-25728,-25696,-25780,-25796,12,4,4,-24,12,-14,4,10,0
1487,1487,0,-25616,-25488,-25456,-25376,-25104,-24906,-24774,-24574,-4,20,-14,-8,-48,4,-14,-8,0
1488,1488,0,-24194,-23958,-23686,-23372,-22908,-22574,-22196,-21828,-48,4,20,42,-32,20,4,10,0
1489,1489,0,-21200,-20820,-20388,-19794,-19212,-18740,-18138,-17582,28,4,-14,10,-4,20,4,-56,0
1490,1490,0,-16880,-16280,-15670,-15000,-14302,-13634,-12932,-12198,-20,20,-30,42,12,4,-14,-8,0
1491,1491,0,-11492,-10722,-9994,-9218,-8470,-7684,-6942,-6098,12,-14,-14,26,28,-14,4,10,0
1492,1492,0,-5356,-4482,-3654,-2888,-2078,-1254,-420,344,28,20,-14,10,-4,4,-14,-8,0
1493,1493,0,1156,1982,2830,3664,4390,5244,6032,6790,28,20,4,10,12,4,4,-8,0
1494,1494,0,7568,8298,9102,9858,10536,11282,12016,12730,12,20,20,42,-4,20,20,-8,0
1495,1495,0,13380,14098,14736,15414,15962,16600,17198,17818,-20,20,4,-40,-4,4,4,10,0
1496,1496,0,18306,18852,19384,19964,20360,20860,21262,21758,28,-14,20,42,28,4,-14,10,0
1497,1497,0,22060,22468,22842,23190,23456,23782,24054,24336,-4,36,4,26,12,4,20,-8,0
1498,1498,0,24504,24724,24904,25118,25182,25294,25376,25548,-48,20,36,26,28,4,36,-8,0
1499,1499,0,25454,25486,25472,25516,25390,25294,25184,25102,-4,-14,4,-8,-4,-14,20,10,0
1500,1500,0,24926,24708,24552,24370,24058,23766,23450,23190,-4,-14,20,-24,12,4,36,-24,0
1501,1501,0,22816,22452,22064,21726,21268,20796,20282,19868,-4,-14,-14,10,12,4,20,10,0
1502,1502,0,19288,18708,18176,17658,16990,16420,15830,15138,-4,4,20,-8,-4,20,4,-8,0
1503,1503,0,14442,13816,13148,12424,11688,10928,10264,9452,-4,-14,20,10,-4,36,20,10,0
1504,1504,0,8686,7946,7128,6352,5580,4754,3996,3146,-32,4,20,10,-48,-14,20,-40,0
1505,1505,0,2326,1508,700,-122,-968,-1756,-2554,-3394,-4,4,4,10,12,20,20,26,0
1506,1506,0,-4224,-5026,-5778,-6606,-7362,-8120,-8894,-9712,28,-30,4,-8,28,4,4,10,0
1507,1507,0,-10420,-11094,-11848,-12608,-13300,-13960,-14708,-15320,28,20,20,-8,28,-14,20,10,0
1508,1508,0,-15938,-16506,-17166,-17824,-18310,-18990,-19474,-19992,12,4,-14,-8,-4,36,20,26,0
1509,1509,0,-20410,-20974,-21518,-21956,-22216,-22654,-23076,-23470,-4,20,20,-40,28,-14,36,26,0
1510,1510,0,-23682,-24038,-24318,-24622,-24726,-24922,-25184,-25376,28,4,4,10,12,-30,4,-8,0
1511,1511,0,-25424,-25568,-25716,-25812,-25728,-25728,-25796,-25812,-4,-14,20,-8,12,20,36,10,0
1512,1512,0,-25632,-25536,-25456,-25392,-25120,-24906,-24774,-24574,-4,4,4,26,-4,4,20,26,0
1513,1513,0,-24178,-23942,-23686,-23420,-22892,-22558,-22180,-21844,12,20,-14,-24,-48,-30,4,10,0
1514,1514,0,-21248,-20788,-20372,-19794,-19212,-18756,-18122,-17550,28,4,4,-8,-4,20,-14,26,0
1515,1515,0,-16912,-16296,-15686,-15032,-14318,-13634,-13004,-12214,-20,20,-30,42,28,20,-14,26,0
1516,1516,0,-11460,-10738,-9962,-9250,-8454,-7684,-6926,-6130,12,20,36,26,-4,4,4,26,0
1517,1517,0,-5324,-4498,-3670,-2888,-2078,-1270,-436,360,-4,4,20,42,-4,20,-30,-24,0
1518,1518,0,1188,1950,2798,3632,4374,5228,6000,6774,-4,-14,4,26,12,36,4,-8,0
1519,1519,0,7552,8266,9086,9794,10536,11184,12048,12730,-20,-14,36,26,-48,-14,-30,10,0
1520,1520,0,13396,14066,14768,15382,15994,16516,17198,17786,28,4,20,-24,-48,-14,-30,10,0
1521,1521,0,18322,18836,19384,19932,20328,20828,21262,21758,-4,-14,-14,10,-4,-14,20,10,0
1522,1522,0,22092,22484,22842,23190,23472,23782,24094,24320,12,-14,36,10,12,-14,4,-8,0
1523,1523,0,24520,24692,24942,25070,25182,25310,25408,25516,12,20,20,26,-4,4,4,-8,0
1524,1524,0,25486,25486,25510,25492,25358,25310,25200,25102,-4,20,4,10,12,4,-14,26,0
1525,1525,0,24942,24708,24584,24354,24042,23766,23482,23222,-4,4,-14,-24,-4,-14,4,26,0
1526,1526,0,22794,22468,22064,21710,21220,20844,20298,19884,28,-14,4,10,-4,-30,4,10,0
1527,1527,0,19256,18724,18208,17658,17022,16388,15814,15186,12,4,-14,10,12,20,-14,26,0
1528,1528,0,14490,13880,13132,12440,11656,10944,10264,9436,28,52,4,10,-4,4,-14,-24,0
1529,1529,0,8670,7930,7160,6336,5564,4754,3952,3164,12,20,4,26,12,20,4,26,0
1530,1530,0,2342,1524,700,-122,-920,-1692,-2570,-3378,-48,4,-30,-40,-4,-14,36,-40,0
1531,1531,0,-4208,-5042,-5778,-6606,-7378,-8136,-8910,-9680,28,4,-14,10,12,36,4,26,0
1532,1532,0,-10420,-11094,-11864,-12592,-13284,-13976,-14692,-15320,28,-14,36,-8,12,20,4,10,0
1533,1533,0,-15938,-16506,-17166,-17840,-18342,-18926,-19442,-20008,12,-14,36,10,12,20,20,10,0
1534,1534,0,-20410,-20974,-21502,-21940,-22254,-22606,-23060,-23454,28,-14,20,-8,-4,-14,-14,-24,0
1535,1535,0,-23714,-23990,-24318,-24606,-24758,-24922,-25184,-25392,-48,-14,4,-8,28,-14,-14,10,0
1536,1536,0,-25440,-25568,-25700,-25812,-25744,-25760,-25780,-25796,-4,4,20,10,-4,4,20,10,0
1537,1537,0,-25632,-25536,-25456,-25376,-25120,-24890,-24790,-24574,-4,-30,-14,10,-48,20,4,10,0
1538,1538,0,-24210,-23958,-23686,-23356,-22908,-22542,-22164,-21812,44,-14,-14,10,44,-30,-14,26,0
1539,1539,0,-21216,-20772,-20372,-19794,-19212,-18740,-18122,-17600,12,-14,4,-24,-4,4,4,-8,0
1540,1540,0,-16928,-16264,-15654,-15048,-14302,-13634,-12932,-12246,28,4,4,10,-4,4,-14,10,0
1541,1541,0,-11492,-10706,-9946,-9250,-8470,-7668,-6860,-6130,-64,36,-14,10,12,4,4,-24,0
1542,1542,0,-5340,-4514,-3654,-2904,-2046,-1270,-452,360,12,20,4,-24,-48,-30,4,26,0
1543,1543,0,1188,1982,2814,3648,4390,5228,6032,6806,-4,4,-14,-8,-48,20,-14,-40,0
1544,1544,0,7552,8250,9118,9858,10552,11200,12032,12750,12,-14,-14,-8,-4,20,4,-24,0
1545,1545,0,13348,14050,14784,15382,15962,16600,17214,17786,-48,-14,4,26,12,4,-14,-8,0
1546,1546,0,18306,18820,19400,19964,20344,20876,21290,21758,-4,4,-14,10,28,-14,20,-8,0
1547,1547,0,22044,22484,22858,23190,23472,23766,24094,24354,12,4,20,-8,12,4,4,-8,0
1548,1548,0,24520,24724,24926,25102,25150,25262,25392,25516,-4,4,-14,42,-4,36,4,10,0
1549,1549,0,25454,25486,25526,25492,25358,25278,25232,25086,-20,36,36,26,-4,20,20,26,0
1550,1550,0,24910,24708,24552,24320,24058,23766,23482,23170,-48,-14,-14,-8,-48,20,4,26,0
1551,1551,0,22794,22484,22144,21710,21268,20812,20370,19852,-4,20,36,-24,12,-14,4,26,0
1552,1552,0,19272,18692,18240,17658,17006,16370,15798,15170,-4,-14,20,10,-4,4,4,-24,0
1553,1553,0,14426,13800,13164,12424,11688,10912,10216,9436,-4,-14,4,-56,12,4,4,42,0
1554,1554,0,8670,7914,7144,6352,5564,4738,3968,3146,-4,4,-30,26,-64,4,-14,26,0
1555,1555,0,2342,1492,668,-154,-968,-1724,-2554,-3410,28,4,20,-8,-4,36,-14,42,0
1556,1556,0,-4240,-5042,-5778,-6590,-7362,-8104,-8894,-9712,-48,-14,-14,26,12,20,4,10,0
1557,1557,0,-10404,-11078,-11880,-12608,-13316,-13960,-14692,-15338,12,36,4,-24,12,-14,4,-40,0
1558,1558,0,-15938,-16554,-17182,-17824,-18358,-18990,-19474,-20008,-4,20,4,26,-48,4,4,10,0
1559,1559,0,-20426,-20974,-21502,-21924,-22200,-22622,-23060,-23470,12,4,4,10,-4,-14,4,26,0
1560,1560,0,-23666,-24022,-24334,-24606,-24774,-24938,-25184,-25408,12,-14,20,42,-4,20,4,10,0
1561,1561,0,-25456,-25584,-25700,-25780,-25712,-25712,-25764,-25780,-4,-14,-30,-24,12,-30,4,26,0
1562,1562,0,-25648,-25600,-25440,-25376,-25120,-24922,-24758,-24558,-32,4,20,-24,-32,-30,-14,42,0
1563,1563,0,-24162,-24006,-23702,-23404,-22908,-22558,-22164,-21828,12,4,4,26,12,-30,-14,26,0
1564,1564,0,-21232,-20820,-20404,-19794,-19228,-18724,-18138,-17550,28,-14,20,26,-4,-14,4,10,0
1565,1565,0,-16912,-16328,-15670,-15048,-14286,-13650,-12932,-12182,-4,-14,-14,-8,-48,-14,20,10,0
1566,1566,0,-11460,-10722,-9962,-9250,-8470,-7684,-6876,-6130,-4,-14,4,10,12,4,4,26,0
1567,1567,0,-5324,-4498,-3654,-2888,-2062,-1254,-388,392,28,-30,4,-8,12,4,4,-8,0
1568,1568,0,1188,1998,2830,3648,4412,5228,6016,6790,12,-14,4,42,-4,4,-14,-24,0
1569,1569,0,7504,8282,9070,9858,10568,11232,12000,12750,-4,20,-14,-8,-4,20,4,-24,0
1570,1570,0,13364,14082,14752,15414,15994,16600,17214,17786,12,20,-14,10,12,20,20,10,0
1571,1571,0,18292,18788,19400,19964,20328,20860,21258,21758,-4,4,20,10,-48,20,20,-24,0
1572,1572,0,22044,22468,22842,23222,23456,23782,24078,24370,-4,-14,-14,-8,-48,4,20,10,0
1573,1573,0,24552,24740,24888,25102,25150,25278,25392,25516,12,4,20,42,12,20,36,10,0
1574,1574,0,25502,25454,25488,25532,25374,25294,25216,25102,12,4,20,10,28,-30,-14,26,0
1575,1575,0,24942,24692,24552,24320,24026,23766,23466,23222,28,4,20,42,12,-14,20,-8,0
1576,1576,0,22832,22484,22080,21710,21204,20828,20282,19868,12,4,4,10,12,-46,20,26,0
1577,1577,0,19256,18756,18224,17626,17022,16420,15814,15154,-48,-14,20,10,12,4,4,42,0
1578,1578,0,14474,13816,13164,12456,11656,10944,10232,9470,12,-14,4,42,-4,4,20,-8,0
1579,1579,0,8686,7930,7236,6352,5580,4792,3952,3130,-4,4,20,-8,28,-14,-14,-8,0
1580,1580,0,2310,1540,684,-106,-968,-1708,-2554,-3378,-48,4,-14,-24,-4,20,4,10,0
1581,1581,0,-4208,-5026,-5778,-6574,-7346,-8120,-8910,-9696,-4,-14,20,-8,-4,20,20,-40,0
1582,1582,0,-10436,-11078,-11864,-12608,-13284,-13960,-14692,-15354,12,36,4,10,-4,4,-14,-24,0
1583,1583,0,-15906,-16554,-17198,-17840,-18326,-18958,-19458,-19992,12,20,-14,42,-64,-14,4,-24,0
1584,1584,0,-20426,-20990,-21534,-21940,-22216,-22670,-23076,-23470,28,4,20,42,-4,-30,20,42,0
1585,1585,0,-23666,-23990,-24366,-24606,-24774,-24906,-25200,-25408,-4,-14,4,10,-4,4,4,10,0
1586,1586,0,-25456,-25552,-25732,-25828,-25760,-25776,-25796,-25780,-32,20,4,10,-4,4,4,26,0
1587,1587,0,-25632,-25568,-25440,-25360,-25104,-24890,-24774,-24574,-48,-14,20,42,12,4,20,26,0
1588,1588,0,-24210,-23904,-23718,-23388,-22924,-22542,-22196,-21844,-4,20,-30,10,-48,4,20,10,0
1589,1589,0,-21232,-20820,-20304,-19746,-19212,-18724,-18122,-17566,28,20,20,-8,-4,20,-14,10,0
1590,1590,0,-16928,-16280,-15670,-15016,-14334,-13666,-12932,-12214,12,4,20,-8,-4,-14,-14,-8,0
1591,1591,0,-11508,-10722,-9962,-9250,-8454,-7684,-6892,-6114,-4,-14,4,26,-64,36,4,-24,0
1592,1592,0,-5324,-4466,-3654,-2872,-2078,-1286,-436,360,28,4,-14,10,-32,4,4,10,0
1593,1593,0,1172,1982,2798,3648,4428,5228,6000,6790,-4,20,4,-8,-48,4,20,-24,0
1594,1594,0,7520,8266,9054,9842,10552,11200,12016,12730,-4,4,20,10,-64,-14,20,10,0
1595,1595,0,13364,14050,14736,15414,15946,16548,17214,17802,-4,-14,4,10,12,-14,20,26,0
1596,1596,0,18338,18836,19400,19964,20328,20860,21274,21758,-20,-14,4,-8,-4,4,4,10,0
1597,1597,0,22076,22484,22842,23186,23440,23766,24094,24370,-20,20,20,10,12,4,4,26,0
1598,1598,0,24520,24708,24888,25086,25166,25294,25408,25548,-4,-14,4,-8,-4,-14,20,42,0
1599,1599,0,25486,25486,25456,25476,25374,25294,25200,25086,12,4,20,26,12,-14,4,-8,0
1600,1600,0,24926,24776,24568,24336,24026,23750,23450,23170,12,4,-30,26,12,20,4,10,0
1601,1601,0,22794,22468,22096,21710,21220,20764,20298,19868,12,4,-14,10,28,-14,4,-8,0
1602,1602,0,19256,18724,18240,17642,16990,16420,15814,15138,-48,4,36,-8,28,-30,4,-24,0
1603,1603,0,14442,13816,13164,12472,11688,10944,10232,9436,-64,-14,-14,10,-48,-14,20,26,0
1604,1604,0,8686,7930,7160,6336,5548,4754,3968,3164,12,4,20,-24,12,-14,36,42,0
1605,1605,0,2326,1540,716,-122,-968,-1724,-2554,-3394,-48,20,20,26,-32,4,20,10,0
1606,1606,0,-4208,-5010,-5762,-6590,-7330,-8120,-8910,-9712,12,20,-14,10,-4,-14,4,26,0
1607,1607,0,-10404,-11094,-11864,-12592,-13284,-13976,-14692,-15370,-32,4,4,10,12,20,-14,10,0
1608,1608,0,-15922,-16522,-17166,-17840,-18294,-18926,-19458,-20008,-4,36,4,10,-64,36,4,10,0
1609,1609,0,-20426,-20974,-21518,-21924,-22254,-22638,-23076,-23454,12,4,-14,26,-32,-14,20,26,0
1610,1610,0,-23698,-23990,-24366,-24574,-24758,-24922,-25200,-25392,12,4,4,10,-48,20,4,26,0
1611,1611,0,-25408,-25616,-25700,-25812,-25728,-25744,-25780,-25796,12,36,4,-8,-4,4,20,-24,0
1612,1612,0,-25616,-25536,-25456,-25376,-25104,-24890,-24790,-24558,-48,36,52,10,-64,4,-14,-24,0
1613,1613,0,-24194,-23942,-23718,-23388,-22908,-22558,-22196,-21812,28,-14,20,10,-4,-14,-14,-40,0
1614,1614,0,-21200,-20788,-20372,-19810,-19212,-18724,-18138,-17550,-32,-14,4,10,-32,4,-14,10,0
1615,1615,0,-16928,-16280,-15686,-15048,-14286,-13634,-12964,-12214,-32,-14,20,10,-4,36,20,-8,0
1616,1616,0,-11492,-10690,-9962,-9250,-8438,-7668,-6844,-6098,-4,-14,36,10,-48,-14,20,10,0
1617,1617,0,-5340,-4450,-3686,-2872,-2078,-1270,-436,360,-32,-14,20,26,12,20,20,42,0
1618,1618,0,1142,1982,2782,3664,4412,5244,6032,6790,28,4,20,26,-48,4,20,10,0
1619,1619,0,7520,8330,9054,9826,10536,11266,12000,12714,-4,4,-14,42,-4,-14,4,10,0
1620,1620,0,13396,14066,14736,15430,15962,16548,17182,17802,-48,-14,20,-24,-4,-14,4,10,0
1621,1621,0,18322,18836,19384,19932,20360,20860,21278,21742,-4,-14,-30,42,-32,36,4,-8,0
1622,1622,0,22060,22484,22842,23238,23488,23798,24078,24354,-48,4,-14,10,-32,-14,4,-24,0
1623,1623,0,24520,24708,24888,25138,25198,25278,25392,25548,-4,4,-30,10,-4,4,-30,-8,0
1624,1624,0,25486,25486,25488,25516,25358,25310,25216,25134,-64,-14,-14,26,12,-30,4,10,0
1625,1625,0,24878,24724,24552,24370,24058,23850,23466,23206,-4,-14,4,-24,-4,-46,4,42,0
1626,1626,0,22816,22452,22080,21694,21220,20780,20282,19852,-4,20,-14,10,12,4,52,10,0
1627,1627,0,19256,18756,18176,17658,17022,16420,15814,15154,12,-14,20,26,12,-30,4,10,0
1628,1628,0,14474,13832,13116,12408,11688,10928,10216,9436,-32,20,4,42,-32,20,4,10,0
1629,1629,0,8686,7946,7160,6368,5548,4792,3952,3130,-4,20,4,26,-48,-30,20,26,0
1630,1630,0,2326,1556,700,-138,-968,-1676,-2546,-3378,12,4,4,26,28,20,-14,10,0
1631,1631,0,-4208,-5010,-5812,-6606,-7378,-8088,-8926,-9696,-4,4,20,10,-4,4,20,10,0
1632,1632,0,-10404,-11078,-11880,-12592,-13284,-13928,-14708,-15338,12,20,20,10,-4,-14,4,-24,0
1633,1633,0,-15954,-16554,-17198,-17824,-18310,-18958,-19474,-19992,-48,20,-14,42,-4,20,4,10,0
1634,1634,0,-20410,-20958,-21502,-21956,-22270,-22654,-23116,-23454,12,-14,4,26,-4,-14,4,10,0
1635,1635,0,-23682,-24022,-24350,-24622,-24758,-24890,-25200,-25408,12,-14,-14,10,-4,4,-14,26,0
