Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/time_8s_2
791,791,0,24852,24672,24468,24276,23928,23696,23408,23108,2,4,0,0,34,20,-18,-34,0
792,792,0,22664,22312,21896,21474,21002,20544,20066,19598,18,-12,0,32,2,-12,-34,0,0
793,793,0,19002,18482,17954,17354,16740,16094,15498,14860,18,-12,32,0,2,28,0,16,0
794,794,0,14106,13472,12756,12086,11274,10542,9810,9098,-14,-28,0,-34,-14,4,-34,16,0
795,795,0,8310,7504,6768,5948,5114,4318,3506,2702,18,4,0,0,2,20,0,0,0
796,796,0,1912,1034,238,-522,-1386,-2204,-3030,-3824,18,4,-18,-18,-30,-12,16,-18,0
797,797,0,-4594,-5458,-6274,-7034,-7780,-8590,-9372,-10086,34,4,-34,0,18,4,0,0,0
798,798,0,-10822,-11620,-12338,-13026,-13690,-14390,-15068,-15740,-14,4,0,16,2,-28,-18,32,0
799,799,0,-16314,-16954,-17596,-18156,-18758,-19256,-19948,-20272,-14,-28,0,16,18,-28,-34,-18,0
800,800,0,-20770,-21206,-21770,-22136,-22528,-22950,-23372,-23674,-30,4,16,16,18,-12,16,-18,0
801,801,0,-23900,-24256,-24544,-24780,-24920,-25142,-25346,-25516,34,44,16,0,-30,4,16,32,0
802,802,0,-25538,-25660,-25770,-25806,-25810,-25788,-25836,-25790,18,20,0,0,-14,4,0,0,0
803,803,0,-25618,-25612,-25490,-25288,-25042,-24886,-24710,-24438,2,4,16,32,2,-12,0,48,0
804,804,0,-24100,-23818,-23548,-23204,-22766,-22330,-22040,-21550,2,4,-34,-18,-30,-28,0,16,0
805,805,0,-21082,-20486,-20142,-19540,-18982,-18392,-17788,-17254,-14,-12,-18,0,2,4,16,-34,0
806,806,0,-16616,-15940,-15326,-14672,-13968,-13288,-12546,-11864,18,-28,0,0,-30,20,16,16,0
807,807,0,-11094,-10300,-9566,-8858,-8010,-7282,-6452,-5682,-30,-12,16,-18,-30,4,0,0,0
808,808,0,-4906,-4038,-3252,-2486,-1658,-804,14,818,-30,-12,-18,16,-14,4,0,0,0
809,809,0,1642,2458,3298,4024,4826,5672,6452,7224,-30,-12,0,0,-30,-12,16,16,0
810,810,0,7976,8758,9538,10238,10950,11702,12450,13120,-30,4,16,-18,-14,4,16,16,0
811,811,0,13754,14496,15168,15704,16342,16938,17584,18114,2,4,0,-18,2,-12,-18,0,0
812,812,0,18596,19212,19724,20224,20644,21134,21608,21912,2,4,-18,-34,18,-28,0,32,0
813,813,0,22314,22748,23058,23428,23646,23994,24292,24512,2,-12,16,0,-30,4,0,32,0
814,814,0,24710,24896,25048,25208,25284,25402,25494,25552,-14,20,-18,0,34,4,-18,0,0
815,815,0,25498,25550,25566,25520,25412,25270,25236,25094,2,-28,32,-18,2,4,0,16,0
816,816,0,24884,24688,24468,24276,23896,23680,23392,23108,2,-12,0,0,-30,-12,0,-18,0
817,817,0,22664,22312,21880,21458,20986,20528,20066,19566,2,-12,-34,0,-14,44,16,32,0
818,818,0,19002,18466,17954,17370,16740,16078,15482,14844,2,-44,16,0,-14,-12,0,-34,0
819,819,0,14138,13440,12740,12102,11290,10526,9810,9098,-46,4,-18,0,-30,-28,16,0,0
820,820,0,8294,7504,6708,5948,5146,4318,3538,2734,2,-12,0,-18,-14,20,0,-18,0
821,821,0,1912,1050,270,-586,-1402,-2204,-3030,-3856,18,4,0,-34,2,-12,-34,0,0
822,822,0,-4642,-5492,-6306,-7002,-7740,-8606,-9356,-10118,-14,-12,0,32,18,-12,0,0,0
823,823,0,-10806,-11572,-12354,-13010,-13674,-14406,-15100,-15692,34,-12,-18,-34,18,-12,16,16,0
824,824,0,-16282,-16922,-17580,-18156,-18726,-19240,-19900,-20272,18,4,0,0,2,-12,-34,16,0
825,825,0,-20786,-21190,-21786,-22120,-22512,-22950,-23356,-23674,-14,-44,16,16,2,-12,-18,16,0
826,826,0,-23932,-24224,-24544,-24764,-24920,-25126,-25362,-25532,-14,4,-18,0,34,4,-34,0,0
827,827,0,-25554,-25692,-25804,-25806,-25778,-25820,-25820,-25758,18,4,0,0,-46,4,-18,16,0
828,828,0,-25634,-25564,-25458,-25336,-25032,-24870,-24726,-24486,18,20,0,16,-14,-12,-18,16,0
829,829,0,-24084,-23834,-23548,-23220,-22766,-22330,-22088,-21502,18,4,16,16,2,4,0,32,0
830,830,0,-21098,-20520,-20142,-19556,-18982,-18376,-17820,-17238,2,4,0,16,2,-28,0,16,0
831,831,0,-16600,-15988,-15326,-14672,-13946,-13240,-12530,-11848,2,-28,16,32,18,-28,-18,16,0
832,832,0,-11110,-10300,-9598,-8842,-8042,-7266,-6452,-5714,-30,-12,0,16,2,-12,16,0,0
833,833,0,-4906,-4022,-3268,-2470,-1642,-800,30,802,2,-12,0,-18,-46,-28,32,0,0
834,834,0,1626,2410,3298,4024,4858,5672,6468,7256,2,-28,0,16,-14,-28,-18,16,0
835,835,0,7976,8710,9522,10238,10970,11670,12434,13104,18,4,-34,16,18,4,16,0,0
836,836,0,13754,14432,15168,15788,16358,16970,17552,18082,-30,-28,16,32,2,-60,16,-18,0
837,837,0,18628,19196,19740,20192,20644,21150,21592,21990,2,-28,-50,0,18,4,-18,16,0
838,838,0,22314,22732,23118,23452,23662,23968,24260,24512,-46,44,0,32,-14,4,0,0,0
839,839,0,24646,24864,25032,25176,25268,25434,25494,25586,2,20,-18,0,18,-12,16,-34,0
840,840,0,25562,25546,25558,25520,25348,25318,25220,25078,2,-12,0,16,2,-12,32,0,0
841,841,0,24884,24672,24452,24260,23928,23696,23392,23076,-14,20,-18,0,18,20,-18,-18,0
842,842,0,22648,22296,21880,21474,21018,20528,20066,19566,-14,-44,0,0,2,44,32,0,0
843,843,0,19018,18482,17938,17338,16740,16078,15482,14828,2,-12,-18,0,2,-12,16,0,0
844,844,0,14154,13456,12756,12086,11290,10510,9826,9082,2,-28,16,32,18,-28,0,0,0
845,845,0,8262,7488,6768,5964,5098,4302,3490,2686,2,-12,-34,32,2,-12,0,-18,0
846,846,0,1912,1066,270,-538,-1402,-2220,-3030,-3840,18,-12,-34,0,-14,-12,-18,-18,0
847,847,0,-4642,-5426,-6258,-7018,-7756,-8606,-9372,-10086,-30,-28,0,16,2,-28,-18,0,0
848,848,0,-10822,-11556,-12370,-13010,-13690,-14422,-15116,-15740,-14,-12,0,32,2,28,0,16,0
849,849,0,-16282,-16970,-17628,-18140,-18726,-19256,-19900,-20272,2,4,-18,48,-46,4,16,32,0
850,850,0,-20770,-21238,-21802,-22072,-22512,-22950,-23340,-23674,18,-12,-18,0,-14,4,-34,-34,0
851,851,0,-23900,-24256,-24560,-24764,-24920,-25142,-25362,-25516,18,4,-34,0,2,4,16,16,0
852,852,0,-25538,-25692,-25786,-25806,-25778,-25804,-25836,-25758,2,-28,0,32,-30,-12,32,-34,0
853,853,0,-25602,-25516,-25442,-25336,-25032,-24870,-24710,-24470,18,4,16,32,-14,-28,0,48,0
854,854,0,-24084,-23850,-23516,-23252,-22766,-22346,-22072,-21502,2,-28,32,-18,2,-28,0,0,0
855,855,0,-21050,-20486,-20126,-19556,-19014,-18360,-17820,-17270,-14,4,0,16,34,-12,-18,16,0
856,856,0,-16616,-15940,-15342,-14690,-13914,-13240,-12562,-11880,-46,4,-18,0,34,-12,-34,16,0
857,857,0,-11110,-10300,-9550,-8826,-8042,-7246,-6500,-5714,2,-12,0,-34,18,-12,0,-34,0
858,858,0,-4906,-4038,-3268,-2486,-1594,-816,62,834,18,4,0,0,2,20,0,0,0
859,859,0,1626,2458,3282,4040,4842,5704,6436,7240,-14,4,16,-18,-14,-12,0,0,0
860,860,0,7992,8758,9490,10238,10970,11686,12450,13088,-46,44,-18,-18,-30,-12,-18,16,0
861,861,0,13770,14480,15120,15756,16326,17002,17552,18140,2,-12,0,32,-14,-12,32,-34,0
862,862,0,18628,19212,19724,20192,20644,21166,21574,21960,-14,-12,16,0,-30,-12,0,0,0
863,863,0,22330,22716,23090,23428,23646,23994,24260,24528,2,4,-18,16,2,-28,-18,16,0
864,864,0,24678,24880,25048,25240,25300,25434,25494,25552,-14,4,32,0,-14,4,-34,32,0
865,865,0,25530,25566,25558,25520,25380,25338,25204,25078,2,4,0,-18,18,44,0,32,0
866,866,0,24900,24704,24468,24260,23928,23680,23376,23076,-14,4,-34,32,18,-12,16,0,0
867,867,0,22632,22328,21912,21474,21002,20528,20082,19598,-46,-44,0,16,34,4,0,0,0
868,868,0,19018,18498,17954,17386,16724,16110,15482,14876,-14,4,-18,-18,2,4,16,16,0
869,869,0,14138,13488,12788,12086,11274,10558,9866,9114,18,4,0,-34,2,-12,0,-18,0
870,870,0,8326,7472,6768,5980,5170,4350,3522,2726,2,-28,-18,0,18,-12,16,0,0
871,871,0,1912,1098,270,-570,-1402,-2188,-3014,-3808,-14,-12,16,-18,18,-12,0,-18,0
872,872,0,-4594,-5442,-6220,-6986,-7748,-8574,-9324,-10086,2,-12,0,0,-14,4,16,32,0
873,873,0,-10806,-11540,-12300,-13010,-13690,-14374,-15084,-15676,2,-12,0,16,18,20,-18,0,0
874,874,0,-16314,-16922,-17564,-18140,-18710,-19224,-19884,-20272,-14,4,16,32,-14,-12,0,-34,0
875,875,0,-20754,-21190,-21770,-22120,-22512,-22950,-23340,-23642,2,4,-34,-18,-30,-12,32,16,0
876,876,0,-23900,-24224,-24544,-24764,-24952,-25142,-25378,-25500,2,-28,-34,-18,18,-12,0,-34,0
877,877,0,-25538,-25692,-25786,-25790,-25794,-25836,-25786,-25774,-30,4,0,16,18,-12,-18,16,0
878,878,0,-25634,-25548,-25442,-25288,-25032,-24918,-24710,-24454,-30,-28,0,-34,18,4,0,0,0
879,879,0,-24076,-23834,-23548,-23236,-22782,-22314,-22072,-21502,2,4,0,0,-14,-12,0,-34,0
880,880,0,-21034,-20520,-20158,-19556,-19014,-18360,-17804,-17270,2,-28,16,0,2,4,0,-18,0
881,881,0,-16584,-15988,-15342,-14690,-13968,-13256,-12546,-11864,18,4,0,-18,2,4,0,-34,0
882,882,0,-11102,-10332,-9566,-8858,-8058,-7266,-6468,-5730,2,-12,0,16,2,-28,0,0,0
883,883,0,-4890,-4006,-3216,-2422,-1610,-800,-4,834,-14,-12,0,32,-30,-12,0,-34,0
884,884,0,1626,2442,3298,4072,4826,5704,6452,7208,2,-12,0,-34,2,4,16,0,0
885,885,0,7960,8774,9570,10190,10954,11718,12434,13088,-14,4,0,0,18,44,16,16,0
886,886,0,13786,14432,15152,15740,16310,16970,17584,18050,2,-12,16,-18,-14,20,32,0,0
887,887,0,18612,19212,19724,20150,20644,21134,21608,21928,-46,4,-34,32,18,-12,0,0,0
888,888,0,22346,22748,23134,23452,23646,24026,24260,24528,18,4,0,0,-30,4,16,0,0
889,889,0,24694,24864,25080,25224,25284,25450,25494,25586,-30,4,-18,0,2,-12,-18,0,0
890,890,0,25530,25566,25566,25504,25364,25338,25204,25078,34,44,16,0,18,4,16,0,0
891,891,0,24868,24704,24500,24244,23928,23680,23360,23076,2,-12,0,0,18,20,16,0,0
892,892,0,22632,22312,21880,21458,20986,20528,20082,19582,-30,-12,16,32,-14,4,0,0,0
893,893,0,18986,18466,17938,17370,16740,16094,15498,14844,-14,4,0,-18,-14,4,0,0,0
894,894,0,14074,13456,12740,12102,11258,10510,9794,9082,2,-12,0,0,2,4,16,0,0
895,895,0,8294,7488,6676,5948,5130,4334,3538,2710,-30,-12,16,0,2,-28,0,16,0
896,896,0,1896,1050,238,-538,-1402,-2220,-3030,-3856,-14,-12,0,-18,-14,-28,-18,0,0
897,897,0,-4642,-5442,-6258,-7050,-7796,-8590,-9372,-10070,-14,4,0,-18,-14,-12,-18,-18,0
898,898,0,-10838,-11604,-12338,-13010,-13690,-14390,-15084,-15724,-30,-12,16,16,2,-28,-18,0,0
899,899,0,-16330,-16938,-17596,-18108,-18726,-19240,-19916,-20272,-14,-12,0,-18,-30,4,0,16,0
900,900,0,-20818,-21190,-21786,-22120,-22512,-22918,-23372,-23674,18,-12,0,-50,18,44,-34,16,0
901,901,0,-23884,-24224,-24576,-24796,-24936,-25158,-25378,-25516,2,-12,0,0,-14,4,0,0,0
902,902,0,-25586,-25708,-25804,-25838,-25810,-25804,-25820,-25774,-14,44,-18,-34,2,-12,16,-34,0
903,903,0,-25634,-25548,-25490,-25304,-25064,-24870,-24726,-24486,-30,-28,0,16,18,-12,0,32,0
904,904,0,-24100,-23834,-23532,-23236,-22750,-22298,-22040,-21502,18,-28,0,16,-30,-12,16,0,0
905,905,0,-21098,-20552,-20190,-19572,-18982,-18408,-17852,-17254,2,-28,0,16,2,4,16,16,0
906,906,0,-16616,-15988,-15374,-14706,-13930,-13240,-12562,-11896,-14,-28,16,0,-30,4,0,0,0
907,907,0,-11086,-10332,-9566,-8858,-8058,-7282,-6452,-5730,18,4,16,0,2,-28,32,-18,0
908,908,0,-4906,-4038,-3216,-2438,-1626,-820,14,818,18,4,16,16,-30,20,0,-34,0
909,909,0,1610,2442,3298,4056,4842,5704,6452,7224,2,-12,-18,0,2,4,-34,16,0
910,910,0,7960,8774,9538,10222,10950,11734,12450,13088,2,-28,0,-34,-14,-12,0,0,0
911,911,0,13754,14496,15152,15740,16342,16938,17600,18098,-30,4,16,-34,2,4,0,0,0
912,912,0,18612,19164,19708,20176,20628,21150,21592,21928,-14,-12,-50,-18,-30,-12,0,16,0
913,913,0,22314,22748,23074,23468,23630,24010,24260,24528,-14,4,0,-18,2,28,16,0,0
914,914,0,24646,24864,25032,25208,25268,25402,25494,25552,-14,4,16,0,-14,-28,16,0,0
915,915,0,25514,25582,25526,25504,25380,25306,25204,25078,-30,4,0,16,-30,44,16,0,0
916,916,0,24868,24688,24452,24260,23928,23680,23360,23076,-14,-12,-18,16,-30,4,16,0,0
917,917,0,22648,22312,21912,21474,21018,20528,20066,19598,-14,-12,32,32,2,4,0,-18,0
918,918,0,18986,18466,17906,17354,16756,16094,15498,14844,-46,28,0,-18,18,-28,0,-34,0
919,919,0,14106,13472,12724,12086,11274,10542,9810,9082,2,28,0,0,-14,-12,16,0,0
920,920,0,8310,7504,6752,5948,5098,4318,3474,2710,-30,4,32,0,2,-12,16,0,0
921,921,0,1912,1082,238,-538,-1402,-2268,-3046,-3840,2,4,32,32,-14,-44,16,-18,0
922,922,0,-4642,-5492,-6290,-7018,-7802,-8606,-9356,-10102,2,-28,0,0,-14,-12,0,0,0
923,923,0,-10838,-11572,-12338,-12992,-13706,-14390,-15116,-15708,2,4,0,0,2,4,-34,-18,0
924,924,0,-16298,-16954,-17564,-18108,-18726,-19208,-19932,-20272,2,-12,16,16,2,20,-18,16,0
925,925,0,-20786,-21222,-21770,-22072,-22496,-22934,-23372,-23658,2,-12,0,-34,-46,4,16,0,0
926,926,0,-23884,-24256,-24560,-24764,-24920,-25158,-25378,-25484,-14,-12,0,16,2,-28,16,0,0
927,927,0,-25586,-25724,-25786,-25806,-25810,-25820,-25836,-25806,18,4,-34,0,-30,4,16,0,0
928,928,0,-25666,-25580,-25474,-25304,-25058,-24902,-24710,-24438,-30,-44,32,0,-14,4,-18,16,0
929,929,0,-24076,-23866,-23548,-23236,-22798,-22346,-22040,-21550,2,-28,0,32,2,4,0,0,0
930,930,0,-21066,-20502,-20158,-19508,-18982,-18392,-17804,-17270,18,-28,0,16,18,4,16,0,0
931,931,0,-16616,-15956,-15358,-14690,-13968,-13272,-12562,-11896,-14,-28,32,0,-30,-12,48,-18,0
932,932,0,-11126,-10332,-9582,-8858,-8074,-7250,-6468,-5682,2,-28,0,32,-46,-28,16,-18,0
933,933,0,-4874,-4038,-3290,-2486,-1642,-832,30,802,-30,-12,32,32,18,-12,16,32,0
934,934,0,1610,2458,3266,4072,4842,5688,6468,7256,-14,4,0,0,2,20,-50,-18,0
935,935,0,7976,8758,9522,10254,10938,11718,12418,13152,18,44,0,0,18,-12,16,0,0
936,936,0,13802,14464,15152,15788,16326,16938,17568,18114,18,28,32,-34,2,-12,0,0,0
937,937,0,18628,19212,19724,20224,20660,21150,21592,22054,-46,60,0,0,-14,-28,16,16,0
938,938,0,22314,22748,23074,23468,23662,24026,24244,24544,-14,-12,0,0,2,-44,0,16,0
939,939,0,24646,24880,25048,25240,25284,25434,25494,25586,2,-12,0,0,2,4,16,16,0
940,940,0,25562,25566,25542,25520,25380,25354,25204,25110,-14,-12,32,0,2,4,16,-18,0
941,941,0,24884,24704,24484,24276,23960,23680,23440,23108,18,-12,16,32,18,4,32,0,0
942,942,0,22648,22296,21896,21522,21018,20544,20098,19614,-14,-28,0,16,-30,-12,16,16,0
943,943,0,19002,18466,17922,17370,16756,16094,15498,14860,2,-12,32,16,34,4,-18,-18,0
944,944,0,14138,13472,12772,12102,11306,10526,9850,9114,2,-12,0,16,-30,4,0,16,0
945,945,0,8294,7520,6768,5980,5146,4318,3522,2726,2,20,16,0,-14,4,16,-18,0
946,946,0,1928,1066,238,-538,-1418,-2204,-3030,-3824,-14,4,0,-18,-30,-12,16,0,0
947,947,0,-4642,-5458,-6274,-7034,-7780,-8606,-9324,-10102,-30,4,0,-18,18,44,0,0,0
948,948,0,-10838,-11572,-12300,-13042,-13674,-14390,-15084,-15724,2,-12,16,0,2,4,0,-34,0
949,949,0,-16298,-16970,-17580,-18108,-18710,-19240,-19932,-20288,2,-28,-18,-18,34,-12,0,0,0
950,950,0,-20786,-21174,-21754,-22136,-22496,-22950,-23340,-23706,18,4,0,-50,2,-12,0,-18,0
951,951,0,-23868,-24256,-24544,-24780,-24904,-25158,-25346,-25532,18,-12,0,-34,2,20,-34,16,0
952,952,0,-25538,-25724,-25786,-25838,-25794,-25804,-25786,-25758,2,4,32,-50,2,-12,-18,0,0
953,953,0,-25634,-25548,-25474,-25288,-25016,-24870,-24694,-24486,18,4,0,-18,34,4,16,0,0
954,954,0,-24084,-23818,-23532,-23236,-22750,-22314,-22056,-21534,-46,4,32,0,2,-12,32,0,0
955,955,0,-21034,-20520,-20110,-19540,-18966,-18360,-17820,-17254,2,-12,16,16,2,28,32,16,0
956,956,0,-16584,-15988,-15374,-14690,-13946,-13224,-12578,-11848,-30,-12,0,-18,2,20,-18,-18,0
957,957,0,-11054,-10348,-9582,-8810,-8042,-7246,-6468,-5682,2,4,0,16,2,-12,-18,0,0
958,958,0,-4890,-4022,-3268,-2422,-1626,-788,-20,834,2,-28,0,0,-14,-12,0,16,0
959,959,0,1610,2474,3282,4072,4826,5672,6468,7240,2,-28,0,-18,-46,-12,0,32,0
960,960,0,7960,8758,9538,10238,10934,11686,12450,13120,2,-12,16,0,2,4,0,0,0
961,961,0,13770,14480,15168,15804,16342,16986,17600,18140,-30,20,16,0,18,4,0,16,0
962,962,0,18628,19196,19724,20224,20644,21150,21608,22006,-14,-44,0,16,-30,-12,-34,0,0
963,963,0,22330,22732,23090,23468,23678,24010,24260,24560,2,-12,48,16,2,-12,16,0,0
964,964,0,24662,24848,25064,25224,25300,25402,25494,25618,2,4,0,0,18,-12,-34,0,0
965,965,0,25546,25566,25558,25520,25380,25338,25236,25094,2,4,0,0,2,20,16,32,0
966,966,0,24900,24672,24484,24276,23928,23680,23392,23092,-14,4,0,16,2,-28,32,0,0
967,967,0,22680,22296,21880,21474,21002,20512,20066,19598,34,4,-34,-50,2,4,0,-18,0
968,968,0,19018,18466,17922,17338,16740,16110,15514,14860,2,-28,16,16,-30,-12,32,0,0
969,969,0,14122,13488,12756,12118,11290,10526,9826,9082,2,-28,32,-18,-14,4,0,32,0
970,970,0,8294,7504,6752,5932,5130,4318,3490,2686,34,-28,0,0,-14,4,-18,0,0
971,971,0,1928,1082,254,-538,-1386,-2204,-3046,-3840,-30,-12,16,16,18,-28,0,32,0
972,972,0,-4610,-5458,-6290,-7018,-7786,-8590,-9356,-10086,-30,-28,0,0,2,4,0,0,0
973,973,0,-10806,-11572,-12300,-13010,-13690,-14374,-15100,-15692,18,-12,0,0,18,4,-18,32,0
974,974,0,-16298,-16970,-17596,-18108,-18710,-19224,-19932,-20304,2,4,32,16,18,28,0,-18,0
975,975,0,-20770,-21190,-21770,-22088,-22496,-22950,-23340,-23674,-14,-44,16,0,-30,-28,16,0,0
976,976,0,-23868,-24256,-24560,-24796,-24888,-25174,-25394,-25484,2,-12,-18,16,2,-12,32,0,0
977,977,0,-25554,-25708,-25804,-25854,-25794,-25820,-25836,-25742,-14,44,32,0,34,-28,16,0,0
978,978,0,-25618,-25532,-25506,-25304,-25042,-24902,-24744,-24454,2,-28,16,-18,2,-12,16,16,0
979,979,0,-24060,-23866,-23548,-23220,-22734,-22314,-22056,-21534,34,4,16,0,-14,-12,0,0,0
980,980,0,-21034,-20502,-20174,-19508,-19014,-18392,-17852,-17270,-14,-44,0,-18,2,4,0,0,0
981,981,0,-16616,-16004,-15342,-14656,-13984,-13288,-12578,-11832,-14,4,16,-34,2,20,-34,-18,0
982,982,0,-11078,-10332,-9582,-8842,-8042,-7250,-6484,-5714,18,-12,-34,0,18,4,0,16,0
983,983,0,-4874,-4054,-3216,-2454,-1626,-816,14,818,-14,20,16,16,2,-12,-34,0,0
984,984,0,1642,2442,3298,4056,4826,5688,6484,7240,2,20,0,-34,2,4,16,16,0
985,985,0,7976,8758,9538,10254,10954,11702,12450,13088,2,-12,-18,16,2,-12,0,0,0
986,986,0,13754,14464,15152,15788,16326,16922,17568,18098,-30,4,0,16,-30,-12,16,-18,0
987,987,0,18644,19228,19740,20192,20644,21150,21574,21960,-14,-12,-18,-34,34,-12,0,16,0
988,988,0,22330,22732,23058,23428,23630,24010,24260,24528,-30,-12,0,-18,-14,-12,16,16,0
989,989,0,24646,24896,25096,25224,25300,25402,25510,25586,2,4,16,-18,-46,4,-34,32,0
990,990,0,25530,25582,25542,25552,25396,25286,25220,25110,18,20,16,-18,-30,-12,0,0,0
991,991,0,24900,24688,24452,24260,23960,23680,23392,23108,-46,-12,16,0,2,-12,0,16,0
992,992,0,22664,22328,21880,21474,21034,20528,20050,19566,-14,-28,32,0,2,4,16,0,0
993,993,0,18986,18482,17938,17354,16740,16110,15498,14860,-14,4,16,-18,2,-12,0,-34,0
994,994,0,14122,13456,12756,12102,11306,10542,9810,9082,2,-12,-34,16,34,-12,32,16,0
995,995,0,8310,7504,6692,5964,5146,4334,3522,2710,34,-12,32,16,2,20,0,0,0
996,996,0,1912,1034,254,-506,-1402,-2188,-3046,-3824,2,4,-34,-18,-14,-44,0,16,0
997,997,0,-4626,-5458,-6274,-7050,-7780,-8590,-9356,-10086,-14,-12,0,16,-30,4,0,0,0
998,998,0,-10854,-11572,-12300,-13026,-13690,-14390,-15132,-15740,18,-28,16,16,18,4,16,16,0
999,999,0,-16298,-16954,-17596,-18108,-18742,-19256,-19932,-20304,2,4,-18,-18,34,4,32,16,0
1000,1000,0,-20802,-21206,-21770,-22136,-22528,-22934,-23356,-23690,-14,-12,0,0,2,-44,-18,0,0
1001,1001,0,-23900,-24256,-24544,-24764,-24904,-25142,-25362,-25532,-30,4,0,16,18,4,0,-18,0
1002,1002,0,-25554,-25692,-25836,-25838,-25810,-25804,-25852,-25758,2,4,32,0,2,20,32,0,0
1003,1003,0,-25634,-25532,-25474,-25304,-25064,-24886,-24710,-24454,2,-28,-18,16,-30,28,0,-50,0
1004,1004,0,-24100,-23818,-23564,-23236,-22766,-22298,-22040,-21550,-30,-12,0,0,-30,4,-18,16,0
1005,1005,0,-21050,-20502,-20158,-19556,-18982,-18408,-17836,-17270,2,-12,0,0,2,4,32,0,0
1006,1006,0,-16632,-15956,-15310,-14690,-13968,-13256,-12578,-11864,-14,-12,16,0,-14,28,32,16,0
1007,1007,0,-11094,-10336,-9582,-8842,-8026,-7210,-6500,-5730,2,-12,0,0,-14,-12,16,-18,0
1008,1008,0,-4874,-4054,-3232,-2454,-1680,-756,30,802,34,-12,32,0,2,4,0,-18,0
1009,1009,0,1626,2458,3298,4040,4858,5672,6452,7224,2,4,32,16,2,-28,16,0,0
1010,1010,0,7976,8742,9522,10254,10970,11718,12450,13088,-46,-12,16,-18,-14,44,0,-34,0
1011,1011,0,13770,14432,15168,15756,16326,16906,17568,18082,2,-28,0,0,2,-12,16,16,0
1012,1012,0,18644,19196,19724,20208,20644,21102,21592,21912,-14,4,32,-18,2,28,-34,0,0
1013,1013,0,22346,22748,23058,23396,23678,24026,24260,24528,-46,4,-18,-18,2,44,0,-18,0
1014,1014,0,24662,24864,25064,25192,25332,25418,25510,25552,34,-44,-34,0,2,20,-18,0,0
1015,1015,0,25562,25546,25598,25504,25396,25318,25188,25078,2,4,-18,0,-14,4,16,-18,0
1016,1016,0,24900,24688,24484,24276,23928,23636,23408,23092,-14,-12,16,0,18,-28,32,0,0
1017,1017,0,22648,22312,21896,21474,21018,20512,20082,19598,-14,4,0,-18,2,-12,0,16,0
1018,1018,0,19002,18466,17906,17354,16740,16062,15466,14812,2,-12,16,-34,-14,-28,-34,-18,0
1019,1019,0,14122,13456,12740,12070,11306,10558,9794,9082,2,4,-18,32,18,4,0,16,0
1020,1020,0,8278,7504,6736,5916,5098,4334,3506,2686,-30,-28,16,32,2,4,0,32,0
1021,1021,0,1882,1034,206,-538,-1402,-2220,-3014,-3840,18,20,0,0,2,4,0,16,0
1022,1022,0,-4626,-5476,-6258,-7018,-7756,-8590,-9340,-10102,34,44,0,0,-30,-12,0,16,0
1023,1023,0,-10822,-11588,-12338,-13026,-13690,-14406,-15100,-15708,2,4,0,16,18,44,48,32,0
1024,1024,0,-16282,-16954,-17564,-18108,-18742,-19224,-19932,-20288,-46,-12,0,-34,-14,4,-18,0,0
1025,1025,0,-20802,-21190,-21802,-22136,-22528,-22934,-23340,-23674,18,-12,0,-18,2,-12,-34,-34,0
1026,1026,0,-23900,-24256,-24576,-24780,-24904,-25126,-25394,-25484,34,-12,0,-18,34,-12,32,0,0
1027,1027,0,-25538,-25708,-25786,-25854,-25762,-25804,-25852,-25774,2,44,-18,0,2,-44,0,0,0
1028,1028,0,-25650,-25580,-25474,-25320,-25058,-24886,-24726,-24470,2,-12,0,-18,-30,4,-18,-50,0
1029,1029,0,-24100,-23850,-23564,-23220,-22750,-22346,-22040,-21518,2,-28,16,0,-46,20,-18,32,0
1030,1030,0,-21050,-20486,-20126,-19572,-19030,-18424,-17836,-17254,-30,4,32,32,18,-12,32,16,0
1031,1031,0,-16600,-16004,-15342,-14722,-13946,-13256,-12610,-11848,2,-28,0,-18,34,20,-18,16,0
1032,1032,0,-11078,-10368,-9598,-8858,-8042,-7282,-6500,-5682,2,20,16,0,2,4,32,-18,0
1033,1033,0,-4890,-4022,-3284,-2454,-1626,-864,14,834,-30,-28,16,16,18,-28,-18,32,0
1034,1034,0,1610,2394,3266,4056,4842,5688,6452,7272,18,4,16,0,-30,4,16,0,0
1035,1035,0,7992,8774,9506,10270,10970,11718,12466,13136,18,4,16,0,-14,4,-34,-18,0
1036,1036,0,13754,14480,15152,15788,16294,16954,17584,18140,2,-12,16,-34,-30,-12,32,0,0
1037,1037,0,18660,19212,19740,20240,20612,21166,21574,21990,2,-12,16,-34,-14,-12,0,0,0
