Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/time_8s_2
254,254,0,-24100,-23850,-23580,-23236,-22766,-22346,-22072,-21550,34,-12,0,0,2,-28,0,-34,0
255,255,0,-21066,-20520,-20174,-19540,-19030,-18424,-17820,-17254,-30,60,0,16,18,4,-50,-18,0
256,256,0,-16600,-15988,-15326,-14690,-13946,-13288,-12594,-11864,2,4,0,-18,2,-12,16,16,0
257,257,0,-11110,-10368,-9550,-8842,-8042,-7230,-6484,-5714,2,-12,16,16,-14,-28,16,-18,0
258,258,0,-4906,-4038,-3216,-2470,-1610,-848,46,852,18,-12,16,48,34,-12,0,-18,0
259,259,0,1578,2442,3330,4040,4858,5704,6468,7240,2,4,-34,-18,-30,-12,0,16,0
260,260,0,7976,8774,9506,10274,10954,11702,12450,13104,34,20,0,16,2,-12,0,-18,0
261,261,0,13770,14464,15152,15804,16342,17018,17600,18188,-14,4,-18,16,2,4,16,0,0
262,262,0,18628,19228,19740,20272,20644,21198,21592,21976,-30,4,-18,16,-14,20,-34,16,0
263,263,0,22330,22780,23090,23518,23614,24042,24292,24576,18,4,-34,0,18,-12,0,16,0
264,264,0,24646,24896,25048,25256,25284,25466,25526,25634,-14,-12,-18,32,-14,28,0,16,0
265,265,0,25498,25582,25558,25552,25364,25370,25220,25094,2,28,0,48,18,-28,0,16,0
266,266,0,24916,24736,24500,24336,23928,23696,23440,23108,2,4,0,16,-14,-12,0,-18,0
267,267,0,22664,22296,21912,21522,20986,20560,20082,19614,18,4,0,-34,18,4,0,16,0
268,268,0,18970,18450,17922,17370,16756,16078,15530,14860,-14,4,16,16,-30,4,16,16,0
269,269,0,14122,13440,12788,12086,11258,10542,9866,9114,-30,4,16,0,-14,4,16,0,0
270,270,0,8294,7520,6784,5980,5114,4350,3522,2670,-46,-28,-18,16,-14,20,16,-34,0
271,271,0,1882,1050,270,-586,-1370,-2188,-2982,-3824,18,-12,0,-18,2,4,16,16,0
272,272,0,-4626,-5458,-6220,-7066,-7818,-8590,-9356,-10086,-14,4,16,0,-30,-28,0,16,0
273,273,0,-10806,-11556,-12338,-12992,-13674,-14406,-15100,-15692,-14,-12,32,0,2,-28,-18,0,0
274,274,0,-16314,-16970,-17580,-18124,-18726,-19256,-19916,-20304,2,-28,16,-18,-14,20,0,-18,0
275,275,0,-20802,-21206,-21738,-22104,-22528,-22966,-23340,-23674,-14,-12,16,16,18,4,-18,0,0
276,276,0,-23884,-24256,-24560,-24796,-24904,-25126,-25346,-25516,18,60,16,-18,-14,-12,16,16,0
277,277,0,-25554,-25708,-25770,-25806,-25762,-25804,-25820,-25758,-30,4,0,-34,18,28,32,16,0
278,278,0,-25618,-25548,-25506,-25304,-25058,-24886,-24726,-24454,2,-12,0,0,-46,-12,32,0,0
279,279,0,-24044,-23834,-23564,-23236,-22750,-22298,-22040,-21550,2,44,0,0,2,-12,-18,-18,0
280,280,0,-21050,-20486,-20158,-19508,-19014,-18424,-17820,-17222,18,4,-50,0,2,4,-34,-18,0
281,281,0,-16600,-16004,-15342,-14672,-13952,-13256,-12546,-11848,2,4,-18,-18,-14,4,16,-34,0
282,282,0,-11078,-10332,-9582,-8826,-8026,-7210,-6452,-5682,2,4,16,0,2,4,0,32,0
283,283,0,-4858,-4038,-3252,-2470,-1594,-788,-20,834,-30,-12,0,0,-30,4,32,32,0
284,284,0,1626,2458,3282,4120,4874,5688,6436,7240,2,20,0,32,-30,4,-34,-18,0
285,285,0,7976,8758,9538,10254,10954,11718,12466,13104,18,-12,-18,-34,-14,4,0,0,0
286,286,0,13754,14464,15184,15788,16358,16938,17568,18140,18,28,-18,-34,2,-12,0,16,0
287,287,0,18644,19196,19740,20224,20628,21150,21592,21992,2,4,32,16,18,4,0,0,0
288,288,0,22346,22748,23134,23484,23646,24026,24244,24544,-14,4,-34,0,2,-12,32,0,0
289,289,0,24678,24880,25064,25256,25300,25418,25526,25568,-14,20,-18,0,18,28,0,0,0
290,290,0,25530,25582,25542,25552,25380,25286,25236,25110,18,-44,0,16,2,-12,16,0,0
291,291,0,24868,24688,24500,24260,23928,23712,23392,23092,34,-12,0,16,-14,-28,-18,16,0
292,292,0,22648,22312,21912,21490,20986,20494,20082,19598,2,28,16,-34,2,-28,-18,-34,0
293,293,0,19018,18466,17970,17370,16740,16062,15482,14876,-46,-12,0,-34,2,-28,-18,-18,0
294,294,0,14106,13456,12772,12102,11290,10526,9866,9098,2,-12,0,0,2,-12,0,0,0
295,295,0,8310,7504,6736,5980,5114,4334,3538,2726,-14,4,-34,16,34,4,-18,32,0
296,296,0,1928,1018,238,-522,-1402,-2252,-3030,-3840,18,4,-50,32,18,-12,-18,-18,0
297,297,0,-4626,-5458,-6290,-7018,-7802,-8590,-9308,-10070,50,4,-18,32,2,-12,0,-18,0
298,298,0,-10822,-11588,-12338,-13010,-13722,-14406,-15084,-15724,-14,4,16,16,2,-12,32,0,0
299,299,0,-16314,-16970,-17564,-18156,-18710,-19240,-19932,-20304,2,4,32,0,2,20,16,0,0
300,300,0,-20770,-21222,-21770,-22120,-22512,-22966,-23324,-23690,2,4,0,0,-14,-12,-34,0,0
301,301,0,-23884,-24256,-24528,-24764,-24920,-25158,-25394,-25516,18,-44,0,32,34,-12,16,0,0
302,302,0,-25538,-25724,-25786,-25838,-25810,-25820,-25786,-25790,18,4,0,32,2,4,0,0,0
303,303,0,-25634,-25580,-25458,-25336,-25074,-24902,-24710,-24470,-46,-12,-34,-18,-14,-12,0,32,0
304,304,0,-24084,-23850,-23532,-23204,-22750,-22314,-22056,-21518,-14,-12,16,-18,18,20,-18,0,0
305,305,0,-21034,-20520,-20158,-19540,-19014,-18408,-17804,-17254,18,-12,16,32,18,4,16,16,0
306,306,0,-16600,-15988,-15310,-14690,-13946,-13256,-12562,-11848,2,-12,0,-34,-46,4,32,0,0
307,307,0,-11110,-10332,-9566,-8792,-8058,-7282,-6484,-5682,-14,4,-18,0,2,20,-18,0,0
308,308,0,-4890,-4038,-3268,-2422,-1648,-804,-4,834,18,-12,16,0,2,4,-18,0,0
309,309,0,1610,2442,3266,4056,4858,5672,6452,7224,18,-12,0,-18,2,4,16,0,0
310,310,0,7976,8758,9522,10222,10982,11686,12466,13104,-14,4,0,16,-46,4,16,0,0
311,311,0,13770,14480,15152,15724,16310,16954,17552,18124,34,4,-18,-18,2,-12,16,-34,0
312,312,0,18612,19196,19724,20192,20628,21118,21574,21976,-30,4,-34,16,2,44,16,0,0
313,313,0,22330,22748,23090,23428,23694,24010,24244,24528,2,-28,16,-18,2,4,16,32,0
314,314,0,24678,24864,25064,25208,25300,25418,25526,25552,-14,-12,16,-18,-14,-12,0,0,0
315,315,0,25514,25530,25542,25504,25348,25270,25204,25110,2,20,16,32,2,-28,0,-34,0
316,316,0,24884,24688,24468,24276,23944,23680,23392,23092,2,-28,16,16,2,4,0,0,0
317,317,0,22648,22296,21896,21490,21034,20544,20082,19598,-14,20,0,-34,18,-12,32,32,0
318,318,0,18986,18450,17922,17354,16772,16094,15498,14844,-30,-12,16,0,18,-28,16,0,0
319,319,0,14122,13456,12740,12102,11274,10526,9794,9050,2,-12,32,32,-14,28,0,-18,0
320,320,0,8294,7504,6752,5948,5138,4286,3490,2718,2,-28,0,16,2,4,0,0,0
321,321,0,1866,1034,222,-538,-1402,-2220,-3030,-3824,-30,4,32,0,2,-28,48,-18,0
322,322,0,-4610,-5442,-6290,-7034,-7818,-8622,-9372,-10086,2,-12,0,-18,-14,-12,16,0,0
323,323,0,-10838,-11604,-12338,-13026,-13722,-14390,-15132,-15740,2,-12,16,16,-30,-28,16,16,0
324,324,0,-16314,-16986,-17628,-18124,-18742,-19240,-19948,-20288,2,-12,16,-18,34,-12,0,16,0
325,325,0,-20818,-21238,-21802,-22136,-22528,-22966,-23388,-23690,-30,-12,-18,-18,2,4,16,-18,0
326,326,0,-23932,-24288,-24576,-24780,-24920,-25142,-25394,-25532,2,44,-18,32,2,-12,0,16,0
327,327,0,-25586,-25708,-25770,-25838,-25826,-25836,-25820,-25774,2,28,16,0,2,-12,-34,-18,0
328,328,0,-25666,-25580,-25474,-25336,-25106,-24918,-24726,-24454,-14,44,-18,0,2,-12,0,32,0
329,329,0,-24100,-23818,-23596,-23252,-22782,-22314,-22056,-21534,2,-12,32,-18,2,-12,0,0,0
330,330,0,-21050,-20502,-20174,-19556,-19014,-18376,-17804,-17254,-14,4,0,0,2,-28,16,0,0
331,331,0,-16600,-16004,-15342,-14706,-13946,-13272,-12546,-11880,-30,-12,32,-18,-14,-28,32,16,0
332,332,0,-11142,-10316,-9582,-8858,-8058,-7282,-6468,-5746,-14,-12,16,-34,18,-44,16,-34,0
333,333,0,-4906,-4022,-3268,-2486,-1642,-816,46,818,2,-28,16,32,18,44,0,0,0
334,334,0,1626,2426,3298,4088,4826,5688,6468,7208,-14,4,0,32,2,4,0,16,0
335,335,0,7992,8710,9522,10190,10982,11702,12466,13088,2,4,32,0,2,4,0,32,0
336,336,0,13786,14464,15136,15756,16342,16938,17568,18082,2,-12,32,-18,-14,4,0,0,0
337,337,0,18644,19180,19724,20192,20644,21150,21608,21944,2,-28,-18,-18,-14,4,-18,0,0
338,338,0,22346,22732,23090,23412,23630,23978,24260,24528,-14,-12,16,16,-14,4,0,-34,0
339,339,0,24678,24880,25064,25240,25316,25450,25494,25552,18,4,0,0,2,4,16,0,0
340,340,0,25546,25566,25566,25488,25348,25318,25220,25062,18,-28,16,16,2,-44,-18,0,0
341,341,0,24884,24672,24484,24244,23928,23680,23408,23092,2,-12,16,0,18,-12,32,16,0
342,342,0,22680,22312,21880,21474,21034,20528,20050,19582,-14,4,0,32,18,-12,16,-18,0
343,343,0,19002,18482,17970,17370,16772,16110,15514,14844,2,-12,32,16,-30,44,0,16,0
344,344,0,14138,13440,12804,12070,11274,10510,9866,9082,-46,4,0,0,-30,-12,-18,16,0
345,345,0,8310,7520,6752,5948,5114,4350,3522,2694,2,4,0,0,-30,4,-18,16,0
346,346,0,1928,1082,254,-522,-1386,-2204,-3046,-3840,-30,4,-50,0,2,-28,32,0,0
347,347,0,-4626,-5458,-6306,-7034,-7818,-8622,-9340,-10086,18,-28,16,0,2,44,16,-18,0
348,348,0,-10806,-11588,-12338,-13026,-13706,-14406,-15084,-15724,-30,4,16,-18,-14,-12,0,32,0
349,349,0,-16314,-16970,-17580,-18140,-18726,-19224,-19932,-20288,2,-12,0,-18,2,-28,-18,16,0
350,350,0,-20818,-21206,-21786,-22136,-22528,-22966,-23372,-23690,2,-28,0,16,34,4,16,-18,0
351,351,0,-23932,-24256,-24576,-24764,-24952,-25142,-25410,-25532,-14,-12,32,16,2,-28,0,-34,0
352,352,0,-25602,-25692,-25804,-25838,-25794,-25804,-25852,-25758,2,-12,16,0,2,-44,0,-34,0
353,353,0,-25666,-25580,-25506,-25304,-25074,-24886,-24726,-24486,-14,-12,-18,-18,2,-12,-18,0,0
354,354,0,-24084,-23866,-23580,-23268,-22798,-22362,-22088,-21550,18,-28,-34,0,2,4,16,-18,0
355,355,0,-21066,-20552,-20174,-19556,-19014,-18408,-17836,-17270,2,4,0,0,-30,4,0,16,0
356,356,0,-16616,-16004,-15374,-14690,-13968,-13256,-12578,-11880,2,-12,0,-18,-14,-12,16,16,0
357,357,0,-11110,-10368,-9566,-8858,-8042,-7282,-6468,-5730,-14,4,-34,-18,18,-12,0,16,0
358,358,0,-4874,-4038,-3284,-2454,-1680,-816,14,834,-14,20,16,-18,2,-12,16,-18,0
359,359,0,1642,2426,3298,4024,4842,5656,6468,7224,-14,4,16,-18,34,4,32,0,0
360,360,0,7976,8758,9554,10254,10954,11718,12482,13136,2,4,16,16,2,44,0,-34,0
361,361,0,13738,14464,15168,15820,16326,16970,17584,18140,18,-12,-34,0,18,20,0,-18,0
362,362,0,18612,19212,19740,20192,20660,21166,21574,21976,-30,4,0,0,-14,-12,0,16,0
363,363,0,22298,22732,23150,23468,23678,24010,24276,24560,-14,4,-18,16,-14,-12,0,0,0
364,364,0,24662,24896,25080,25240,25252,25434,25494,25602,18,4,32,16,-30,4,-18,16,0
365,365,0,25562,25566,25574,25520,25380,25302,25270,25110,2,4,16,-18,-14,44,16,-18,0
366,366,0,24884,24704,24468,24276,23928,23680,23424,23076,2,-28,32,0,-14,4,16,-18,0
367,367,0,22664,22312,21896,21538,21002,20560,20066,19614,18,44,-18,0,2,-12,16,-18,0
368,368,0,19002,18450,17938,17386,16740,16110,15514,14876,18,4,0,32,2,4,0,16,0
369,369,0,14154,13472,12788,12070,11274,10542,9850,9098,2,-28,0,64,2,-28,16,16,0
370,370,0,8278,7488,6692,5964,5114,4318,3538,2742,2,-28,-18,16,18,-28,16,0,0
371,371,0,1866,1066,238,-522,-1386,-2252,-3030,-3824,2,-12,16,32,-14,-12,16,-18,0
372,372,0,-4626,-5476,-6290,-7034,-7796,-8590,-9388,-10102,2,-28,48,16,-14,-12,16,-18,0
373,373,0,-10854,-11588,-12322,-13042,-13706,-14390,-15116,-15740,-30,4,16,16,34,4,32,16,0
374,374,0,-16314,-16954,-17580,-18108,-18742,-19256,-19916,-20304,2,20,0,16,34,-12,0,0,0
375,375,0,-20786,-21190,-21754,-22104,-22496,-22982,-23372,-23658,18,20,0,0,18,-28,0,32,0
376,376,0,-23900,-24240,-24560,-24764,-24936,-25174,-25394,-25516,-30,4,0,16,2,4,16,16,0
377,377,0,-25570,-25708,-25820,-25806,-25842,-25820,-25852,-25790,-30,4,-18,0,18,4,16,32,0
378,378,0,-25666,-25580,-25474,-25272,-25074,-24902,-24726,-24438,18,-28,0,16,2,-44,16,0,0
379,379,0,-24060,-23882,-23548,-23268,-22766,-22346,-22056,-21550,50,-12,0,0,2,-12,16,-50,0
380,380,0,-21066,-20536,-20142,-19556,-19014,-18376,-17820,-17238,18,60,32,0,2,-44,16,-34,0
381,381,0,-16616,-16004,-15342,-14672,-13984,-13256,-12546,-11816,-30,-12,16,-18,2,4,32,-18,0
382,382,0,-11094,-10332,-9566,-8810,-8058,-7266,-6468,-5682,2,4,0,0,-14,44,0,-18,0
383,383,0,-4874,-4038,-3284,-2422,-1610,-804,30,868,2,-28,-18,0,-14,-12,-18,0,0
384,384,0,1658,2442,3266,4072,4826,5672,6484,7224,2,-12,16,0,18,4,-34,-34,0
385,385,0,7992,8742,9522,10254,10966,11686,12466,13120,-30,-12,-18,16,-14,20,0,0,0
386,386,0,13786,14480,15152,15788,16326,16922,17600,18082,18,-12,-18,-34,-14,-28,0,-18,0
387,387,0,18612,19212,19724,20224,20660,21150,21574,21928,-14,20,-34,32,2,4,16,16,0
388,388,0,22314,22716,23090,23452,23678,23978,24260,24528,-14,4,0,16,18,4,-18,-18,0
389,389,0,24678,24848,25048,25224,25284,25402,25542,25552,2,-12,16,32,2,-12,0,16,0
390,390,0,25546,25562,25598,25504,25396,25334,25252,25094,-14,4,-18,32,18,20,-18,0,0
391,391,0,24868,24672,24452,24260,23960,23696,23392,23108,2,20,-18,16,-14,4,0,16,0
392,392,0,22680,22280,21896,21474,21018,20528,20082,19614,2,-28,0,16,2,-28,32,-18,0
393,393,0,19018,18434,17922,17402,16740,16110,15498,14876,18,4,0,32,-30,-12,0,0,0
394,394,0,14106,13456,12756,12086,11290,10510,9810,9098,2,-28,0,0,18,-28,0,16,0
395,395,0,8278,7488,6736,5948,5130,4334,3538,2670,2,20,-18,16,-14,-12,-18,-18,0
396,396,0,1912,1082,238,-554,-1434,-2236,-2982,-3824,2,-60,0,-18,18,-28,16,0,0
397,397,0,-4626,-5492,-6258,-7002,-7818,-8606,-9372,-10070,-30,-44,32,0,-14,-28,16,0,0
398,398,0,-10806,-11556,-12354,-13026,-13690,-14406,-15116,-15724,-30,-12,0,0,2,-12,0,16,0
399,399,0,-16298,-16938,-17596,-18140,-18710,-19240,-19916,-20272,18,-12,0,0,18,4,0,0,0
400,400,0,-20802,-21190,-21786,-22120,-22528,-22966,-23372,-23706,2,-28,0,0,2,-12,32,0,0
401,401,0,-23884,-24256,-24576,-24796,-24920,-25142,-25394,-25516,34,4,16,16,-14,-12,0,0,0
402,402,0,-25570,-25724,-25804,-25806,-25826,-25820,-25852,-25774,2,-12,0,-18,18,4,16,-34,0
403,403,0,-25650,-25564,-25490,-25304,-25048,-24934,-24760,-24470,50,-12,-18,16,34,-28,0,0,0
404,404,0,-24084,-23834,-23564,-23252,-22782,-22362,-22056,-21534,-14,4,0,0,2,4,0,-18,0
405,405,0,-21114,-20536,-20174,-19572,-19014,-18408,-17820,-17238,-30,60,0,16,34,-28,16,0,0
406,406,0,-16616,-16004,-15342,-14690,-13968,-13272,-12578,-11896,-14,-28,-18,0,34,4,0,16,0
407,407,0,-11126,-10332,-9598,-8858,-8058,-7282,-6500,-5714,-14,-12,16,0,2,-12,32,0,0
408,408,0,-4858,-4038,-3200,-2486,-1642,-848,14,834,50,-12,0,0,-14,-12,0,0,0
409,409,0,1594,2426,3266,4040,4842,5688,6484,7272,2,-12,16,16,-14,44,16,-18,0
410,410,0,7960,8726,9538,10254,10954,11702,12450,13136,-14,-28,16,16,2,-12,0,-18,0
411,411,0,13770,14480,15152,15804,16342,16986,17600,18172,2,4,-34,16,2,-12,0,0,0
412,412,0,18644,19212,19788,20240,20644,21134,21624,21992,18,-28,0,16,-14,4,0,16,0
413,413,0,22298,22748,23106,23452,23630,24010,24276,24544,2,-28,16,-34,18,-12,-18,-18,0
414,414,0,24662,24848,25080,25240,25284,25434,25510,25602,2,20,-34,16,2,4,0,32,0
415,415,0,25530,25598,25574,25552,25380,25306,25220,25126,2,-12,-18,0,-30,-28,0,16,0
416,416,0,24868,24720,24468,24292,23912,23696,23408,23108,2,-12,0,-18,2,-28,0,16,0
417,417,0,22616,22328,21912,21522,21002,20576,20082,19598,2,-44,16,-18,-14,-12,16,32,0
418,418,0,19002,18466,17938,17386,16740,16094,15498,14844,2,4,32,0,2,44,0,0,0
419,419,0,14106,13472,12788,12054,11290,10510,9866,9114,2,-12,-18,16,18,-12,16,0,0
420,420,0,8310,7504,6736,5980,5146,4334,3506,2718,-14,-28,-18,-18,2,-12,0,-34,0
421,421,0,1896,1066,270,-538,-1418,-2220,-3046,-3824,34,28,-18,0,18,-28,0,0,0
422,422,0,-4610,-5458,-6290,-7034,-7818,-8590,-9340,-10086,-14,-28,0,0,2,4,16,0,0
423,423,0,-10822,-11604,-12338,-12992,-13674,-14406,-15084,-15740,18,-12,0,0,-14,4,16,0,0
424,424,0,-16314,-16970,-17564,-18140,-18742,-19256,-19916,-20288,18,-12,0,16,-14,4,16,-34,0
425,425,0,-20786,-21206,-21786,-22088,-22496,-22918,-23340,-23658,2,-12,0,16,2,4,16,32,0
426,426,0,-23932,-24240,-24560,-24746,-24920,-25142,-25378,-25516,2,4,48,0,2,-28,0,32,0
427,427,0,-25554,-25724,-25836,-25838,-25810,-25804,-25836,-25758,-14,4,0,0,2,4,16,0,0
428,428,0,-25634,-25564,-25490,-25304,-25064,-24918,-24726,-24486,2,-28,16,0,-30,-28,32,-18,0
429,429,0,-24076,-23882,-23548,-23236,-22766,-22314,-22056,-21518,-46,4,0,32,-14,-12,0,16,0
430,430,0,-21050,-20520,-20158,-19556,-18998,-18392,-17788,-17238,-14,4,0,0,-30,4,0,0,0
431,431,0,-16600,-15956,-15358,-14672,-13968,-13240,-12546,-11832,-30,44,16,16,2,20,0,0,0
432,432,0,-11110,-10316,-9566,-8792,-8074,-7226,-6468,-5682,50,-28,-18,-18,2,-12,-18,16,0
433,433,0,-4906,-4022,-3284,-2438,-1658,-816,30,868,18,4,0,32,-62,4,0,0,0
434,434,0,1626,2442,3298,4104,4826,5704,6452,7240,2,-28,-34,0,18,-12,0,48,0
435,435,0,7944,8758,9554,10254,10938,11702,12450,13120,2,-12,-18,0,2,20,0,16,0
436,436,0,13722,14480,15120,15756,16326,16986,17600,18098,-30,-12,-18,0,2,4,16,0,0
437,437,0,18612,19196,19724,20224,20644,21150,21574,21990,34,4,-18,16,2,20,-34,32,0
438,438,0,22314,22748,23074,23452,23662,24010,24260,24528,18,20,-34,-18,-14,-12,16,16,0
439,439,0,24662,24880,25048,25224,25300,25418,25510,25586,18,-12,16,0,18,-12,-34,0,0
440,440,0,25546,25582,25558,25520,25396,25318,25220,25094,2,-12,32,0,2,-12,16,0,0
441,441,0,24884,24720,24484,24276,23944,23712,23360,23108,18,44,16,0,2,-44,32,32,0
442,442,0,22632,22312,21896,21490,21002,20544,20114,19582,-14,-28,0,16,34,4,-18,32,0
443,443,0,19050,18466,17954,17386,16740,16110,15530,14860,-30,4,16,16,-30,4,0,16,0
444,444,0,14122,13472,12772,12102,11306,10526,9850,9082,2,-28,0,0,-14,-28,-34,-18,0
445,445,0,8278,7456,6736,5948,5098,4318,3522,2702,18,4,-18,0,2,-12,16,-18,0
446,446,0,1896,1066,270,-522,-1402,-2220,-2998,-3774,-30,-28,32,16,2,20,0,0,0
447,447,0,-4642,-5476,-6258,-7018,-7802,-8590,-9356,-10052,18,-28,0,-34,2,-28,16,32,0
448,448,0,-10822,-11604,-12322,-13026,-13658,-14390,-15084,-15740,18,-12,16,16,2,4,16,16,0
449,449,0,-16330,-16954,-17580,-18140,-18710,-19224,-19900,-20288,-30,-12,0,16,-14,4,0,48,0
450,450,0,-20786,-21174,-21770,-22136,-22512,-22934,-23340,-23674,2,-28,16,0,-30,4,-18,-18,0
451,451,0,-23900,-24224,-24560,-24764,-24920,-25158,-25362,-25532,2,-12,0,16,-30,-12,16,16,0
452,452,0,-25602,-25692,-25754,-25806,-25778,-25852,-25836,-25774,18,-12,32,0,18,-12,48,16,0
453,453,0,-25650,-25564,-25442,-25304,-25032,-24902,-24710,-24454,2,-12,32,0,18,-28,-34,0,0
454,454,0,-24044,-23834,-23548,-23236,-22766,-22330,-22040,-21550,18,-12,32,-34,2,-12,48,-18,0
455,455,0,-21050,-20502,-20190,-19556,-19014,-18392,-17820,-17254,34,-12,0,-18,2,4,0,16,0
456,456,0,-16584,-15972,-15342,-14690,-13952,-13256,-12562,-11864,-14,4,0,0,2,4,16,-18,0
457,457,0,-11094,-10316,-9566,-8826,-8042,-7282,-6468,-5682,18,4,32,-18,2,60,0,32,0
458,458,0,-4906,-4006,-3306,-2470,-1626,-756,14,834,18,-12,0,-18,-14,20,-18,-18,0
459,459,0,1610,2490,3314,4104,4826,5704,6452,7256,34,-12,-50,-34,2,-12,16,-18,0
460,460,0,8008,8758,9522,10274,10970,11718,12466,13136,18,-12,0,-18,2,4,-18,16,0
461,461,0,13770,14464,15168,15804,16342,16970,17552,18172,2,-44,0,-34,2,-28,-18,0,0
462,462,0,18612,19196,19740,20224,20628,21160,21592,21976,-14,-12,0,0,-30,-28,16,32,0
463,463,0,22314,22748,23074,23484,23662,24010,24260,24528,2,-12,16,-18,-14,-12,0,16,0
464,464,0,24646,24880,25048,25224,25316,25418,25542,25568,2,4,0,0,2,4,16,0,0
465,465,0,25514,25598,25558,25552,25364,25370,25204,25062,-30,4,0,32,2,-12,0,0,0
466,466,0,24884,24688,24452,24276,23912,23712,23408,23092,-46,4,0,16,2,4,0,16,0
467,467,0,22632,22296,21896,21506,21002,20528,20066,19598,2,-28,0,16,34,-12,-18,16,0
468,468,0,19002,18450,17938,17354,16724,16094,15498,14876,18,4,-34,-18,-14,-12,16,32,0
469,469,0,14122,13456,12772,12102,11290,10526,9826,9082,2,4,0,16,-30,-12,32,-18,0
470,470,0,8278,7488,6708,5932,5114,4350,3538,2718,2,-12,0,32,2,44,-18,0,0
471,471,0,1912,1066,222,-538,-1402,-2204,-3030,-3824,18,4,0,0,-30,-12,32,-18,0
472,472,0,-4610,-5476,-6258,-7034,-7818,-8590,-9340,-10086,-14,-12,16,-34,2,4,0,32,0
473,473,0,-10790,-11604,-12300,-13042,-13722,-14406,-15116,-15740,-46,-12,-18,-18,2,4,16,0,0
474,474,0,-16298,-16954,-17580,-18140,-18694,-19256,-19932,-20288,-14,20,0,16,2,4,32,-18,0
475,475,0,-20786,-21206,-21786,-22104,-22528,-22950,-23372,-23690,2,-12,16,-18,18,-28,0,16,0
476,476,0,-23900,-24272,-24560,-24764,-24920,-25126,-25378,-25484,-14,-28,-34,-34,-14,20,0,16,0
477,477,0,-25586,-25724,-25786,-25806,-25746,-25804,-25804,-25790,18,-12,32,16,18,4,0,16,0
478,478,0,-25618,-25548,-25474,-25304,-25048,-24902,-24726,-24454,2,-28,16,32,-14,4,16,16,0
479,479,0,-24100,-23866,-23500,-23204,-22766,-22346,-22040,-21518,2,-12,32,-18,18,4,0,-18,0
480,480,0,-21034,-20502,-20174,-19572,-18998,-18408,-17804,-17238,-14,-12,32,-18,2,-28,0,32,0
481,481,0,-16568,-15972,-15342,-14690,-13968,-13240,-12546,-11832,-46,20,-18,16,2,-12,0,0,0
482,482,0,-11110,-10348,-9566,-8810,-8026,-7298,-6452,-5698,-30,4,-18,-18,-14,4,32,32,0
483,483,0,-4874,-4022,-3268,-2438,-1642,-848,30,834,34,4,0,16,18,-28,16,16,0
484,484,0,1626,2442,3314,4072,4826,5736,6468,7224,18,-12,16,0,18,-28,-18,0,0
485,485,0,7960,8758,9522,10222,10922,11686,12434,13120,-14,4,0,16,18,-12,16,-34,0
486,486,0,13754,14448,15152,15740,16310,16954,17568,18098,2,-12,0,16,2,4,0,32,0
487,487,0,18628,19164,19740,20208,20644,21150,21608,21944,18,-12,0,16,2,-12,0,-18,0
488,488,0,22330,22700,23058,23412,23662,24010,24260,24496,2,4,0,16,34,-12,-18,0,0
489,489,0,24678,24848,25048,25192,25316,25418,25510,25552,-30,4,16,-18,34,4,32,16,0
490,490,0,25546,25546,25558,25504,25380,25302,25204,25062,18,20,16,0,18,-12,16,16,0
491,491,0,24884,24672,24484,24276,23928,23664,23424,23092,34,-28,0,0,2,-60,0,-34,0
492,492,0,22648,22312,21864,21490,21018,20512,20066,19582,2,4,-18,16,-30,4,0,16,0
493,493,0,19034,18482,17922,17354,16724,16110,15498,14860,18,-12,-18,-18,-30,4,-18,16,0
494,494,0,14138,13456,12772,12086,11258,10510,9810,9098,-14,-28,0,16,2,20,0,0,0
495,495,0,8278,7520,6752,5964,5170,4334,3522,2702,-14,-28,16,0,-46,-28,-18,0,0
496,496,0,1912,1066,222,-538,-1386,-2204,-3030,-3824,34,-44,16,-18,18,-12,0,0,0
497,497,0,-4626,-5442,-6290,-7066,-7802,-8574,-9356,-10102,34,20,16,48,2,-12,-18,16,0
498,498,0,-10806,-11588,-12338,-13026,-13674,-14406,-15100,-15724,-30,-12,-18,0,-46,-28,-18,-34,0
499,499,0,-16314,-16970,-17580,-18108,-18742,-19256,-19948,-20272,-46,20,16,0,2,4,0,-18,0
500,500,0,-20818,-21190,-21754,-22120,-22528,-22950,-23372,-23658,18,-28,0,0,18,-12,-18,-18,0
501,501,0,-23932,-24256,-24592,-24780,-24936,-25126,-25378,-25532,2,-12,32,-34,2,4,-18,0,0
502,502,0,-25554,-25676,-25820,-25806,-25810,-25836,-25820,-25742,2,-12,0,0,2,-12,0,-18,0
