Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync
360,360,0,2,1800fc00,1
361,361,0,2,0800fc00,1
362,362,0,0,0800f8ff,1
363,363,0,2,f8fffc00,1
364,364,0,0,18000800,1
365,365,0,8,fcfff8ff,1
366,366,0,0,0800f8ff,1
367,367,0,2,e8fffc00,1
368,368,0,0,18000800,1
369,369,0,2,0800fc00,1
370,370,0,0,0800e8ff,1
371,371,0,0,0800f8ff,1
372,372,0,0,0800f8ff,1
373,373,0,0,e8ff1800,1
374,374,0,0,2800f8ff,1
375,375,0,8,fc001800,1
376,376,0,8,fc001800,1
377,377,0,8,fcfff8ff,1
378,378,0,0,f8ff1800,1
379,379,0,2,0800fcff,1
380,380,0,0,e8fff8ff,1
381,381,0,0,1800f8ff,1
382,382,0,0,e8ffd8ff,1
383,383,0,0,e8ff0800,1
384,384,0,0,0800f8ff,1
385,385,0,8,fcfff8ff,1
386,386,0,8,fcfff8ff,1
387,387,0,0,e8ff0800,1
388,388,0,8,fcfff8ff,1
389,389,0,8,fcfff8ff,1
390,390,0,8,fcffe8ff,1
391,391,0,0,0800d8ff,1
392,392,0,0,1800e8ff,1
393,393,0,0,f8ff0800,1
394,394,0,0,0800d8ff,1
395,395,0,0,f8ff2800,1
396,396,0,0,18000800,1
397,397,0,0,f8ff0800,1
398,398,0,2,f8fffcff,1
399,399,0,8,fc000800,1
400,400,0,8,fcfff8ff,1
401,401,0,0,0800f8ff,1
402,402,0,2,0800fc00,1
403,403,0,2,0800fc00,1
404,404,0,0,08001800,1
405,405,0,0,f8ffe8ff,1
406,406,0,0,f8ff1800,1
407,407,0,2,08007cff,1
408,408,0,0,0800f8ff,1
409,409,0,2,f8fffc00,1
410,410,0,0,18000800,1
411,411,0,0,f8ffe8ff,1
412,412,0,2,f8fffcff,1
413,413,0,2,e8fffcff,1
414,414,0,0,08002800,1
415,415,0,0,08001800,1
416,416,0,0,0800f8ff,1
417,417,0,0,1800f8ff,1
418,418,0,0,0800f8ff,1
419,419,0,0,e8ff1800,1
420,420,0,8,fcfff8ff,1
421,421,0,0,18000800,1
422,422,0,0,1800f8ff,1
423,423,0,2,1800fc00,1
424,424,0,2,2800fc00,1
425,425,0,0,0800e8ff,1
426,426,0,0,1800f8ff,1
427,427,0,0,e8fff8ff,1
428,428,0,2,2800fcff,1
429,429,0,8,fcfff8ff,1
430,430,0,8,fcfff8ff,1
431,431,0,0,18000800,1
432,432,0,2,0800fc00,1
433,433,0,2,1800fc00,1
434,434,0,0,f8ff0800,1
435,435,0,0,18000800,1
436,436,0,0,e8fff8ff,1
437,437,0,0,0800f8ff,1
438,438,0,2,0800fc00,1
439,439,0,0,f8ffd8ff,1
440,440,0,0,2800e8ff,1
441,441,0,0,0800f8ff,1
442,442,0,2,f8fffc00,1
443,443,0,0,f8ff0800,1
444,444,0,2,f8fffcff,1
445,445,0,0,08002800,1
446,446,0,0,0800e8ff,1
447,447,0,2,f8fffc00,1
448,448,0,8,fc000800,1
449,449,0,8,fc001800,1
450,450,0,8,fcfff8ff,1
451,451,0,0,0800f8ff,1
452,452,0,0,08001800,1
453,453,0,2,0800fc00,1
454,454,0,8,fcfff8ff,1
455,455,0,0,f8ff1800,1
456,456,0,0,08002800,1
457,457,0,0,f8ff2800,1
458,458,0,2,0800fcff,1
459,459,0,2,0800fc00,1
460,460,0,0,f8ff1800,1
461,461,0,0,f8ff0800,1
462,462,0,2,f8fffcff,1
463,463,0,8,fc000800,1
464,464,0,0,08001800,1
465,465,0,0,f8ff1800,1
466,466,0,0,f8ff0800,1
467,467,0,8,fc000800,1
468,468,0,0,28000800,1
469,469,0,0,e8ff0800,1
470,470,0,0,08001800,1
471,471,0,8,fcfff8ff,1
472,472,0,8,fcfff8ff,1
473,473,0,8,fc001800,1
474,474,0,0,18000800,1
475,475,0,0,18000800,1
476,476,0,0,0800f8ff,1
477,477,0,0,f8ff1800,1
478,478,0,2,2800fcff,1
479,479,0,8,fcffe8ff,1
480,480,0,0,f8ffe8ff,1
481,481,0,2,1800fcff,1
482,482,0,8,fc000800,1
483,483,0,8,fcfff8ff,1
484,484,0,0,1800f8ff,1
485,485,0,2,1800fc00,1
486,486,0,0,0800f8ff,1
487,487,0,8,fc001800,1
488,488,0,0,08001800,1
489,489,0,0,1800f8ff,1
490,490,0,0,e8fff8ff,1
491,491,0,0,0800f8ff,1
492,492,0,8,fcfff8ff,1
493,493,0,0,0800e8ff,1
494,494,0,0,08001800,1
495,495,0,0,e8fff8ff,1
496,496,0,0,f8ff0800,1
497,497,0,0,e8ff1800,1
498,498,0,0,e8ff0800,1
499,499,0,0,e8ff0800,1
500,500,0,0,1800f8ff,1
501,501,0,0,f8ff0800,1
502,502,0,2,0800fcff,1
503,503,0,0,0800e8ff,1
504,504,0,0,f8ff1800,1
505,505,0,2,0800fcff,1
506,506,0,2,1800fc00,1
507,507,0,0,0800f8ff,1
508,508,0,2,e8fffc00,1
509,509,0,0,f8ff0800,1
510,510,0,0,08001800,1
511,511,0,2,f8fffc00,1
512,512,0,2,08007cff,1
513,513,0,0,e8fff8ff,1
514,514,0,0,0800f8ff,1
515,515,0,2,0800fc00,1
516,516,0,2,0800fc00,1
517,517,0,2,e8fffc00,1
518,518,0,0,f8ff0800,1
519,519,0,2,0800fcff,1
520,520,0,2,0800fc00,1
521,521,0,0,e8ff2800,1
522,522,0,0,18002800,1
523,523,0,0,2800f8ff,1
524,524,0,8,fcfff8ff,1
525,525,0,0,0800f8ff,1
526,526,0,2,e8fffc00,1
527,527,0,8,fcfff8ff,1
528,528,0,8,fcfff8ff,1
529,529,0,0,0800e8ff,1
530,530,0,0,0800e8ff,1
531,531,0,8,fcffe8ff,1
532,532,0,0,18000800,1
533,533,0,8,fc000800,1
534,534,0,0,e8ff1800,1
535,535,0,0,28000800,1
536,536,0,0,28001800,1
537,537,0,0,f8ffe8ff,1
538,538,0,8,fc000800,1
539,539,0,0,0800e8ff,1
540,540,0,8,fcfff8ff,1
541,541,0,8,fcffe8ff,1
542,542,0,2,f8ff7cff,1
543,543,0,0,0800d8ff,1
544,544,0,2,f8fffc00,1
545,545,0,0,f8ffe8ff,1
546,546,0,2,0800fcff,1
547,547,0,2,0800fc00,1
548,548,0,8,fcfff8ff,1
549,549,0,0,e8fff8ff,1
550,550,0,0,28000800,1
551,551,0,0,2800e8ff,1
552,552,0,0,08001800,1
553,553,0,0,0800f8ff,1
554,554,0,2,0800fc00,1
555,555,0,0,08001800,1
556,556,0,2,d8fffc00,1
557,557,0,0,0800f8ff,1
558,558,0,8,fcfff8ff,1
559,559,0,0,0800f8ff,1
560,560,0,0,f8ff1800,1
561,561,0,2,1800fcff,1
562,562,0,2,e8fffc00,1
563,563,0,8,fcfff8ff,1
564,564,0,0,0800f8ff,1
565,565,0,2,1800fc00,1
566,566,0,8,fcfff8ff,1
567,567,0,0,18000800,1
568,568,0,0,0800f8ff,1
569,569,0,0,e8fff8ff,1
570,570,0,0,0800f8ff,1
571,571,0,0,0800f8ff,1
572,572,0,8,fcfff8ff,1
573,573,0,0,08001800,1
574,574,0,8,fcfff8ff,1
575,575,0,8,fc000800,1
576,576,0,8,fcfff8ff,1
577,577,0,8,fcfff8ff,1
578,578,0,0,f8ff0800,1
579,579,0,2,e8fffcff,1
580,580,0,8,fcfff8ff,1
581,581,0,0,e8fff8ff,1
582,582,0,0,e8ff0800,1
583,583,0,8,fc001800,1
584,584,0,8,fc001800,1
585,585,0,8,fcfff8ff,1
586,586,0,0,0800f8ff,1
587,587,0,0,0800f8ff,1
588,588,0,8,fcfff8ff,1
589,589,0,0,d8ffe8ff,1
590,590,0,2,0800fcff,1
591,591,0,0,0800f8ff,1
592,592,0,0,e8fff8ff,1
593,593,0,0,f8ffd8ff,1
594,594,0,0,f8ff0800,1
595,595,0,8,fc001800,1
596,596,0,8,fcfff8ff,1
597,597,0,8,fc000800,1
598,598,0,8,fcfff8ff,1
599,599,0,8,fc000800,1
600,600,0,8,fcfff8ff,1
601,601,0,0,18000800,1
602,602,0,8,fcfff8ff,1
603,603,0,8,fc000800,1
604,604,0,8,fc000800,1
605,605,0,0,0800e8ff,1
606,606,0,8,fcfff8ff,1
607,607,0,0,08001800,1
608,608,0,0,1800f8ff,1
609,609,0,0,f8ff0800,1
610,610,0,2,0800fcff,1
611,611,0,2,0800fc00,1
612,612,0,2,0800fc00,1
613,613,0,0,1800f8ff,1
614,614,0,2,f8fffc00,1
615,615,0,0,f8ff1800,1
616,616,0,0,28000800,1
617,617,0,8,fc000800,1
618,618,0,8,fcfff8ff,1
619,619,0,0,f8ff0800,1
620,620,0,0,f8ff0800,1
621,621,0,8,fc001800,1
622,622,0,8,fcfff8ff,1
623,623,0,0,f8ff1800,1
624,624,0,0,d8ff1800,1
625,625,0,0,0800f8ff,1
626,626,0,8,fcfff8ff,1
627,627,0,0,f8ffe8ff,1
628,628,0,0,18000800,1
629,629,0,0,f8ff0800,1
630,630,0,2,f8fffcff,1
631,631,0,8,fcffe8ff,1
632,632,0,8,fcfff8ff,1
633,633,0,0,f8ff1800,1
634,634,0,2,1800fcff,1
635,635,0,0,0800f8ff,1
636,636,0,0,08001800,1
637,637,0,0,f8ff1800,1
638,638,0,2,f8fffcff,1
639,639,0,2,f8fffcff,1
640,640,0,0,d8ff0800,1
641,641,0,0,e8ff0800,1
642,642,0,0,0800f8ff,1
643,643,0,2,0800fc00,1
644,644,0,0,f8ff1800,1
645,645,0,2,f8fffcff,1
646,646,0,2,0800fcff,1
647,647,0,2,f8ff7c00,1
648,648,0,8,fc000800,1
649,649,0,8,fcffe8ff,1
650,650,0,0,08001800,1
651,651,0,0,1800e8ff,1
652,652,0,0,0800f8ff,1
653,653,0,8,fcfff8ff,1
654,654,0,0,0800f8ff,1
655,655,0,8,fcfff8ff,1
656,656,0,8,fcfff8ff,1
657,657,0,0,0800f8ff,1
658,658,0,0,0800f8ff,1
659,659,0,2,e8fffc00,1
660,660,0,8,fc001800,1
661,661,0,8,fc000800,1
662,662,0,0,08001800,1
663,663,0,2,e8fffc00,1
664,664,0,0,08003800,1
665,665,0,2,0800fc00,1
666,666,0,8,fcfff8ff,1
667,667,0,0,0800f8ff,1
668,668,0,8,fcfff8ff,1
669,669,0,0,0800e8ff,1
670,670,0,0,0800f8ff,1
671,671,0,0,0800f8ff,1
672,672,0,0,0800e8ff,1
673,673,0,8,fcfff8ff,1
674,674,0,0,e8fff8ff,1
675,675,0,0,0800f8ff,1
676,676,0,0,0800e8ff,1
677,677,0,2,f8ff7c00,1
678,678,0,0,f8ff1800,1
679,679,0,8,fc000800,1
680,680,0,8,fcfff8ff,1
681,681,0,0,f8ff0800,1
682,682,0,2,0800fcff,1
683,683,0,0,e8fff8ff,1
684,684,0,0,18000800,1
685,685,0,0,08002800,1
686,686,0,0,e8fff8ff,1
687,687,0,8,fc000800,1
688,688,0,8,fc000800,1
689,689,0,0,08001800,1
690,690,0,0,0800d8ff,1
691,691,0,8,fcfff8ff,1
692,692,0,2,18007cff,1
693,693,0,0,1800f8ff,1
694,694,0,8,fc000800,1
695,695,0,0,f8ffe8ff,1
696,696,0,0,f8ff0800,1
697,697,0,2,e8fffcff,1
698,698,0,2,1800fcff,1
699,699,0,8,fcfff8ff,1
700,700,0,0,e8fff8ff,1
701,701,0,8,fc000800,1
702,702,0,0,f8ffe8ff,1
703,703,0,8,fc000800,1
704,704,0,8,fcfff8ff,1
705,705,0,0,f8ff0800,1
706,706,0,8,fc001800,1
707,707,0,0,e8fff8ff,1
708,708,0,0,2800f8ff,1
709,709,0,0,0800f8ff,1
710,710,0,2,e8fffc00,1
711,711,0,0,0800f8ff,1
712,712,0,0,f8ffe8ff,1
713,713,0,0,08001800,1
714,714,0,0,0800f8ff,1
715,715,0,2,f8fffc00,1
716,716,0,0,18000800,1
717,717,0,8,fcfff8ff,1
718,718,0,0,f8ff0800,1
719,719,0,2,0800fcff,1
720,720,0,8,fcfff8ff,1
721,721,0,8,fcfff8ff,1
722,722,0,2,f8ff7cff,1
723,723,0,0,0800e8ff,1
724,724,0,0,f8ffe8ff,1
725,725,0,2,f8fffcff,1
726,726,0,2,e8fffcff,1
727,727,0,0,0800f8ff,1
728,728,0,0,f8ff2800,1
729,729,0,0,e8ff1800,1
730,730,0,8,fcfff8ff,1
731,731,0,0,f8ff0800,1
732,732,0,2,0800fcff,1
733,733,0,0,1800d8ff,1
734,734,0,0,0800f8ff,1
735,735,0,2,0800fc00,1
736,736,0,2,1800fc00,1
737,737,0,0,f8ff0800,1
738,738,0,0,28000800,1
739,739,0,0,28000800,1
740,740,0,0,0800f8ff,1
741,741,0,8,fcfff8ff,1
742,742,0,0,0800f8ff,1
743,743,0,8,fcffe8ff,1
744,744,0,0,1800e8ff,1
745,745,0,8,fcfff8ff,1
746,746,0,8,fcfff8ff,1
747,747,0,0,0800f8ff,1
748,748,0,0,f8ff2800,1
749,749,0,8,fc000800,1
750,750,0,0,f8ff0800,1
751,751,0,0,e8ff1800,1
752,752,0,0,18000800,1
753,753,0,0,d8fff8ff,1
754,754,0,0,e8ff0800,1
755,755,0,8,fcfff8ff,1
756,756,0,0,0800e8ff,1
757,757,0,2,e8fffc00,1
758,758,0,0,e8fff8ff,1
759,759,0,0,f8ff0800,1
760,760,0,8,fc000800,1
761,761,0,8,fcfff8ff,1
762,762,0,0,0800f8ff,1
763,763,0,0,e8fff8ff,1
764,764,0,8,fcfff8ff,1
765,765,0,0,f8ffe8ff,1
766,766,0,0,e8ff0800,1
767,767,0,8,fc000800,1
768,768,0,8,fc000800,1
769,769,0,0,08001800,1
770,770,0,0,0800f8ff,1
771,771,0,0,0800f8ff,1
772,772,0,0,0800f8ff,1
773,773,0,0,28001800,1
774,774,0,0,f8ff0800,1
775,775,0,0,f8ff0800,1
776,776,0,8,fc001800,1
777,777,0,0,2800f8ff,1
778,778,0,0,f8ff0800,1
779,779,0,2,1800fcff,1
780,780,0,0,0800f8ff,1
781,781,0,2,0800fc00,1
782,782,0,2,08007c00,1
783,783,0,0,1800e8ff,1
784,784,0,0,18000800,1
785,785,0,8,fcfff8ff,1
786,786,0,8,fc000800,1
787,787,0,0,0800f8ff,1
788,788,0,0,1800f8ff,1
789,789,0,0,08002800,1
790,790,0,0,f8ffe8ff,1
791,791,0,0,f8ff0800,1
792,792,0,0,f8ffe8ff,1
793,793,0,0,e8ff1800,1
794,794,0,2,1800fcff,1
795,795,0,2,2800fc00,1
796,796,0,0,f8ff0800,1
797,797,0,2,d8ff7cff,1
798,798,0,8,fcffe8ff,1
799,799,0,8,fcfff8ff,1
800,800,0,0,f8ff1800,1
801,801,0,0,f8ff0800,1
802,802,0,2,f8fffcff,1
803,803,0,2,0800fcff,1
804,804,0,0,f8ffe8ff,1
805,805,0,2,e8fffcff,1
806,806,0,8,fcfff8ff,1
807,807,0,0,0800c8ff,1
808,808,0,0,e8fff8ff,1
809,809,0,0,08001800,1
810,810,0,2,0800fc00,1
811,811,0,8,fcfff8ff,1
812,812,0,0,e8ff0800,1
813,813,0,0,e8ff1800,1
814,814,0,0,0800f8ff,1
815,815,0,0,0800f8ff,1
816,816,0,0,f8ff2800,1
817,817,0,0,18000800,1
818,818,0,8,fcfff8ff,1
819,819,0,0,e8ffd8ff,1
820,820,0,0,08002800,1
821,821,0,0,08001800,1
822,822,0,8,fcfff8ff,1
