Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac4_int/tx_tdata[255:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac2_int/tx_tdata[255:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac3_int/tx_tdata[255:0],int_dac_top/top_dac4_int/syncb_buf,int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac2_int/syncb_buf,int_dac_top/top_dac3_int/syncb_buf,int_dac_top/top_dac3_int/syncb_logic,int_dac_top/top_dac4_int/syncb_logic,int_dac_top/top_dac1_int/syncb_logic,int_dac_top/top_dac2_int/syncb_logic,sysref_logic,sysref_o,int_dac_top/top_dac1_int/tx_aresetn,int_dac_top/top_dac3_int/tx_aresetn,int_dac_top/top_dac2_int/tx_aresetn,int_dac_top/top_dac4_int/tx_aresetn
479,479,0,0,bc2d5af5,2af76f2c2e0b081c1a1ee208142edef48c39f1e1623ff5d1053f7ac67e389fc0,0,ae09641d,ddd2313f17e3f83825f62c2d2a0af41c301de7095b2de2f51639dbe23c3faed2,0,0fd2f00a,8b08c7d388f43ce4a4e168f7b8d16c0b53c6511e93c03f2e08c1a739a6c76b3f,f,bcbcbcbc,efcdf017f0d41a210add6a290ae6ab30b4efad36c9f9483b07045f3e2a0edc3f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
480,480,0,0,ad38aec0,9739dbe1663fe3d1013f6fc672389cc05d2cfdc0f11b88c7c9089ad3c5f404e4,0,2c3ff5d2,471dce096d2dcaf52239c5e23f3f9cd22d3fe4c6ec38c2c01a2dd1c0de1c0ec7,0,77c75d3f,48c6681e90c0512e0dc1b239b2c76e3fd9d3f63e53e4543881f7302c850bb91b,f,bcbcbcbc,221483cb2f0a57c6f9ffa6c2c3f587c0d1eb08c063e22dc1b7d9edc306d237c8,0,0,0,1,0,1,1,1,0,0,1,1,1,1
481,481,0,0,29f5a9e3,4b2c01c1da1b94c7b008acd3adf41ae4c5e143f7d2d1470b64c6301e99c0252e,0,371de0c6,293fd9c6e138bfc0082dd5c0c71c19c7b609efd2b1f52ee3aee23ef68ad2430a,0,220b131c,ecd3f13e69e448389af71d2c9d0ba21b7e1e7208622e6ff4bd398de1723fa6d1,f,bcbcbcbc,5a10f83f031a773f0223563d1b2ba23919327534d037f02d183c3e26d63e901d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
482,482,0,0,a7c0e02d,afe15cf7c1d1600b59c6461e95c0372e06c1a239a0c7693fbed3fc3e31e46638,0,d1d2df09,9d0901d398f544e398e257f678d25c0acdc65d1dbbc07f2dd9c02d3925c7433f,0,643fecd1,941e5908732e56f4c83977e1753f95d1ec3e3ec63c388dc00b2c11c18b1bbec7,f,bcbcbcbc,7dd05bc941ca5ecf66c5a1d60cc2f3de47c01de825c0e4f1a5c108fcbdc44506,0,0,0,1,0,1,1,1,0,0,1,1,1,1
483,483,0,0,d6e39538,0ac1ad39acc76d3fd0d3f83e47e45a3875f7392c780bc41b5c1e9808482e94f4,0,f7c6343f,c2c6731db7c0902dddc0383931c7473f13d3253f5be3d53870f6f62c740ab11c,0,e61b8ec7,e83e33c630388ac0f92b16c1741bcac74008fed33df480e461e1b3f784d1b60b,f,bcbcbcbc,393f8d1b0040fb11233ff407a73cb9fd9f388cf32333b1e9572c69e06924efd7,0,0,1,1,0,1,1,0,0,0,1,1,1,1
484,484,0,0,032ef7f4,8ef7272c910bad1b731e7f085a2e7bf4b83998e1703fafd1f33e4ec64e3892c0,0,110a0a1d,25d3213f71e3ca3889f6e42c8d0a9a1c891d8409a22d7ff5443982e24b3f67d2,0,c9d1530b,270810d425f497e44be1ccf773d1cf0b28c6aa1e86c0852e1ac1d339d6c7783f,f,bcbcbcbc,a0c582088fca8412ddd00d1c5fd8df24e5e0be2c37ea783318f4e13847fed53c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
485,485,0,0,7e389fc0,c23982e1733f9ed1ef3e43c642388ec0142c0fc1971bb8c76608e3d363f45ee4,0,3c3faed2,a01d6b09b42d66f54f396be24f3f55d21d3fb7c6be38b3c0d22ce1c0841c3cc7,0,a6c76b3f,1dc6c01e83c0962e1fc1dd39e2c77b3f22d4e33eaee42438e5f7e72be80b5e1b,f,bcbcbcbc,8a2234d6801902cfcf0f11c9b70588c479fb85c159f11cc099e755c078de30c2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
486,486,0,0,c5f404e4,022c14c1801bc4c74d08f5d34af475e46ce1a7f78dd1aa0b38c6891e8bc06b2e,0,de1c0ec7,183facc6b238b0c0c02ce5c06d1c48c7520937d34ef588e355e2a1f644d2a60a,0,850bb91b,35d4df3ec4e41838fef7d42b000c471bd61e0e08a72e0cf4e83935e17e3f61d1,f,bcbcbcbc,88007e3dbc0a893fa914f33f0f1eba3eb026e63b532e8937c734c031e039b12a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
487,487,0,0,99c0252e,56e1c0f77bd1c30b2dc69f1e88c07c2e18c1cd39d0c7763f07d4ea3e8ce43638,0,8ad2430a,390949d335f59ee33fe2baf632d2bf0aa0c6b61dacc0c52deac05a3953c7523f,0,723fa6d1,ec1ef607b82ef3f3f3391fe1823f50d1da3e13c60c3880c0c22b24c1301beec7,f,bcbcbcbc,93dccfc286d496c697cdd5cbf2c76ad2bcc32ada12c1e2e204c059ec9ac051f6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
488,488,0,0,31e46638,1dc1d839dcc77a3f19d4e63ea2e42a38d9f7f02bdb0b691bb51e34088d2e31f4,0,25c7433f,95c6cc1da8c0d72deec065395fc7563f5bd3143fb5e3a738d3f6ae2cd70a571c,0,8b1bbec7,d53e08c600387dc0b02b29c11a1bfac7dd0747d4dbf3dbe409e117f83fd1190c,f,bcbcbcbc,cd3afd28143e9f20c43f6b17d23f9e0d3e3e7803113b3bf962362aef4d3088e5,0,0,0,1,0,1,1,1,0,0,1,1,1,1
489,489,0,0,482e94f4,f2f7de2bf40b521bcb1e1b089f2e18f4e33940e17d3f6ad1e13e23c61e3885c0,0,740ab11c,6dd3103fcbe39b38ecf69c2cf00a401ce31d2009e82d1cf5703929e2593f20d2,0,84d1b60b,c40759d4c2f3f2e4f3e030f82ed1320cfdc5021f7ac0ca2e2dc1fd3906c8853f,f,bcbcbcbc,f3c08cf882c3c8029ec7f20c2bcdc71606d4072001dc7528e8e4d92f81ee0436,0,0,0,1,0,1,1,1,0,0,1,1,1,1
490,490,0,0,4e3892c0,ed392ae1803f59d1dc3e18c6123882c0cb2b21c13c1be8c702082cd400f4b9e4,0,4b3f67d2,f91d0809fa2d03f57b3912e25d3f0fd20c3f8ac68f38a5c08a2cf2c02a1c6bc7,0,d6c7783f,f3c5181f77c0db2e32c1083a13c8883f6cd4d03e09e5f43749f89d2b4a0c031b,f,bcbcbcbc,cc2e7fe33b27b8daaa1ee6d24f153ccc690be5c6380104c3fff6b3c001ed01c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
491,491,0,0,63f45ee4,b92b26c1251bf4c7e9073ed4e7f3d0e414e10af848d10d0c0dc6e11e7ec0b02e,0,841c3cc7,073f7fc68338a1c0782cf6c0131c77c7ef087fd3ebf4e2e3fce105f7fdd1090b,0,e80b5e1b,7ed4cb3e1fe5e73762f88b2b630cec1a2e1fab07ec2ea9f3133adde08b3f1dd1,f,bcbcbcbc,aef03137cafaa73b0805963e250feb3fde189d3ff521ae3d2d2a2a3a51312935,0,0,0,1,0,1,1,1,0,0,1,1,1,1
492,492,0,0,8bc06b2e,fee023f836d1250c03c6f71e7bc0c12e2bc1f83900c8833f50d4d73ee6e40638,0,44d2a60a,d60891d3d2f4f8e3e6e11ef7ecd1220b74c60f1e9ec00b2efbc0863982c7613f,0,7e3f61d1,441f9207fd2e91f31d3ac7e08e3f0cd1c73ee8c5db3774c0792b37c1d51a1fc8,f,bcbcbcbc,ddea12c080e160c1ead848c454d1b7c8f1ca91cee9c5b0d55fc2e3dd68c0f6e6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
493,493,0,0,8ce43638,30c1033a0cc8863f63d4d33efde4fa373cf8a72b3e0c0e1b0d1fd007d22ecef3,0,53c7523f,69c6251e9ac01d2effc091398ec7643fa3d3033f0fe4783837f7662c3b0bfc1b,0,301beec7,c23edec5cf3771c0662b3cc1be1a2bc8790791d478f336e5b1e07bf8fbd07c0c,f,bcbcbcbc,b832e0334c383b2d6e3c6e25053fab1cfe3f2c13543f30090a3df7fe3139c5f4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
494,494,0,0,8d2e31f4,55f8942b570cf71a231fb707e32eb6f30d3ae8e0893f25d1ce3ef8c5ed3778c0,0,d70a571c,b5d3ff3e26e46c3850f7542c530be61b3b1ebd082e2eb9f49c39d0e1673fdbd1,0,3fd1190c,6007a3d45ff34de59be094f8ead0940cd3c55a1f6ec00e2f41c1283a37c8913f,f,bcbcbcbc,31c00de938c0e0f2e1c109fd21c54507e3c9521107d0ed1a67d7d823d0dfd82b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
495,495,0,0,1e3885c0,183ad2e08c3f14d1c93eedc5e13775c0822b35c1e11a19c89e0775d49df314e5,0,593f20d2,511ea4083f2ea0f4a739bae16b3fc9d1fa3e5ec6603897c0422c04c1cf1b9ac7,0,06c8853f,c9c5701f6bc01f2f46c1323a44c8943fb6d4bd3e64e5c237adf8542bad0ca71a,f,bcbcbcbc,253890f28632c1e89c2b8adf942328d7a31ad1cf0311b7c9f40601c5b7fccdc1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
496,496,0,0,00f4b9e4,6f2b39c1ca1a25c8850787d484f32be5bce06ef803d16f0ce3c5391f72c0f42e,0,2a1c6bc7,f63e53c6543893c0302c08c1b91ba6c78b08c7d388f43ce4a4e168f7b8d16c0b,0,4a0c031b,c8d4b83e7be5b637c6f8412bc60c911a851f4707302f47f33d3a85e0963fd9d0,f,bcbcbcbc,c7e1752d2aeb103416f5553949ff233d81095f3f7a13fd3ff41cf63eb025533c,0,0,1,1,0,1,1,0,0,0,1,1,1,1
497,497,0,0,7ec0b02e,a6e087f8f2d0880cd8c54f1f6fc0052f3ec1223a31c88f3f9ad4c43e42e5d537,0,fdd1090b,7208d9d36ff453e48de181f7a6d1850b48c6681e90c0512e0dc1b239b2c76e3f,0,8b3f1dd1,9b1f2e07412f2ef3473a70e0993fc8d0b33ebec5aa3768c02f2b4bc17a1a50c8,f,bcbcbcbc,78fa4fc15ef00fc0abe672c09edd75c272d50cc65ece1fcb8ec88dd12bc42bd9,0,0,0,1,0,1,1,1,0,0,1,1,1,1
498,498,0,0,e6e40638,43c12d3a3ec8923facd4bf3e59e5c937a0f85d2ba10cb31a651f6c07162f6cf3,0,82c7613f,3ec67e1e8dc0622e11c1bd39bec7723fecd3f13e69e448389af71d2c9d0ba21b,0,d51a1fc8,ae3eb4c59d3765c01c2b50c1631a5dc81507dbd416f392e55ae0dff8b7d0de0c,f,bcbcbcbc,7c27893b032f073757351c314c3aef29c33db021a63f9318e73fd50e853eb604,0,0,0,1,0,1,1,1,0,0,1,1,1,1
499,499,0,0,d22ecef3,b9f84a2bb90c9c1a7b1f5307272f53f3373a90e0953fe1d0ba3ecec5bc376cc0,0,3b0bfc1b,fed3ec3e80e43c38b3f70b2cb60b8b1b941e5908732e56f4c83977e1753f95d1,0,fbd07c0c,fc06edd4fdf2a9e544e0f8f8a6d0f70caac5b11f63c0522f55c1513a69c89c3f,f,bcbcbcbc,68c3fbdae5c0c8e300c04fedbfc050f71dc389010ac7b90b6ccc9c1520d3f11e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
500,500,0,0,ed3778c0,423a7be0983fd0d0b53ec3c5b0376ac0382b48c1851a4ac83a07bfd43af36fe5,0,673fdbd1,aa1e4008852e3df4d33961e1783f84d1e83e33c630388ac0f92b16c1741bcac7,0,37c8913f,9fc5c71f60c0632f5ac15c3a75c89f3f00d5a93ebfe5913711f9092b0f0d4c1a,f,bcbcbcbc,003e7702ac3a3bf8d83532eea32f9ee43528bddbc01fcbd37b16facca20c77c7,0,0,0,1,0,1,1,1,0,0,1,1,1,1
501,501,0,0,9df314e5,252b4dc16e1a56c82107d1d422f386e565e0d2f8bfd0d20cb9c5901f67c0382f,0,cf1b9ac7,e33e28c6243886c0e72b1ac15e1bd6c7270810d425f497e44be1ccf773d1cf0b,0,ad0ca71a,13d5a33ed6e584372af9f72a280d351add1fe306742fe4f2663a2ee0a23f95d0,f,bcbcbcbc,c2d4e520d7dc3b29d2e5833079ef8d368cf9313bc903513eee0dd83fb717bd3f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
502,502,0,0,72c0f42e,4fe0ebf8aed0ea0cafc5a61f64c0492f52c14c3a63c89b3fe4d4b03e9de5a337,0,b8d16c0b,0e0822d40cf4aee435e1e5f761d1e80b1dc6c01e83c0962e1fc1dd39e2c77b3f,0,963fd9d0,f31fca06852fccf2703a18e0a43f84d09e3e95c578375dc0e42a5fc11e1a82c8,f,bcbcbcbc,6b0a72c63600b8c200f68fc00bec06c099e221c1e8d9d8c331d219c8a6cbc9cd,0,0,0,1,0,1,1,1,0,0,1,1,1,1
503,503,0,0,42e5d537,57c1563a6fc89d3ff7d4ab3eb4e5973704f9132b030d571abc1f08075a2f09f3,0,b2c76e3f,13c6d61e80c0a72e24c1e839eec77e3f35d4df3ec4e41838fef7d42b000c471b,0,7a1a50c8,993e8bc56b375ac0d12a64c1071a8ec8b10625d5b3f2ede502e043f973d0410d,f,bcbcbcbc,cb197f3fce22673ded2abd39f3319834b1371b2e033c6f26ca3ec71df63f5c14,0,0,0,1,0,1,1,1,0,0,1,1,1,1
504,504,0,0,162f6cf3,1df9002b1c0d411ad21fef066b2ff1f2613a39e0a03f9dd0a63ea4c58b3761c0,0,9d0ba21b,47d4da3edbe40c3817f8c22b190c301bec1ef607b82ef3f3f3391fe1823f50d1,0,b7d0de0c,980638d59bf204e6eddf5cf962d0590d80c5082058c0952f6ac17a3a9bc8a73f,f,bcbcbcbc,63ca37cf7fc572d61bc2bede4dc0e4e721c0a8f197c1cafba6c408063bc91e10,0,0,0,1,0,1,1,1,0,0,1,1,1,1
505,505,0,0,bc376cc0,6b3a23e0a33f8cd0a13e9ac57e375ec0ed2a5dc12a1a7cc8d60609d5d8f2cbe5,0,753f95d1,021fdd07ca2edbf3fd3909e1853f3fd1d53e08c600387dc0b02b29c11a1bfac7,0,69c89c3f,76c51e2055c0a62f6fc1853aa8c8a93f4bd5943e1be65f3775f9bf2a720df019,f,bcbcbcbc,004036122d3f3108bb3cf6fdbb38c8f34733ebe9832c9ee09c241fd8c41ba6d0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
506,506,0,0,3af36fe5,db2a62c1131a88c8bd061cd5bff2e2e50de036f97bd0340d90c5e81f5cc07c2f,0,741bcac7,d03efdc5f4377ac09d2b2dc1031b06c8c40759d4c2f3f2e4f3e030f82ed1320c,0,0f0d4c1a,5dd58e3e32e652378ef9ac2a8a0dd91934207f06b72f82f28f3ad7dfac3f51d0,f,bcbcbcbc,6eca4a12b3d0d61b2fd8ac24b0e0922cfee95433dcf3c5380afec13c4508303f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
507,507,0,0,67c0382f,f8df4ff96bd04d0d86c5fe1f59c08d2f67c1753a95c8a63f2fd59c3ef9e57237,0,73d1cf0b,ab076cd4a9f309e5dde049f81dd14a0cf3c5181f77c0db2e32c1083a13c8883f,0,a23f95d0,4a206606c82f69f2993ac1dfaf3f41d0893e6cc5453753c0992a74c1c219b4c8,f,bcbcbcbc,b81929cf0b1030c9f4059fc4b6fb92c194f11fc0d1e74fc0adde20c263d687c5,0,0,0,1,0,1,1,1,0,0,1,1,1,1
508,508,0,0,9de5a337,6cc1803aa1c8a83f41d5963e10e6653768f9c82a650dfc191320a4069e2fa7f2,0,e2c77b3f,e8c52e1f74c0ec2e37c1133a1fc88b3f7ed4cb3e1fe5e73762f88b2b630cec1a,0,1e1a82c8,843e62c5393750c0872a7ac1ab19c1c84d0670d551f249e6acdfa7f930d0a30d,f,bcbcbcbc,7f0a813f6f14f53fd91dc63e7f26fb3b292ea737a434e631c639de2a6d3dbd22,0,0,0,1,0,1,1,1,0,0,1,1,1,1
509,509,0,0,5a2f09f3,81f9b52a7e0de51929208b06af2f8ef28a3ae2dfab3f5ad0913e7bc5583757c0,0,000c471b,91d4c73e36e5db377bf8792b7c0cd51a441f9207fd2e91f31d3ac7e08e3f0cd1,0,73d0410d,340683d538f260e696dfc0f91fd0bb0d58c55f204ec0d82f7fc1a33acec8b13f,f,bcbcbcbc,b3d47bc6bdcdb2cb10c83fd2d1c3f9d91dc1ace206c01fec92c014f6bec24b00,0,0,0,1,0,1,1,1,0,0,1,1,1,1
510,510,0,0,8b3761c0,943accdfad3f49d08c3e71c54c3754c0a32a72c1ce19aec8720654d576f227e6,0,823f50d1,5a1f79070e2f78f3283ab1e0913ffbd0c23edec5cf3771c0662b3cc1be1a2bc8,0,9bc8a73f,4ec575204bc0e92f84c1ad3adac8b33f96d57e3e77e62c37d9f9742ad40d9419,f,bcbcbcbc,053ed420bf3fa417d73fda0d4c3eb503293b78f9823665ef7630bfe52c29c6dc,0,0,1,1,0,1,1,0,0,0,1,1,1,1
511,511,0,0,d8f2cbe5,902a77c1b719bbc8590667d55df23ee6b6df9af938d0970d67c53f2051c0bf2f,0,1a1bfac7,bd3ed3c5c2376ec0542b41c1a71a37c86007a3d45ff34de59be094f8ead0940c,0,720df019,a9d5793e8ee61f37f2f9612aec0d7d198b201b06fa2f20f2b73a80dfb63f0fd0,f,bcbcbcbc,6ec38b0281c7b60c06cd8e16d9d3d21fcedb4528b0e4b12f46eee3354ff8b53a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
512,512,0,0,5cc07c2f,a1dfb3f928d0af0d5dc554204fc0d02f7cc19e3ac7c8b03f79d5863e55e63f37,0,2ed1320c,4707b6d447f364e585e0adf8d9d0ad0cc9c5701f6bc01f2f46c1323a44c8943f,0,ac3f51d0,a02002060a3007f2c13a6bdfb83ffecf733e44c5123749c04e2a8ac16619e7c8,f,bcbcbcbc,6c27eadae01e12d3891560cca50b00c7750117c33bf7bcc03bed01c0b6e3e9c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
513,513,0,0,f9e57237,82c1a83ad4c8b23f8cd5813e6ce63237ccf97d2ac80da0196a204006e12f45f2,0,13c8883f,bec5851f68c0302f4bc13d3a50c8963fc8d4b83e7be5b637c6f8412bc60c911a,0,c219b4c8,6e3e3ac5063747c03b2a8fc14f19f4c8e905bbd5eff1a5e655df0bfaedcf050e,f,bcbcbcbc,8cfa913bca04893ee90ee83fa618a43fc121be3dff29443a29314b351237f52e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
514,514,0,0,9e2fa7f2,e5f96a2ae00d891980202706f12f2cf2b23a8bdfb53f17d07c3e53c526374dc0,0,630cec1a,dbd4b33e92e5aa37dff82f2bde0c7a1a9b1f2e07412f2ef3473a70e0993fc8d0,0,30d0a30d,d005ced5d6f1bde63fdf24faddcf1e0e30c5b62044c01b3095c1cb3a01c9bb3f,f,bcbcbcbc,b5e153c11ad932c07ed199c813cb6bce03c682d56fc2afdd6fc0bee610c072f0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
515,515,0,0,583757c0,bc3a75dfb73f06d0763e49c519374ac0572a87c17219e1c80e069fd514f283e6,0,8e3f0cd1,b11f1507522f16f3513a5ae09c3fb7d0ae3eb4c59d3765c01c2b50c1631a5dc8,0,cec8b13f,26c5cb2042c02b309ac1d53a0ec9bd3fe1d5683ed4e6f9363dfa282a360e3819,f,bcbcbcbc,2f38662d5a3c9f25fa3ee21cfd3f67135d3f6d091d3d35ff4c3902f5043417eb,0,0,0,1,0,1,1,1,0,0,1,1,1,1
516,516,0,0,76f227e6,452a8dc15b19eec8f505b2d5fbf19ae660dffef9f6cff90d3fc5952048c00230,0,be1a2bc8,a93eaac5913763c0092b55c14c1a69c8fc06edd4fdf2a9e544e0f8f8a6d0f70c,0,d40d9419,f4d5633eebe6ec3656fa152a4f0e2119e120b7053c30bef1df3a2adfbf3fcccf,f,bcbcbcbc,33c0a4f2d2c1ccfc09c50807c2c91711dfcfb61a37d7a5239bdfab2bd4e89332,0,0,0,1,0,1,1,1,0,0,1,1,1,1
517,517,0,0,51c0bf2f,4adf17fae5cf110e35c5ab2045c0133092c1c63afac8b93fc5d5713eb1e60c37,0,ead0940c,e30600d5e4f2bfe52ee011f995d00f0d9fc5c71f60c0632f5ac15c3a75c89f3f,0,b63f0fd0,f7209e054c30a5f1e93a14dfc13fbccf5d3e1cc5df3640c0022aa0c10a191bc9,f,bcbcbcbc,ac32fae8c92bbfdfc72357d7db1afacf3e11d8c9310719c5f4fcdcc1ccf236c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
518,518,0,0,55e63f37,98c1d03a07c9bc3fd8d56b3ec8e6ff3630fa322a2a0e4319c120dc052330e2f1,0,44c8943f,95c5dd1f5dc0742f5fc1663a82c8a23f13d5a33ed6e584372af9f72a280d351a,0,6619e7c8,583e12c5d2363ec0ef29a6c1f31828c9850507d68df102e7ffde6ffaabcf670e,f,bcbcbcbc,f1eaec33daf43a390cff103d4409573f4013fe3fbd1c013f7e25683c4a2d4238,0,0,0,1,0,1,1,1,0,0,1,1,1,1
519,519,0,0,e12f45f2,49fa1f2a420e2c19d620c3053430caf1da3a35dfbe3fd5cf663e2bc5f23643c0,0,c60c911a,25d59e3eede5783743f9e42a410d1e1af31fca06852fccf2703a18e0a43f84d0,0,edcf050e,6c051ad674f119e7e9de88fa9bcf7f0e09c50c213bc05d30abc1f23a34c9c43f,f,bcbcbcbc,9af011c0e4e66ac0d2dd64c2a0d5f2c585cefccaadc862d141c4fad85cc192e1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
520,520,0,0,26374dc0,e43a1fdfc03fc4cf603e21c5e53641c00c2a9dc1151914c9aa05ebd5b1f1dfe6,0,993fc8d0,0820b106952fb3f27a3a02e0a73f73d0993e8bc56b375ac0d12a64c1071a8ec8,0,01c9bb3f,ffc4222139c06d30b1c1fc3a41c9c63f2dd6523e30e7c536a1fadc29980edb18,f,bcbcbcbc,da2e263735354431333a1e2ab33de4219f3fcb18ea3f110f923ef304a03bb5fa,0,0,0,1,0,1,1,1,0,0,1,1,1,1
521,521,0,0,14f283e6,f929a3c1fe1821c99105fed599f1f6e609df62fab4cf5b0e17c5ec203fc04430,0,631a5dc8,943e80c55f3758c0bf2a6ac1f0199bc8980638d59bf204e6eddf5cf962d0590d,0,360e3819,40d64c3e47e7b836bafac929b00ec418372153057e305cf1063bd4dec83f8acf,f,bcbcbcbc,efc091e301c014ed36c013f70ac34c01eec67d0b48cc6215f5d2bc1ec9da4c27,0,0,0,1,0,1,1,1,0,0,1,1,1,1
522,522,0,0,48c00230,f4de7bfaa3cf730e0ec501213cc05530a8c1ee3a2ec9c23f11d65a3e0de7d836,0,a6d0f70c,7f064bd582f21be6d7df75f951d0720d76c51e2055c0a62f6fc1853aa8c8a93f,0,bf3fcccf,4d213a058e3043f1103bbedeca3f7acf463ef5c4ab3637c0b629b7c1ad184fc9,f,bcbcbcbc,c53a78f8f9356deecc2fd5e46528f0dbf51ff7d3b4161fcdde0c94c7b4027bc3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
523,523,0,0,b1e60c37,aec1f73a3bc9c53f24d6553e25e7cc3694fae6298c0ee71817217805653081f1,0,75c89f3f,6cc5342053c0b72f74c18f3ab4c8ac3f5dd58e3e32e652378ef9ac2a8a0dd919,0,0a191bc9,403eecc49e3635c0a329bdc196185cc9210553d62bf15fe7a9ded3fa6acfc90e,f,bcbcbcbc,a4dc0c299ae55b303eef6d364ff9193b8c03433eb20dd43f7e17c23fb0200f3e,0,0,1,1,0,1,1,0,0,0,1,1,1,1
524,524,0,0,2330e2f1,adfad329a40ed0182c215f05763068f1013bdedec73f93cf4f3e04c5bf363ac0,0,280d351a,70d5893e49e64537a7f9992aa30dc2194a206606c82f69f2993ac1dfaf3f41d0,0,abcf670e,080566d612f176e793deecfa59cfe10ee2c4622133c09f30c2c1193b69c9cc3f,f,bcbcbcbc,7300c9c23cf697c045ec05c0d0e216c11adac3c35cd2fcc7c9cba3cd8dc695d4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
525,525,0,0,f23643c0,0b3bc9dec93f82cf493efac4b13638c0c029b4c1b91848c9460537d650f13ce7,0,a43f84d0,5f204d06d82f51f2a33aacdfb13f30d0843e62c5393750c0872a7ac1ab19c1c8,0,34c9c43f,d8c4772131c0af30c8c1233b76c9ce3f79d63b3e8de7913605fb9029fa0e7f18,f,bcbcbcbc,9b22783dc02ad739cd31bb349337452eed3ba026be3efd1df43f9614863fa70a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
526,526,0,0,b1f1dfe6,ad29bac1a11855c92d054ad637f153e7b3dec6fa72cfbd0ef0c4422136c08630,0,071a8ec8,7e3e58c52c374ec0742a7fc19419cec8340683d538f260e696dfc0f91fd0bb0d,0,980edb18,8cd6353ea4e784361efb7d29120f67188d21ee04bf30faf02d3b7eded03f49cf,f,bcbcbcbc,98c544d62bc28ade53c0abe71dc06df189c18dfb90c4cb051bc9e30f0fcf9319,0,0,0,1,0,1,1,1,0,0,1,1,1,1
527,527,0,0,3fc04430,9ededffa61cfd50ee7c4572134c09630c0c1143b62c9cb3f5dd6433e6ae7a436,0,62d0590d,1b0696d520f277e680dfd9f90fd0d40d4ec575204bc0e92f84c1ad3adac8b33f,0,c83f8acf,a221d504cf30e2f0363b68ded23f39cf2f3ecfc476362fc06a29cec1501883c9,f,bcbcbcbc,363f6d08ce3c33fed73804f46c3324eaaf2cd4e0ce244fd8fb1bcfd0711284ca,0,0,0,1,0,1,1,1,0,0,1,1,1,1
528,528,0,0,0de7d836,c5c11e3b6fc9cd3f70d63e3e81e79736f8fa9a29ee0e8a186d211405a7301ff1,0,a8c8a93f,44c58b2049c0fa2f8ac1b73ae7c8b63fa9d5793e8ee61f37f2f9612aec0d7d19,0,ad184fc9,293ec5c469362dc05729d4c1391890c9bc04a0d6c9f0bbe753de37fb28cf2b0f,f,bcbcbcbc,8ad09f1bffd77a247be0662cc4e92f33a0f3a838cdfdae3c0808263f0f120040,0,0,0,1,0,1,1,1,0,0,1,1,1,1
529,529,0,0,653081f1,12fb8729060f73188221fb04b73006f1283b89decf3f51cf383eddc48a3632c0,0,8a0dd919,bbd5733ea5e612370bfa4e2a050e6619a02002060a3007f2c13a6bdfb83ffecf,0,6acfc90e,a304b3d6b1f0d3e73ede50fb18cf430fbcc4b8212cc0e030dac1403b9dc9d43f,f,bcbcbcbc,461050c93106b6c4f3fba0c1d0f123c00ae849c0e1de11c291d66fc551cf4cca,0,0,0,1,0,1,1,1,0,0,1,1,1,1
