Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac4_int/tx_tdata[255:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac2_int/tx_tdata[255:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac3_int/tx_tdata[255:0],int_dac_top/top_dac4_int/syncb_buf,int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac2_int/syncb_buf,int_dac_top/top_dac3_int/syncb_buf,int_dac_top/top_dac3_int/syncb_logic,int_dac_top/top_dac4_int/syncb_logic,int_dac_top/top_dac1_int/syncb_logic,int_dac_top/top_dac2_int/syncb_logic,sysref_logic,sysref_o,int_dac_top/top_dac1_int/tx_aresetn,int_dac_top/top_dac3_int/tx_aresetn,int_dac_top/top_dac2_int/tx_aresetn,int_dac_top/top_dac4_int/tx_aresetn
342,342,0,0,24c39125,c4eba5ecffd97000f2cb3014fdc2f72500c0063447c3ff3c7ecc0040bfdabd3c,0,3bdbebfe,4a14e3cb8b00ead9bfecaaebd5da68ff8dcc35134fc3212501c06b33f5c2ad3c,0,f33c32da,841413133e2644ff393488eb193dcdd9ff3fcecba13ceac2553301c004255bc3,f,bcbcbcbc,02c0c2eca9c0bdf6f0c2f600c7c6280b15cc1115b8d2701e83da072744e39f2e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
343,343,0,0,6ddadd3c,01c015344fc3073d8dccff3fd3dab53cbdec7b338900372548144f130b2683ff,0,d7c28d3c,7fcc4d1347c3362500c07a33fdc2b53cf1cbff3ffed9073dc2eb163482ff0c26,0,56253bc3,ff3fbfcb993ce3c2463301c0ef2463c3fb12b2cc2bff07db70ebf9ecb8d9c800,f,bcbcbcbc,2736c0ee053024e5a82838dc402036d4051753cd330dbdc70a0398c3cdf8fec0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
344,344,0,0,ba25e8ff,d5ec6c33a3002225601437131f266aff2434aceb0e3debd9ff3fe4cbae3cf6c2,0,1dff5d26,00cc004012daff3cdaeb07349bfff825651332144a2572008933a7ecbd3cc0da,0,09da6400,e312c1cc12ff1bdb58eb11eda4d9e100b1cb9c14dbc2522602c048346bc3213d,f,bcbcbcbc,4ce52230eaee3f36f9f8f83a36032e3e5e0dcd3f2e17ca3f6620243eca28e73a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
345,345,0,0,cd3c14c3,323494eb163dd7d9ff3fd5cba53ceec25d3301c00e2556c31f139ccc51ffe8da,0,9d3c12db,7d131a145e25590098338fecc53cacda004070ccf83c3fc3f93300c0e42504c3,0,4bc3033d,a2cbb314d4c2662602c0563473c3283dd0ccfe3f30db913c29ed3733fb00db24,f,bcbcbcbc,92f6a3c098ec03c01de306c15fdaa6c399d2d2c7fbcb6ecdb3c656d4e3c25cdc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
346,346,0,0,b5ff96da,4e3301c0f9245fc30713abcc38fffcda7cebedecc2d9bc00c7cb7814e7c23326,0,3526e6c2,004061ccf03c37c3ea3300c0d0250cc302140fcc400026da77ecf2eb97dab4ff,0,96002d25,dfccfe3f44db893c41ed28331401c624cb14cb127a26f9fe653441eb303d90d9,f,bcbcbcbc,7f2afc399631ec346837802ecf3be426ad3e491ef03fe714913ffd0a903dca00,0,0,0,1,0,1,1,1,0,0,1,1,1,1
347,347,0,0,05c3e325,64eb05edaed9d500b8cb9014dfc2482601c0413467c31d3dbaccff3f11db9d3c,0,e9da4fff,ea131dcc26003bda5fec0aec83dacdff52cc95132fc3732500c0a73314c3cd3c,0,123de1d9,e314b3128e26e0fe733429eb373d7cd9fd3f94cb813ccdc2193302c0b2247bc3,f,bcbcbcbc,41c240de5cc05ce718c019f177c137fb70c47505efc88f0fd8ce431902d65222,0,0,0,1,0,1,1,1,0,0,1,1,1,1
348,348,0,0,bfdabd3c,02c04f346fc3253dc9ccfe3f25db953c1ded3f33ee00e524a814ef125c261fff,0,f5c2ad3c,43ccad1328c3872500c0b5331bc3d53c2ccc00404fdae83c22ecdb33e6ffbb25,0,04255bc3,fd3f85cb793cc5c20a3303c09d2483c39b12eeccc7fe59db11eb59ed68d92d01,f,bcbcbcbc,e93c89feff3859f49f3376eaed2c1fe1142593d8491c0ad1c312b4cac308bcc5,0,0,1,1,0,1,1,0,0,0,1,1,1,1
349,349,0,0,0b2683ff,35ed30330701d024bf14d712702605ff5e344deb2c3d9ad9fe3faacb8d3cd8c2,0,82ff0c26,3bcc004063dae13c3aeccd33ffffa725c513d2139c250d00c43347ecdc3c6fda,0,b8d9c800,8312feccaefe6ddbf9ea71ed54d9460177cbfb14bec2a22603c082348bc33e3d,f,bcbcbcbc,bcd733242fe0282c74e9fb324bf3803877fd923cb207183fbc11ff3f511b443f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
350,350,0,0,ae3cf6c2,6c3435eb333d86d9fe3f9bcb853cd0c2213302c0bc2477c3bf12d8ccecfe3adb,0,bd3cc0da,dd13bb13b025f4ffd3332fece43c5ada004034ccd93c20c3be3300c0932523c3,0,6bc3213d,69cb1215b7c2b62604c0903494c3463d0dcdfc3f82db713c89edfb325f018824,f,bcbcbcbc,8706d6c449fcb4c124f229c05ae841c02bdffbc1d3d64cc589cf1eca7dc950d0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
351,351,0,0,51ffe8da,123303c0a7247fc3a712e7ccd3fe4edb1deb4ded72d920018dcbd714c9c28426,0,e42504c3,004026ccd13c18c3af3300c07e252bc3a3134accdbff77da17ec51ec46da1800,0,fb00db24,1ccdfc3f97db683ca1edec32780174242a156b12ca2694fe9e34e2ea4d3d40d9,f,bcbcbcbc,561de23e09262e3cc22df0374f34423286394b2b433d39236e3f3f1afa3f9910,0,0,0,1,0,1,1,1,0,0,1,1,1,1
352,352,0,0,e7c23326,05eb65ed5ed939017ecbef14c2c2982603c07b3487c33b3df6ccfd3f63db7d3c,0,97dab4ff,8b1358ccc2ff8cdaffeb69ec32da310017ccf51310c3c42500c0e23333c3ec3c,0,303d90d9,42155312de267bfead34caea543d2cd9fb3f5acb603cb0c2dc3204c05f249cc3,f,bcbcbcbc,58c8d8d104c482d939c129e20ac092eb7fc082f594c2b7ff3bc6ed095dcbe313,0,0,0,1,0,1,1,1,0,0,1,1,1,1
353,353,0,0,11db9d3c,04c089348fc3423d05cdfd3f78db753c7ded02335201932407158f12ac26bafe,0,14c3cd3c,08cc0d1409c3d92500c0f0333bc3f33c67cc0040a0dac93c81eca0334b006a25,0,b2247bc3,fb3f4ccb583ca8c2cd3205c04a24a4c33b122bcd62feabdbb2eab9ed18d99101,f,bcbcbcbc,e13f6a0e6d3e4804613b0bfacf36f4efd63046e69c2942dd522121d52d1819ce,0,0,0,1,0,1,1,1,0,0,1,1,1,1
354,354,0,0,5c261fff,95edf3326c017e241e157712c026a1fe9734eeea493d4ad9fc3f70cb6c3cbac2,0,e6ffbb25,76cc0040b5dac13c99ec91336400562525147313ed25a9ffff33e7ebfb3c1dda,0,68d92d01,22123acd49fec0db9bead2ed04d9aa013ecb5a15a1c2f22606c0bb34adc35b3d,f,bcbcbcbc,adcc04166fd3511f55dbd2272be44e2fb8ed9335bdf7793af701e03d250cb13f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
355,355,0,0,8d3cd8c2,a634d6ea503d36d9fc3f62cb643cb3c2e43204c0692498c35f1214cd88fe8cdb,0,dc3c6fda,3c145b13012690ff0e34d0eb033d09da0040facbb93c01c3823300c0412543c3,0,8bc33e3d,30cb71159ac2062706c0c934b5c3623d4acdfa3fd5db4f3ceaedbe32c4013624,f,bcbcbcbc,1416b8cc360c44c7090245c3cef7d3c0c9ed00c03be4d0c063db3fc37bd33cc7,0,0,0,1,0,1,1,1,0,0,1,1,1,1
356,356,0,0,ecfe3adb,d53205c05524a0c3471224cd6ffea1dbbeeaaded22d9850153cb3615acc2d426,0,932523c3,ff3febcbb13cf9c2733301c02d254bc3431385cc77ffc9dab8ebb1ecf5d97d00,0,5f018824,59cdf93feadb473c02eeaf32dd01212489150a121a2730fed73483ea693df0d8,f,bcbcbcbc,590edf3f1d18b33f4321e43d8f29803aca309c35c636592f5a3be027693e611f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
357,357,0,0,c9c28426,a6eac5ed0ed99e0145cb4e15a5c2e82605c0b434a8c3583d33cdfb3fb6db5c3c,0,46da1800,2b1394cc5dffdedaa0ebc9ece1d99600dccb5414f2c2152601c01c3452c30a3d,0,4d3d40d9,a115f2112e2717fee6346bea703ddcd8f93f22cb3e3c93c29f3207c00c24bdc3,f,bcbcbcbc,e4d14fc867cb0ece42c614d598c233dd81c037e60ac0e3ef36c1f9f9fec33704,0,0,0,1,0,1,1,1,0,0,1,1,1,1
358,358,0,0,63db7d3c,06c0c234b1c35f3d42cdfa3fcadb533cdeedc632b701402465152e12fc2656fe,0,33c3ec3c,cecb6c14eac2292601c02b345bc3123da3ccff3ff2daaa3ce1ec6433af001825,0,5f249cc3,f83f13cb363c8cc2903208c0f723c6c3da1169cdfefdfedb54ea1aeec8d8f601,f,bcbcbcbc,df3e651dfa3ff313713fff09483dc8ff8d3993f55934a3ebce2d38e2162690d9,0,0,0,1,0,1,1,1,0,0,1,1,1,1
359,359,0,0,ac26bafe,f6edb632d0012b247d15161210273cfed0348fea663dfad8fa3f37cb4b3c9ec2,0,4b006a25,b2ccff3f07dba13cf9ec5533c8000425841413133e2644ff393488eb193dcdd9,0,18d99101,c21178cde5fd13dc3cea32eeb4d80f0205cbb81585c2422709c0f434cec3773d,f,bcbcbcbc,d0c4760674c989107ecf2f1ac6d62a231cdf3f2b4ae8383214f2e73738fc283c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
360,360,0,0,6c3cbac2,de3477ea6d3de6d8f93f29cb433c97c2a73207c01624b9c3fe1151cd23fedfdb,0,fb3c1dda,9c14fb1252262bff483470eb213db8d9ff3fbfcb993ce3c2463301c0ef2463c3,0,adc35b3d,f7cad0157ec255270ac00235d7c37e3d87cdf73f28dc2d3c4aee80322802e323,f,bcbcbcbc,4124c9d7611b5cd0cc1127cac40753c588fd00c25cf343c084e928c03ee0b0c1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
361,361,0,0,88fe8cdb,973207c00224c2c3e61161cd0afef4db5fea0eeed2d8e9011acb951590c22427,0,412543c3,fe3fb1cb913cdbc2373302c0db246bc3e312c1cc12ff1bdb58eb11eda4d9e100,0,c4013624,97cdf63f3ddc253c62ee71324102ce23e815aa116927cbfd103524ea853da1d8,f,bcbcbcbc,78fee43cb208413fb3120040391c1b3f0625983ce12c883895330533f738342c,0,0,1,1,0,1,1,0,0,0,1,1,1,1
362,362,0,0,acc2d426,48ea26eebed802020ccbac1589c2382708c0ed34cac3743d70cdf83f09dc3a3c,0,f5d97d00,cb12d0ccf9fe30db41eb29ed90d9fb00a2cbb314d4c2662602c0563473c3283d,0,693df0d8,ff1592117d27b2fd1e350dea8c3d8dd8f53fe9ca1c3c77c261320ac0b923e0c3,f,bcbcbcbc,4fde3dc20fd6b5c5e3ceaacaf8c8fed076c485d87bc110e119c065ea5ac048f4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
363,363,0,0,b6db5c3c,09c0fb34d3c37b3d80cdf73f1ddc323c3eee88321b02ed23c415ce114c27f1fd,0,52c30a3d,94cbcb14cdc27a2602c065347bc3303ddfccfe3f44db893c41ed28331401c624,0,0c24bdc3,f43fdbca133c70c252320bc0a423e8c37911a6cd99fd52dcf5e97aee79d85a02,f,bcbcbcbc,f5398c2a8b3d61228f3f5319f13fa00fb03e8605d53b48fb713729f1a1316ce7,0,0,0,1,0,1,1,1,0,0,1,1,1,1
364,364,0,0,fc2656fe,56ee79323502d823dc15b6115f27d8fd093530ea823dabd8f63ffeca293c82c2,0,af001825,eeccfd3f59db813c59ed19332d01b224e314b3128e26e0fe733429eb373d7cd9,0,c8d8f601,6111b6cd80fd66dcdde993ee65d87302cdca171669c291270cc02c35f1c3933d,f,bcbcbcbc,a1c081f6dec2b900acc6ec0af1cbd7148cd23a1e51dad7260de3752e87ece234,0,0,0,1,0,1,1,1,0,0,1,1,1,1
365,365,0,0,4b3c9ec2,173518ea893d97d8f63ff0ca203c7bc269320ac0c323dbc39e118fcdbffd32dc,0,193dcdd9,fb149b12a226c7fe823411eb3e3d68d9fd3f85cb793cc5c20a3303c09d2483c3,0,cec3773d,bfca2e1663c2a5270dc03a35fac39a3dc5cdf33f7bdc0b3cabee42328c028f23,f,bcbcbcbc,2d305be5d7286adc752063d43e1779cd6f0ddac74703acc30af909c1fbee03c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
366,366,0,0,23fedfdb,5a320bc0ae23e4c386119fcda6fd47dc01ea6eee83d84e02e2caf31574c27327,0,ef2463c3,fc3f77cb713cbec2fb3203c088248bc38312feccaefe6ddbf9ea71ed54d94601,0,2802e323,d5cdf23f90dc023cc3ee3332a6027a2346164911b82767fd4835c6e9a13d52d8,f,bcbcbcbc,afee1e36bcf8e03af902203e220dc83ff516cf3f3120333e9b28ff3afa2f4836,0,0,0,1,0,1,1,1,0,0,1,1,1,1
367,367,0,0,90c22427,e9e987ee6fd86702d4ca0b166dc287270cc02535edc3903daecdf53f5cdc183c,0,a4d9e100,6b120dcd94fe82dbe2ea89ed40d95f0169cb1215b7c2b62604c0903494c3463d,0,853da1d8,5d163111cc274efd5635aee9a83d3ed8f13fb1caf93b5cc223320ec0652302c4,f,bcbcbcbc,d2ec02c054e3fbc091da92c3c4d2b5c71fcc49cdcfc629d4f5c229dcacc014e5,0,0,0,1,0,1,1,1,0,0,1,1,1,1
368,368,0,0,09dc3a3c,0dc03335f5c3973dbecdf43f71dc0f3c9fee4a3280029a2323166d119b278dfd,0,73c3283d,5acb2a15b0c2ca2604c09e349cc34d3d1ccdfc3f97db683ca1edec3278017424,0,b923e0c3,f03fa3caf03b55c214320fc050230bc41911e5cd35fda5dc97e9dbee2ad8bf02,f,bcbcbcbc,70310e354937aa2eb93b1527a03e7f1eee3f2115983f390ba13d0701163acef6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
369,369,0,0,4c27f1fd,b7ee3b32990285233a165511ae2774fd4135d2e99d3d5bd8f33fc6ca063c66c2,0,1401c624,2bcdfb3fabdb603cb9eddc3291015f2442155312de267bfead34caea543d2cd9,0,79d85a02,0011f4cd1cfdbadc7fe9f3ee17d8d80295ca75164ec2e02710c0643514c4ae3d,f,bcbcbcbc,63c023e715c0ddf06ac1fafa59c43805d0c8540fb0ce0b19d4d51e220cde522a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
370,370,0,0,293c82c2,4f35bae9a43d48d8f23fb8cafe3b5fc22b320ec07023fec33d11cdcd5afd86dc,0,373d7cd9,5e153b12f22662febb34b2ea5b3d18d9fb3f4ccb583ca8c2cd3205c04a24a4c3,0,f1c3933d,88ca8c1648c2f32712c071351dc4b53d04ceef3fcfdce83b0cef0432f1023b23,f,bcbcbcbc,1b3996f4c333afea192d55e14625c3d87f1c33d1fe12d6ca0009d5c5c7fe52c2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
371,371,0,0,bffd32dc,1b320fc05b2307c42511ddcd41fd9bdca3e9cfee34d8b202aaca521658c2c227,0,9d2483c3,fa3f3ecb4f3ca1c2be3206c03624adc322123acd49fec0db9bead2ed04d9aa01,0,8c028f23,14ceee3fe4dcdf3b24eff4310a032623a416e810072803fd7f3568e9bc3d03d8,f,bcbcbcbc,fadffb2b3ae9d6320ff3633839fd7e3c76070d3f8111ff3f1a1b4d3f0024fc3c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
372,372,0,0,74c27327,8be9e7ee20d8cb029cca691652c2d62710c05d3510c4ab3deccdf13fb0dcf53b,0,54d94601,0a124acd30fed5db83eaeaedf0d8c40130cb71159ac2062706c0c934b5c3623d,0,a13d52d8,bc16d0101a28e9fc8d3550e9c23defd7ed3f7acad63b41c2e43113c0112326c4,f,bcbcbcbc,87fcc2c160f22ec093e83cc060dfecc102d734c5b1cffdc99dc928d0eec48cd7,0,0,0,1,0,1,1,1,0,0,1,1,1,1
373,373,0,0,5cdc183c,11c06b3518c4b23dfccdf03fc5dcec3b00ef0c32e402462381160d11e92728fd,0,94c3463d,22cb891593c21a2707c0d734bdc3693d59cdf93feadb473c02eeaf32dd012124,0,652302c4,eb3f6ccacd3b3ac2d53114c0fc222fc4b81023ced0fcf9dc39e93cefdcd72303,f,bcbcbcbc,d725433c972d0d382c3468326b39792b313d6c23663f771afc3fd410ee3ec406,0,0,0,1,0,1,1,1,0,0,1,1,1,1
374,374,0,0,9b278dfd,18effc31fd0231239816f410fd270ffd783574e9b83d0dd8ee3f8fcae33b4bc2,0,78017424,69cdf93ffedb3e3c1aee9f32f6010c24a115f2112e2717fee6346bea703ddcd8,0,2ad8bf02,9f1033ceb7fc0edd21e954efc8d73c035ecad31634c22e2815c09b3538c4c93d,f,bcbcbcbc,19c451d945c1f2e10dc058eb77c046f582c27aff21c6b1093acba913aed11f1d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
375,375,0,0,063c66c2,86355ce9bf3df9d7ed3f81cada3b44c2ec3112c01c2321c4dc100ccef6fcdadc,0,543d2cd9,b815da114227fefdf43454ea773dc8d8f83f13cb363c8cc2903208c0f723c6c3,0,14c4ae3d,51caea162dc2422817c0a83541c4cf3d43ceea3f23ddc43b6defc5315503e722,f,bcbcbcbc,7b3e8504773b48faee362ff0fd307fe6cb2975dd86214ed566183fcea60e76c8,0,0,1,1,0,1,1,0,0,0,1,1,1,1
376,376,0,0,5afd86dc,dd3113c007232ac4c4101cceddfcefdc44e930efe6d7170373cab0163ec21128,0,4a24a4c3,f73f05cb2d3c85c2803209c0e323cec3c21178cde5fd13dc3cea32eeb4d80f02,0,f1023b23,53cee93f38ddbb3b85efb5316e03d2220217871055289efcb6350ae9d63db5d7,f,bcbcbcbc,43d31c1f23dba227f4e3242f7ded713580f7603aba01d03de90bab3fca15e43f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
377,377,0,0,58c2c227,2de948efd2d7300365cac71637c2242815c0943533c4c63d2bceec3f04ddd13b,0,04d9aa01,aa1187cdcbfd28dc24ea4aeea1d82802f7cad0157ec255270ac00235d7c37e3d,0,bc3d03d8,19176f10692885fcc435f2e8dc3da1d7e73f43cab23b27c2a53118c0bd224ac4,f,bcbcbcbc,720c61c7460258c30af8ddc003ee00c072e4c7c095db2cc3a8d320c7dccc89cc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
378,378,0,0,b0dcf53b,16c0a2353cc4cc3d3bceeb3f19ddc83b61efcd314903f222df16ac103828c4fc,0,b5c3623d,e9cae81577c269270ac01035e0c3853d97cdf63f3ddc253c62ee71324102ce23,0,112326c4,e63f35caa93b20c2953119c0a82253c4571063ce6cfc4ddddbe89def8ed78803,f,bcbcbcbc,e417b93f0f21f43d6029993aa330be35a636822f433b0f285c3e961fdb3f4d16,0,0,0,1,0,1,1,1,0,0,1,1,1,1
379,379,0,0,e92728fd,79efbd316203dd22f61693104b28abfcaf3516e9d33dbed7e93f58cabf3b31c2,0,dd012124,a6cdf53f52dc1c3c7aee61325a02b923ff1592117d27b2fd1e350dea8c3d8dd8,0,dcd72303,3e1073ce53fc63ddc3e8b6ef7ad7a10328ca31171ac27c281bc0d1355cc4e33d,f,bcbcbcbc,8acbe8cd5dc6e6d4aac200dd89c0ffe508c0a8ef2ac1bcf9e9c3fa0331c81e0e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
380,380,0,0,e33b4bc2,bd35fee8d93dabd7e83f4acab63b2ac2ad3117c0c82245c47b104bce92fc2edd,0,703ddcd8,17167911912799fd2c35f5e9933d79d8f43fdbca133c70c252320bc0a423e8c3,0,38c4c93d,1aca481714c290281cc0df3565c4e93d83cee53f78dda03bceef8531ba039322,f,bcbcbcbc,f83f2d14793f3b0a593d0500a839d0f57c34ddebf92d6ee24826c1d99c1d0fd2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
381,381,0,0,f6fcdadc,9d3119c0b3224ec463105bce78fc43dde7e891ef97d77b033cca0e1724c25f28,0,f723c6c3,f33fcdca0b3c69c242320cc08f23f1c36111b6cd80fd66dcdde993ee65d87302,0,5503e722,92cee33f8ddd973be6ef7631d3037e2260172610a3283afced35ace8ef3d67d7,f,bcbcbcbc,54c94d1056cff71997d6f722e8de112b11e81232d8f1c937fbfb133c3906d43e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
382,382,0,0,3ec21128,cfe8a9ef84d794032fca25171dc272281ac0cb3557c4e03d6bcee73f58ddad3b,0,b4d80f02,4911c5cd67fd7bdcc6e9abee52d88c02bfca2e1663c2a5270dc03a35fac39a3d,0,d63db5d7,77170e10b62821fcfa3595e8f63d53d7e23f0dca8d3b0dc266311ec068226ec4,f,bcbcbcbc,981b85d0071248ca00086cc5c5fd0fc298f348c0bde924c074e0a2c1f9d7b9c4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
383,383,0,0,04ddd13b,1bc0d83560c4e63d7bcee53f6ddda43bc2ef8d31ad039d223d174a1086285ffc,0,d7c37e3d,b1ca46165cc2b8270ec0483502c4a13dd5cdf23f90dc023cc3ee3332a6027a23,0,bd224ac4,e03fffc9843b07c256311fc0532277c4f50fa2ce08fca2dd7de8ffef40d7ec03,f,bcbcbcbc,7508373f78120040021c253fd424ac3cb52ca53871332a33db38602cd13c7424,0,0,0,1,0,1,1,1,0,0,1,1,1,1
384,384,0,0,3828c4fc,daef7d31c603882254173210992846fce635b8e8ec3d70d7e43f21ca9b3b17c2,0,4102ce23,e5cdf13fa5dcf93bdbee2332bf0265235d163111cc274efd5635aee9a83d3ed8,0,8ed78803,dd0fb2ceeefbb7dd66e817f02dd70504f2c98e1701c2ca2821c0083680c4fc3d,f,bcbcbcbc,3ed69bc50acf89ca17c9d4d08dc455d888c1dae01cc02cea54c00cf42dc23bfe,0,0,0,1,0,1,1,1,0,0,1,1,1,1
385,385,0,0,bf3b31c2,f335a0e8f33d5dd7e23f13ca923b11c26e311dc0732269c41a108ace2dfc82dd,0,8c3d8dd8,75161911e02735fd643597e9ae3d2ad8f03fa3caf03b55c214320fc050230bc4,0,5cc4e33d,e4c9a617fbc1dd2822c015368ac4023ec2cede3fcddd7b3b2ff046311e043e22,f,bcbcbcbc,7b3d9422873f8c19f43fdb0fbd3ec305ea3b85fb8f3765f1c831a4e7ba2a83de,0,0,0,1,0,1,1,1,0,0,1,1,1,1
386,386,0,0,92fc2edd,5e311ec05e2273c401109ace14fc98dd89e8f2ef4ad7df0306ca6b170ac2ad28,0,a423e8c3,ef3f95cae83b4ec2043210c03b2314c40011f4cd1cfdbadc7fe9f3ee17d8d802,0,ba039322,d3cedd3fe2dd723b48f0353137042922bd17c50ff028d5fb22364fe8093e19d7,f,bcbcbcbc,ccc27b0091c6af0acecb9d1461d2041e20daa626d7e24a2e4decbf3444f6db39,0,0,0,1,0,1,1,1,0,0,1,1,1,1
387,387,0,0,24c25f28,72e80bf036d7f803f8c9831704c2c02820c001367cc4f93daacee13faddd893b,0,65d87302,e81004ce03fdcfdc68e90cef03d8f10288ca8c1648c2f32712c071351dc4b53d,0,ef3d67d7,d417ac0f0429bcfb303637e80f3e06d7db3fd7c9683bf4c1253124c0142293c4,f,bcbcbcbc,06299ddcaa2090d477179fcdab0df8c78403c1c347f914c136ef05c093e598c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
388,388,0,0,58ddad3b,22c00e3685c4ff3dbacedf3fc2dd803b23f04e31120449229a17e90fd328fbfb,0,fac39a3d,7acaa41641c2072813c07f3526c4bc3d14ceee3fe4dcdf3b24eff4310a032623,0,68226ec4,d93fc9c95f3beec1153126c0fe219cc4940fe3cea3fbf7dd20e860f0f3d65004,f,bcbcbcbc,7ff8c83abc02113ee60cc33fbc16d33ffc1f413e6b28163bd12f6836fd355630,0,0,1,1,0,1,1,0,0,0,1,1,1,1
389,389,0,0,86285ffc,3bf03e312b043322b117d10fe728e2fb1c365ae8053e23d7de3febc9763bfec1,0,a6027a23,23ceed3ff9dcd63b3cefe43123031123bc16d0101a28e9fc8d3550e9c23defd7,0,40d7ec03,7b0ff3ce8afb0cde09e878f0dfd66904bcc9ec17e8c1172927c03d36a6c4153e,f,bcbcbcbc,8ae3f1c0c3da7ec3efd298c743cc24cdeac6fdd308c3f6dbb5c0dce401c074ee,0,0,0,1,0,1,1,1,0,0,1,1,1,1
390,390,0,0,9b3b17c2,293643e80c3e10d7dc3fdec96d3bf7c12d3123c01e228ec4b80fcbcec9fbd7dd,0,a83d3ed8,d316b8102e28d0fc9b3539e9c93ddcd7eb3f6ccacd3b3ac2d53114c0fc222fc4,0,80c4fc3d,afc90318e2c12a2929c04b36afc41b3e03cfd83f22de553b91f005318204e921,f,bcbcbcbc,2a37d42ea33b4527943eb51eeb3f5b159e3f750bb13d44012f3a0bf730350ded,0,0,0,1,0,1,1,1,0,0,1,1,1,1
391,391,0,0,2dfc82dd,1d3125c0092298c4a00fdbceb0fbecdd2ce854f0fcd64404d0c9c917f1c1fa28,0,50230bc4,ea3f5ecac43b34c2c53115c0e72238c49f1033ceb7fc0edd21e954efc8d73c03,0,1e043e22,13cfd63f37de4c3ba9f0f5309b04d4211a18630f3e2971fb5836f1e7213eccd6,f,bcbcbcbc,12c0a2f05dc1bdfa43c4fb04b1c8180f89ced318a6d5ea21d9dd242aebe64931,0,0,0,1,0,1,1,1,0,0,1,1,1,1
392,392,0,0,0ac2ad28,14e86cf0e9d65d04c3c9e017ebc10d2927c03736a1c4123eebceda3f02de643b,0,17d8d802,871043ce9efc23dd0ae96defb5d7550351caea162dc2422817c0a83541c4cf3d,0,093e19d7,32184b0f512958fb6536dae7273eb9d6d43fa2c9433bdcc1e5302bc0be21b9c4,f,bcbcbcbc,e733e9ea442d8be17825f4d8b61c5dd13813f8ca3c09efc504ff62c2d2f46ac0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
393,393,0,0,addd893b,28c04436abc4183efbced93f17de5a3b85f00d317604f421f717880f212997fb,0,1dc4b53d,43ca021727c2552818c0b6354ac4d63d53cee93f38ddbb3b85efb5316e03d222,0,142293c4,d23f94c9393bd6c1d5302dc0a921c2c4320f23cf3ffb4cdec3e7c2f0a6d6b404,f,bcbcbcbc,01e9b032d3f24638fcfc6a3c3907033f4611fe3fe21a563fce230e3dcf2b3639,0,0,0,1,0,1,1,1,0,0,1,1,1,1
394,394,0,0,d328fbfb,9df0fd308f04de210f186f0f34297efb5136fde71e3ed6d6d73fb5c9513be5c1,0,0a032623,63cee73f4dddb23b9defa5318803bd2219176f10692885fcc435f2e8dc3da1d7,0,f3d65004,1a0f34cf26fb62deabe7daf092d6ce0487c94918d0c164292fc07236ccc42d3e,f,bcbcbcbc,9cf232c0cce837c095dfdec131d71cc5dacfdcc9bec9ffcf06c55dd7d0c1c5df,0,0,0,1,0,1,1,1,0,0,1,1,1,1
