Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac4_int/tx_tdata[255:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac2_int/tx_tdata[255:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac3_int/tx_tdata[255:0],int_dac_top/top_dac4_int/syncb_buf,int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac2_int/syncb_buf,int_dac_top/top_dac3_int/syncb_buf,int_dac_top/top_dac3_int/syncb_logic,int_dac_top/top_dac4_int/syncb_logic,int_dac_top/top_dac1_int/syncb_logic,int_dac_top/top_dac2_int/syncb_logic,sysref_logic,sysref_o,u_ila_2_tx_aresetn,u_ila_2_tx_aresetn_1,u_ila_2_tx_aresetn_2,u_ila_2_tx_aresetn_3
819,819,0,0,1c3043e5,2cc053e93ec02af3f3c154fd3ec590070bca9b1139d0321ba1d7162411e00f2c,0,7221d63d,6b0fdcc8500562c412fb6fc1f4f016c039e760c020de4bc2e6d5cbc5bfcec9ca,0,2509523f,b92633da191e72d2b314dbcbc60a9bc69300d3c25cf69cc063ec04c0ece210c1,f,bcbcbcbc,73e163c1dfd84dc44bd1bfc8e9ca9acee4c5bad55bc2efdd67c003e713c0bbf0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
820,820,0,0,c9ee2c36,003846f258327ae8652b49df5623eed65f1aa0cfbb108fc9a906e4c46cfcbcc1,0,2bc63dd5,0b15ef3f6a1ea53e0227c13b9a2e553701357e310c3a632a9a3d3222953f2119,0,b8d5e5c5,6efbe23bac05b83ec50ff33f76198a3f8022813da92ae539b931cd3484375b2e,f,bcbcbcbc,5338312d733c6225073f9e1cfe3f1f13523f2209063de9fe2a39b8f4d833d0ea,0,0,0,1,0,1,1,1,0,0,1,1,1,1
821,821,0,0,b9ec02c0,0ae2aa2d72eb3b3460f5763994ff393dcb096a3fc213fb3f371de93eed253a3c,0,693fc809,57cd11ccc0c7b3d29ac37eda00c13ee302c0bceca9c0b7f6eec2f000c4c6220b,0,ab3dfe21,efe083c168d884c4e4d00bc995cafbcea5c52cd633c26fde56c08ee71bc04ef1,f,bcbcbcbc,39c0eef2e4c117fd26c55307eac9601111d0fa1a72d7e423dcdfe22b1ae9c132,0,0,0,1,0,1,1,1,0,0,1,1,1,1
822,822,0,0,8031ff34,2dfa40c115f00cc066e67bc05fdd8ac23ad52cc62ece49cb69c8c1d110c467d9,0,a2cf611a,cd3f0b17ca3f390d253e1003e93ad4f82b36c6ee093029e5ad283ddc46203ad4,0,01c32d01,9a38c62ca43ce824213f171c00408f123b3f8d08d83c52fee63823f47f3342ea,f,bcbcbcbc,7d32b3e8922b7edf89231dd7961ac8cff610b0c9e606fbc4a9fccac182f230c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
823,823,0,0,60c03ce7,b7276e3b362fe1368035ec306b3ab629d73d6f21ae3f4d18e33f8c0e753e6b04,0,981109ca,cfc7580d6acd281751d4612057dcc52846e51e30e4ee3c36f3f8f63a30032d3e,0,7d280adc,46c081f309c2aefd62c5e9073bcaf11175d0831be7d760245fe04f2ca7e91c33,f,bcbcbcbc,38eb183424f55b3957ff273d8f09613f8813fc3f011df43ebb254f3c7f2d1e38,0,0,0,1,0,1,1,1,0,0,1,1,1,1
824,824,0,0,0f397bf4,50c339dbd9c00ce400c097edcbc09af734c3d5012cc7030c99cce31556d3331f,0,e712ff3f,4f1e9dd2ed14ffcb030bb6c6d000e5c298f6a4c09eec03c022e305c164daa4c3,0,30f90d3b,203227e8232bfcde0b23a9d60d1a66cf641060c95006c2c413fca7c1eff125c0,f,bcbcbcbc,51f00ec09ee673c092dd79c268d512c655ce27cb87c896d126c436d94cc1d4e1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
825,825,0,2,11e0fc2c,ed3d2b028e3af0f7af35eaed702f5ae4fb277fdb7f1f94d33416cccc580c54c7,0,bfcec9ca,6f05ac3e890ff03f3e19913f4d22923d7b2aff399231ef346537852ecc3be926,0,ece210c1,c7eb6f34b9f59e39eeff533d240a763f1714f93f871dd83e35261c3ce82dd537,f,bcbcbcbc,0d2f00375e351331523ae529c73da421a73f8618e63fc70e823ea804843b6afa,0,0,0,1,0,1,1,1,0,0,1,1,1,1
826,826,0,0,6cfcbcc1,fad4262116dd752917e6b430c2efb436d7f94d3b1504623e380edd3ffd17b63f,0,953f2119,98d86dc40ed1ecc8b7cad4cebec5fed543c23bde5dc056e718c012f176c131fb,0,84375b2e,bfef09c014e686c013dda3c2f8d453c6f6cd7ccb3dc8ffd1f1c3aed92fc159e2,f,bcbcbcbc,e3c0d5e300c05cedc1c05ef721c3980110c7c70b74cca9152ad3fe1e07db8727,0,0,0,1,0,1,1,1,0,0,1,1,1,1
827,827,0,0,ed253a3c,210a51c6ebffa2c2b5f585c0c4eb09c056e22fc1acd9f2c3fcd13ec87bcbf8cd,0,c4c6220b,903c1a25173f4e1cff3fc912453fc908eb3c90fe02395ff4a3337beaf22c25e1,0,1bc04ef1,732fb236b135b2308f3a7229ee3d2321b63ffa17dd3f340e613e12044c3bd4f9,f,bcbcbcbc,a73a2df8d13524ee9a2f91e42a28b2dbb41fc0d36e16f1cc940c71c7680263c3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
828,828,0,0,10c467d9,101a753f0d23523d252b9c3922326d34d637e62d1d3c3226d93e841df93f1414,0,46203ad4,fac170fd4ac5ac071acab6114cd04b1bb7d72e242ae0232c6ee9f73245f37d38,0,7f3342ea,cac05de400c0ededd9c0f3f750c32e0256c75b0ccecc371697d3811f82dbfd27,f,bcbcbcbc,e3dc4629dfe58c3087ef94369af9363bd803543efc0dd93fc417bc3ff120fc3d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
829,829,0,0,753e6b04,3aca68cf61c5acd608c2ffde46c02ae826c0f2f1a8c116fcc3c4530662c96710,0,30032d3e,502b31df3e23d8d6451a8dcf9f1081c98d06d9c450fcb5c12bf22ac060e841c0,0,a7e91c33,6a3a97f77e3594ed342f09e4b52736db311f54d3e01597cc000c2bc7d20133c3,f,bcbcbcbc,2800b4c2f2f58dc0feeb07c08de224c1ddd9ddc327d220c89ecbd2cd6cc6cdd4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
830,830,0,0,56d3331f,0040ee11203fe607a33caafd98387ef31a33a4e94d2c5ce05e24e4d7801b73d0,0,64daa4c3,7cf58339b1ff413de7096e3fdd13fa3f501de43e0426303cbe2df3374c344632,0,eff125c0,61ddb92969e6ee3018f0e23630fa6f3b6e04763e0f0ee33f5018ad3f7221d63d,f,bcbcbcbc,da22633df82ab739fc319034b837112e073c6326cd3eba1df73f4e147d3f5d0a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
831,831,0,0,580c54c7,97ca9212e6d01a1c6ad8ea24f2e0c82c45ea813326f4e73856fed93c90083c3f,0,cc3be926,4ce67ec047dd92c225d538c61dce5acb5bc8d4d106c47dd93bc123e20bc08deb,0,e82dd537,91ff89c25df57ac06feb0cc007e241c164d911c4bed16bc848cb30ce2bc63dd5,f,bcbcbcbc,79c57dd618c2cade4cc0f1e722c0b6f19ac1d9fbacc4160642c92c1040cfd819,0,0,0,1,0,1,1,1,0,0,1,1,1,1
832,832,0,0,fd17b63f,7319f9cec20f0ac9a90583c46bfb82c14bf11bc08ce757c06cde34c229d6a6c5,0,76c131fb,9035da30773aa129de3d5721b03f3318e13f700e6f3e4f04633b11fad236faef,0,2fc159e2,5823383d672b75395a3239340238a82d3b3cea25e93e341dfb3fbf13693fc809,f,bcbcbcbc,2a3f2308b63ce8fdb538baf33f33dde9792c92e0902414d8b71b9cd028125bca,0,0,0,1,0,1,1,1,0,0,1,1,1,1
833,833,0,0,7bcbf8cd,ca0a8b3fb614f33f1b1eb73ebb26e13b5d2e8237cf34b731e639a62a823d7e22,0,f22c25e1,00c0b2edcfc0b6f73dc3f10139c71f0caaccfe156bd34c1f50dbcd2726e4492f,0,4c3bd4f9,3dc5f0d6f2c14cdf3ec07de82cc049f2bcc16ffce5c4ac0691c9be10a2cf611a,f,bcbcbcbc,bdd0e31b3ad8b824bce09c2c0bea5c33eaf3cb3818fec63c5308323f57120040,0,0,0,1,0,1,1,1,0,0,1,1,1,1
834,834,0,0,f93f1414,7cd49cc68ecdddcbebc774d2b8c335da10c1efe204c066ec9cc05ff6d4c29600,0,45f37d38,a035cfed5d2f40e4e52768db661f80d31a16bbcc3c0c47c70f0247c3d4f7d4c0,0,82dbfd27,113f8d07863c51fd6e3826f3e43250e90c2c0fe014249fd72f1b37d0981109ca,f,bcbcbcbc,fd0f29c9e60599c4a8fb8fc187f11ec0c4e751c0a1de24c258d68dc520cf76ca,0,0,0,1,0,1,1,1,0,0,1,1,1,1
835,835,0,0,62c96710,173e9320c53f5e17d13f900d3b3e6a030c3b2df95a361cef44307be5f22887dc,0,60e841c0,31e6c630ddefc336f3f9583b3104683e530edf3f1718b33f3e21e63d8a29833a,0,d20133c3,23d16a1cb1d8332540e1082d99eab5337ef41039affef43ce808493fe712ff3f,f,bcbcbcbc,7c14f53fe51dc33e8a26f73b322ea037ac34de31cc39d42a713db122833fab19,0,0,0,1,0,1,1,1,0,0,1,1,1,1
836,836,0,0,801b73d0,87c3d602a5c7000d34cdd41610d413200ddc8028f5e4e32f8eee0c369af8d23a,0,4c344632,9af582c0a9eb0ac03de235c195d9fcc3e9d14cc86bcb0ace45c60fd59ac22edd,0,7221d63d,6b0fdcc8500562c412fb6fc1f4f016c039e760c020de4bc2e6d5cbc5bfcec9ca,f,bcbcbcbc,b4cdbacb09c849d2ccc304da1bc1b8e205c02cec94c022f6c2c2590081c68d0a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
837,837,0,0,90083c3f,3027adda9d1edcd2421533cc5b0bdec62a0100c3f1f6b1c0f3ec01c072e3f5c0,0,0bc08deb,3a2b903934325d34e437d22d263c1c26de3e6b1df93ff913723f050a4a3dcfff,0,2bc63dd5,0b15ef3f6a1ea53e0227c13b9a2e553701357e310c3a632a9a3d3222953f2119,f,bcbcbcbc,c03f9717d63fcc0d493ea703243b6af97b3657ef6c30b3e52129badcc720a9d4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
838,838,0,0,29d6a6c5,d8faac3b1605993e320fec3feb189c3f0122aa3d382a243a5a3121353837c22e,0,d236faef,01c217df43c044e828c00df2aec132fccdc46f0671c983107acf2a1ac1d62523,0,693fc809,57cd11ccc0c7b3d29ac37eda00c13ee302c0bceca9c0b7f6eec2f000c4c6220b,f,bcbcbcbc,88c7c40c0fcd9b16e4d3de1fdadb5028bde4ba2f53eeeb355df8ba3a9902093e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
839,839,0,0,823d7e22,73e163c1dfd84dc44bd1bfc8e9ca9acee4c5bad55bc2efdd67c003e713c0bbf0,0,26e4492f,9a3c8efd8b3863f309338ae9392c44e04624ced7661b60d0d3112acaca0755c5,0,a2cf611a,cd3f0b17ca3f390d253e1003e93ad4f82b36c6ee093029e5ad283ddc46203ad4,f,bcbcbcbc,d31e08d37c1558cc970bfac6670112c32df7bac02eed01c0a9e3ebc0dfda73c3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
840,840,0,0,d4c29600,5338312d733c6225073f9e1cfe3f1f13523f2209063de9fe2a39b8f4d833d0ea,8,fcf7d4c0,80d801250ae1dc2c5fea913342f4f43872fee23cac08403fad120040331c1c3f,0,981109ca,cfc7580d6acd281751d4612057dcc52846e51e30e4ee3c36f3f8f63a30032d3e,f,bcbcbcbc,d9048c3ef70ee93fb318a23fcd21ba3d0a2a3e3a323143351937ec2e963b6127,0,0,0,1,0,1,1,1,0,0,1,1,1,1
841,841,0,0,f22887dc,39c0eef2e4c117fd26c55307eac9601111d0fa1a72d7e423dcdfe22b1ae9c132,0,8a29833a,8d0578c44ffb7cc12ff119c071e75ac054de3bc214d6b2c5e7cea7cafbc8fad0,0,e712ff3f,4f1e9dd2ed14ffcb030bb6c6d000e5c298f6a4c09eec03c022e305c164daa4c3,f,bcbcbcbc,0fd937c475d1a0c80bcb74cefdc58cd56cc2bbdd6dc0cbe610c080f056c19bfa,0,0,0,1,0,1,1,1,0,0,1,1,1,1
842,842,0,0,9af8d23a,7d32b3e8922b7edf89231dd7961ac8cff610b0c9e606fbc4a9fccac182f230c0,0,9ac22edd,341eb23ed226d73b702e7437de34a531f239912a8a3d66228e3f5919f13fa60f,0,bfcec9ca,6f05ac3e890ff03f3e19913f4d22923d7b2aff399231ef346537852ecc3be926,f,bcbcbcbc,5f3c9425fd3ed51cfd3f59135b3f5f09183d26ff4639f4f4fb330aeb5c2da9e1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
843,843,0,0,72e3f5c0,38eb183424f55b3957ff273d8f09613f8813fc3f011df43ebb254f3c7f2d1e38,0,4a3dcfff,ddc788d2aec34cda0ac108e303c081eca0c07bf6dcc2b200a9c6e50aeecbd114,0,953f2119,98d86dc40ed1ecc8b7cad4cebec5fed543c23bde5dc056e718c012f176c131fb,f,bcbcbcbc,d5c1dafc0ec51607c9c92511e8cfc31a42d7b123a8dfb52be1e89b32b2f23538,0,0,0,1,0,1,1,1,0,0,1,1,1,1
844,844,0,0,3837c22e,51f00ec09ee673c092dd79c268d512c655ce27cb87c896d126c436d94cc1d4e1,0,c1d62523,cf3f750d343e4d03013b11f94b3601ef323061e5dc2870dc7a2067d444177dcd,0,c4c6220b,903c1a25173f4e1cff3fc912453fc908eb3c90fe02395ff4a3337beaf22c25e1,f,bcbcbcbc,bf2bb2dfbb234cd7ce1af1cf3111d0c9230713c5e6fcd8c1bef235c0ece834c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
845,845,0,0,13c0bbf0,0d2f00375e351331523ae529c73da421a73f8618e63fc70e823ea804843b6afa,0,ca0755c5,45cdef1625d42c2024dc96280ee5f52fa9ee1b36b6f8de3af3021e3e1c0dc83f,0,46203ad4,fac170fd4ac5ac071acab6114cd04b1bb7d72e242ae0232c6ee9f73245f37d38,f,bcbcbcbc,e8f440391aff153d5209593f4d13fe3fca1cff3e8a25633c542d3b38f433a332,0,0,0,1,0,1,1,1,0,0,1,1,1,1
846,846,0,0,d833d0ea,e3c0d5e300c05cedc1c05ef721c3980110c7c70b74cca9152ad3fe1e07db8727,0,331c1c3f,271523cc3f0bd2c60d01f7c2d5f6adc0d8ec02c059e3fac096da90c3c8d2b2c7,0,30032d3e,502b31df3e23d8d6451a8dcf9f1081c98d06d9c450fcb5c12bf22ac060e841c0,f,bcbcbcbc,d7e66cc0c6dd68c296d5f8c57cce04cba6c86cd13bc405d959c19ee111c0feea,0,0,0,1,0,1,1,1,0,0,1,1,1,1
847,847,0,0,1ae9c132,a73a2df8d13524ee9a2f91e42a28b2dbb41fc0d36e16f1cc940c71c7680263c3,0,fbc8fad0,4e0fed3f0519983f1922a33d4d2a193a6c3112354637af2eb63b1a279f3e851e,0,64daa4c3,7cf58339b1ff413de7096e3fdd13fa3f501de43e0426303cbe2df3374c344632,f,bcbcbcbc,3c353a31393a132ab73dd821a13fbe18ea3f030f8f3ee5049b3ba7fa1f378cf0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
848,848,0,0,82f230c0,e3dc4629dfe58c3087ef94369af9363bd803543efc0dd93fc417bc3ff120fc3d,0,f13fa60f,37d1cdc8d9caacced8c5cfd553c207de63c01de714c0d7f069c1f4fa57c43205,0,cc3be926,4ce67ec047dd92c225d538c61dce5acb5bc8d4d106c47dd93bc123e20bc08deb,f,bcbcbcbc,01c022edb8c021f70ec35a01f4c68b0b50cc7015ffd2c81ed5da57279ee3e32e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
849,849,0,0,7f2d1e38,2800b4c2f2f58dc0feeb07c08de224c1ddd9ddc327d220c89ecbd2cd6cc6cdd4,0,eecbd114,0c3f851cff3f04134e3f0609fe3ccdfe1d399cf4c733b5ea1d2d5ae14b25c8d8,0,76c131fb,9035da30773aa129de3d5721b03f3318e13f700e6f3e4f04633b11fad236faef,f,bcbcbcbc,f2355feec22fc9e45a28e4dbe91fedd3a71616cdd00c8dc7a60277c36af8edc0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
850,850,0,0,4cc1d4e1,da22633df82ab739fc319034b837112e073c6326cd3eba1df73f4e147d3f5d0a,0,44177dcd,31c56f07f9c97b1124d0141b88d7fb23f5dff72b34e9d23209f3603833fd7c3c,0,f22c25e1,00c0b2edcfc0b6f73dc3f10139c71f0caaccfe156bd34c1f50dbcd2726e4492f,f,bcbcbcbc,a7e564304bef74365df91f3b9a03463ec00dd53f8b17c13fbd200c3e1729bf3a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
851,851,0,0,843b6afa,79c57dd618c2cade4cc0f1e722c0b6f19ac1d9fbacc4160642c92c1040cfd819,0,1c0dc83f,712307d77d1ab6cfdb10a1c9ca06f0c48dfcc3c166f22ec099e83bc065dfebc1,0,45f37d38,a035cfed5d2f40e4e52768db661f80d31a16bbcc3c0c47c70f0247c3d4f7d4c0,f,bcbcbcbc,2ef695c038ec05c0c3e218c10edac8c352d203c8c1cbaccd87c6a0d4c5c2b0dc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
852,852,0,0,07db8727,2a3f2308b63ce8fdb538baf33f33dde9792c92e0902414d8b71b9cd028125bca,0,c8d2b2c7,73ff2f3dab09653fa313fc3f1a1def3ed225453c932d103828346c3268397d2b,0,60e841c0,31e6c630ddefc336f3f9583b3104683e530edf3f1718b33f3e21e63d8a29833a,f,bcbcbcbc,ca2ad139d631b3349a373b2ef23b9426c13ef01df53f8814853f9a0a743d6500,0,0,0,1,0,1,1,1,0,0,1,1,1,1
853,853,0,0,680263c3,bdd0e31b3ad8b824bce09c2c0bea5c33eaf3cb3818fec63c5308323f57120040,0,9f3e851e,7add81c253d51ec643ce37cb79c8aad11cc44cd947c1ede10dc053eb77c040f5,0,4c344632,9af582c0a9eb0ac03de235c195d9fcc3e9d14cc86bcb0ace45c60fd59ac22edd,f,bcbcbcbc,27c296de52c0b9e71ec07af18dc19bfb95c4d90523c9f10f18cfa0194ed6a722,0,0,0,1,0,1,1,1,0,0,1,1,1,1
854,854,0,0,f120fc3d,fd0f29c9e60599c4a8fb8fc187f11ec0c4e751c0a1de24c258d68dc520cf76ca,0,57c43205,5e3acf29cf3d8c21aa3f6c18e53fac0e7c3e8c047a3b4efaf23635f0013184e6,0,0bc08deb,3a2b903934325d34e437d22d263c1c26de3e6b1df93ff913723f050a4a3dcfff,f,bcbcbcbc,ca3c25fed138f6f3643317eaa52cc7e0c22444d8ee1bc5d063127cca5f0892c5,0,0,0,1,0,1,1,1,0,0,1,1,1,1
855,855,0,0,6cc6cdd4,7c14f53fe51dc33e8a26f73b322ea037ac34de31cc39d42a713db122833fab19,0,4b25c8d8,c6c07af72ac3b4011dc7e30b85ccc4153fd3171f1edb9d27eee3202f77ed6e35,0,d236faef,01c217df43c044e828c00df2aec132fccdc46f0671c983107acf2a1ac1d62523,f,bcbcbcbc,0ad8862487e0702cd2e93733aef3af38dbfdb23c1608283f1c120040ac1b343f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
856,856,0,0,7d3f5d0a,b4cdbacb09c849d2ccc304da1bc1b8e205c02cec94c022f6c2c2590081c68d0a,0,33fd7c3c,872f78e414289bdb9b1facd35316e0cc790c64c74c025ac311f8dec009ee00c0,0,26e4492f,9a3c8efd8b3863f309338ae9392c44e04624ced7661b60d0d3112acaca0755c5,f,bcbcbcbc,2306b0c4e5fb9dc1c2f122c0fde74bc0d5de14c287d674c548cf54ca49c994d0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
857,857,0,0,40cfd819,c03f9717d63fcc0d493ea703243b6af97b3657ef6c30b3e52129badcc720a9d4,0,65dfebc1,a2efa336b6f9413bf4035a3e170edb3fdf17b93f0921f53d5c299b3a9f30c135,8,fcf7d4c0,80d801250ae1dc2c5fea913342f4f43872fee23cac08403fad120040331c1c3f,f,bcbcbcbc,af1dcf3e59260c3c082ebf3789340432b139012b603de5227b3fe319f73f3810,0,0,0,1,0,1,1,1,0,0,1,1,1,1
858,858,0,0,28125bca,88c7c40c0fcd9b16e4d3de1fdadb5028bde4ba2f53eeeb355df8ba3a9902093e,0,68397d2b,e3eb08c074e229c1c6d9e7c313d22ec88ecbe4cd60c6e2d4acc2fadc8ac0f9e5,0,8a29833a,8d0578c44ffb7cc12ff119c071e75ac054de3bc214d6b2c5e7cea7cafbc8fad0,f,bcbcbcbc,26c81ed2e1c3d3d926c182e207c0f2eb8cc0e6f5b0c21b0066c6510a97cb4214,0,0,0,1,0,1,1,1,0,0,1,1,1,1
859,859,0,0,57120040,d31e08d37c1558cc970bfac6670112c32df7bac02eed01c0a9e3ebc0dfda73c3,0,77c040f5,0e328034c637fd2d113c4d26d23ea11df83f3314793f410a5b3d0c00ab39d6f5,0,9ac22edd,341eb23ed226d73b702e7437de34a531f239912a8a3d66228e3f5919f13fa60f,f,bcbcbcbc,da3f080e573ee4033b3ba7f99b3693ef9430eae55029eddcfc20d6d4d017dacd,0,0,0,1,0,1,1,1,0,0,1,1,1,1
860,860,0,0,20cf76ca,d9048c3ef70ee93fb318a23fcd21ba3d0a2a3e3a323143351937ec2e963b6127,0,013184e6,49c00ce823c0d2f1a0c1f5fbb6c4320651c9471052cff21992d6f222e2de0d2b,0,4a3dcfff,ddc788d2aec34cda0ac108e303c081eca0c07bf6dcc2b200a9c6e50aeecbd114,f,bcbcbcbc,eacc6216b7d3a91fa7db212886e4912f18eeca3520f8a23a5c02f93d880cbb3f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
861,861,0,0,833fab19,0fd937c475d1a0c80bcb74cefdc58cd56cc2bbdd6dc0cbe610c080f056c19bfa,0,77ed6e35,a7389ff32e33c3e9652c79e07924fed79e1b89d00d124cca07086ec5cbfd11c2,0,c1d62523,cf3f750d343e4d03013b11f94b3601ef323061e5dc2870dc7a2067d444177dcd,f,bcbcbcbc,b5157cccd30b16c7a40125c36af7c3c068ed00c0e0e3e1c011db5fc333d36bc7,0,0,0,1,0,1,1,1,0,0,1,1,1,1
862,862,0,0,81c68d0a,5f3c9425fd3ed51cfd3f59135b3f5f09183d26ff4639f4f4fb330aeb5c2da9e1,0,09ee00c0,d5e0b12c26ea6d3306f4d83835fecf3c6f08373f72120040fc1b263fcf24ae3c,0,ca0755c5,45cdef1625d42c2024dc96280ee5f52fa9ee1b36b6f8de3af3021e3e1c0dc83f,f,bcbcbcbc,bb0ee53f7a18a93f9921ca3ddb29573a0b316535fa36152f803b91277f3e091f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
863,863,0,0,c720a9d4,d5c1dafc0ec51607c9c92511e8cfc31a42d7b123a8dfb52be1e89b32b2f23538,0,9f30c135,8cfb89c16bf11dc0aae753c089de2bc242d699c50ecf85ca1bc9d0d08fc450d8,0,331c1c3f,271523cc3f0bd2c60d01f7c2d5f6adc0d8ec02c059e3fac096da90c3c8d2b2c7,f,bcbcbcbc,9fd181c82ecb4dce17c65fd57cc288dd75c093e60ec045f04ac15efa21c49b04,0,0,0,1,0,1,1,1,0,0,1,1,1,1
864,864,0,0,9902093e,bf2bb2dfbb234cd7ce1af1cf3111d0c9230713c5e6fcd8c1bef235c0ece834c0,0,8ac0f9e5,a126ed3b462e9237bc34cc31d839bf2a793d9922873f9119f43fe10fbe3eca05,0,fbc8fad0,4e0fed3f0519983f1922a33d4d2a193a6c3112354637af2eb63b1a279f3e851e,f,bcbcbcbc,f23e0c1dfc3f9413633f9b092b3d64ff613930f51f3444eb882ddfe1c52540d9,0,0,0,1,0,1,1,1,0,0,1,1,1,1
865,865,0,0,dfda73c3,e8f440391aff153d5209593f4d13fe3fca1cff3e8a25633c542d3b38f433a332,0,ab39d6f5,c3c31bda16c1d1e205c047ec97c03ef6cac275008ec6a90acacb97145dd2fe1d,0,f13fa60f,37d1cdc8d9caacced8c5cfd553c207de63c01de714c0d7f069c1f4fa57c43205,f,bcbcbcbc,f6c4da06a9c9ea10c0cf8b1a13d77e2373df892ba8e8763276f218389dfc4a3c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
866,866,0,0,963b6127,d7e66cc0c6dd68c296d5f8c57cce04cba6c86cd13bc405d959c19ee111c0feea,0,e2de0d2b,423e8b03193b4df96c363cef5a3099e50b29a3dcaf2094d47d17a2cdb10dfbc7,0,eecbd114,0c3f851cff3f04134e3f0609fe3ccdfe1d399cf4c733b5ea1d2d5ae14b25c8d8,f,bcbcbcbc,ee237bd7061b19d06c11f1c960072bc523fde7c1faf23ac026e92fc0e7dfc7c1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
867,867,0,0,56c19bfa,3c353a31393a132ab73dd821a13fbe18ea3f030f8f3ee5049b3ba7fa1f378cf0,0,cbfd11c2,f8d3f71ff1db6628d7e4cd2f6eeefa3579f8c53ab5020f3ee00cc33fb616d43f,0,44177dcd,31c56f07f9c97b1124d0141b88d7fb23f5dff72b34e9d23209f3603833fd7c3c,f,bcbcbcbc,ddfe023d1609503f1313ff3f931c0a3f5825773c282d5938d033c8322539eb2b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
868,868,0,0,5c2da9e1,01c022edb8c021f70ec35a01f4c68b0b50cc7015ffd2c81ed5da57279ee3e32e,0,cf24ae3c,7b0bedc64b010ac311f7b6c013ed01c090e3f0c0c8da7cc3f4d295c747cc20cd,0,1c0dc83f,712307d77d1ab6cfdb10a1c9ca06f0c48dfcc3c166f22ec099e83bc065dfebc1,f,bcbcbcbc,fadd58c2c4d5dec5a2cee2cac5c842d151c4d5d865c168e114c0c4ea65c0abf4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
869,869,0,0,b2f23538,f2355feec22fc9e45a28e4dbe91fedd3a71616cdd00c8dc7a60277c36af8edc0,0,8fc450d8,cd189f3fe521b33d1f2a323a453134352737d92ea03b4a27923eba1eea3f6115,0,c8d2b2c7,73ff2f3dab09653fa313fc3f1a1def3ed225453c932d103828346c3268397d2b,f,bcbcbcbc,1f3a412aa73d0c229a3ff718ed3f3e0f9c3e2205b13be4fa3e37c8f062310fe7,0,0,0,1,0,1,1,1,0,0,1,1,1,1
870,870,0,0,ece834c0,a7e564304bef74365df91f3b9a03463ec00dd53f8b17c13fbd200c3e1729bf3a,0,be3eca05,fcca86cef1c5a1d564c2d3dd6ac0e5e612c09bf05cc1b7fa41c4f504aec8120f,0,9f3e851e,7add81c253d51ec643ce37cb79c8aad11cc44cd947c1ede10dc053eb77c040f5,f,bcbcbcbc,afc0e4f6fcc21d01d9c64f0b2ccc3615d3d2921ea3da262767e3b92ee7ec1a35,0,0,0,1,0,1,1,1,0,0,1,1,1,1
